Rk,Pos,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,Pos,90s,CrdY,CrdR,2CrdY,Fls,Off,Crs,Int,TklW,PKcon,OG,Recov,Won,Lost,Won%
1,DF,13.7,29,19,20,7,2,20,34,58.8,14,9,5,4,8,37,27,0,1,DF,13.7,1,0,0,12,2,13,8,19,1,0,75,5,11,31.3
3,MF,1.1,2,2,1,1,0,1,1,100.0,0,2,0,2,0,2,0,0,3,MF,1.1,0,0,0,6,0,0,0,2,0,0,5,3,0,100.0
5,DF,30.9,64,35,36,23,5,26,45,57.8,19,51,32,19,39,103,109,2,5,DF,30.9,5,0,0,26,0,3,39,35,0,1,149,61,37,62.2
6,MF,16.9,21,14,8,10,3,8,18,44.4,10,12,1,11,12,33,18,0,6,MF,16.9,2,0,0,34,0,3,12,14,3,0,89,2,7,22.2
7,DF,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,7,DF,2.0,0,0,0,1,0,0,0,0,0,0,10,4,6,40.0
8,MF,31.8,85,52,43,34,8,38,96,39.6,58,29,6,23,61,146,61,3,8,MF,31.8,4,0,0,36,1,34,61,52,0,0,226,15,14,51.7
10,DF,15.6,25,19,15,9,1,17,34,50.0,17,23,5,18,15,40,62,0,10,DF,15.6,3,0,0,16,2,26,15,19,1,0,79,14,10,58.3
12,DF,25.7,35,19,28,5,2,21,35,60.0,14,31,26,5,23,58,115,0,12,DF,25.7,10,0,0,33,1,2,23,19,2,1,109,39,36,52.0
14,DF,26.5,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1,14,DF,26.5,1,0,0,19,3,9,32,13,0,0,102,70,37,65.4
15,DF,0.1,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,15,DF,0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
16,DF,14.4,33,21,20,12,1,9,14,64.3,5,12,2,10,4,37,25,0,16,DF,14.4,7,0,0,18,1,82,4,21,0,0,99,13,11,54.2
18,MF,1.3,4,3,1,3,0,2,3,66.7,1,2,0,2,4,8,2,0,18,MF,1.3,0,0,0,0,0,1,4,3,0,0,7,2,3,40.0
21,DF,18.0,21,11,16,5,0,12,21,57.1,9,16,11,5,25,46,80,0,21,DF,18.0,2,0,0,10,0,1,25,11,0,0,43,56,28,66.7
25,DF,13.8,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,25,DF,13.8,2,0,0,10,2,2,18,9,0,0,60,30,22,57.7
27,MF,15.6,34,17,17,13,4,13,35,37.1,22,22,8,14,20,54,15,1,27,MF,15.6,3,0,0,26,1,50,20,17,1,0,94,15,10,60.0
30,MF,24.8,35,20,9,20,6,15,34,44.1,19,28,6,22,12,47,22,0,30,MF,24.8,8,0,0,37,0,12,12,20,0,0,135,11,16,40.7
31,DF,28.8,65,41,38,23,4,44,64,68.8,20,47,25,22,55,120,116,1,31,DF,28.8,1,0,0,31,2,6,55,41,3,0,217,45,32,58.4
33,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,MF,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
34,MF,8.6,23,18,7,14,2,9,12,75.0,3,6,1,5,7,30,8,0,34,MF,8.6,3,0,0,19,0,2,7,18,0,0,48,9,7,56.3
35,"DF,MF",17.9,45,29,28,13,4,29,41,70.7,12,27,7,20,13,58,41,0,35,"DF,MF",17.9,2,0,0,15,2,46,13,29,0,0,71,15,24,38.5
36,DF,20.6,26,14,19,7,0,16,22,72.7,6,33,24,9,17,43,85,2,36,DF,20.6,3,1,1,10,0,5,17,14,1,0,102,48,32,60.0
37,DF,21.4,53,31,27,23,3,27,45,60.0,18,35,5,30,26,79,46,0,37,DF,21.4,3,0,0,20,3,75,26,31,1,0,106,24,23,51.1
40,DF,29.4,64,36,48,14,2,30,49,61.2,19,43,26,17,34,98,137,2,40,DF,29.4,11,1,1,34,2,6,34,36,0,0,106,52,36,59.1
41,DF,4.5,8,3,6,2,0,4,8,50.0,4,3,1,2,4,12,28,0,41,DF,4.5,0,0,0,4,0,0,4,3,0,0,22,14,9,60.9
42,DF,18.8,47,31,31,12,4,29,40,72.5,11,19,3,16,18,65,51,1,42,DF,18.8,3,0,0,18,2,28,18,31,1,0,97,17,12,58.6
43,"DF,MF",25.9,71,44,41,23,7,28,49,57.1,21,32,6,26,15,86,38,0,43,"DF,MF",25.9,7,0,0,25,8,41,15,44,1,0,136,21,25,45.7
45,DF,20.4,38,21,25,9,4,23,36,63.9,13,26,11,15,25,63,79,1,45,DF,20.4,5,0,0,25,1,22,25,21,0,0,60,63,23,73.3
47,"DF,MF",27.9,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3,47,"DF,MF",27.9,4,1,1,17,0,9,23,28,0,0,142,27,27,50.0
49,DF,22.7,26,16,15,8,3,13,20,65.0,7,17,2,15,14,40,54,0,49,DF,22.7,0,0,0,10,0,11,14,16,0,0,119,46,28,62.2
51,DF,18.6,27,15,18,7,2,13,16,81.3,3,14,4,10,10,37,34,0,51,DF,18.6,2,0,0,18,1,57,10,15,2,0,99,10,15,40.0
52,DF,9.1,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0,52,DF,9.1,2,0,0,17,0,21,10,5,0,0,40,6,4,60.0
53,MF,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,53,MF,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,MF,0.3,5,3,0,2,3,3,3,100.0,0,3,1,2,1,6,1,0,55,MF,0.3,0,0,0,1,0,0,1,3,0,0,0,0,0,
56,MF,3.4,14,9,2,10,2,6,7,85.7,1,5,1,4,6,20,11,0,56,MF,3.4,1,0,0,9,0,0,6,9,0,0,25,8,5,61.5
57,MF,7.8,20,11,14,4,2,3,9,33.3,6,10,4,6,12,32,15,1,57,MF,7.8,5,0,0,15,0,1,12,11,1,0,29,5,7,41.7
59,DF,12.2,35,18,22,12,1,26,35,74.3,9,28,8,20,18,53,32,0,59,DF,12.2,7,0,0,15,0,4,18,18,1,0,60,25,21,54.3
60,DF,12.8,13,9,7,5,1,4,8,50.0,4,10,7,3,15,28,34,0,60,DF,12.8,2,0,0,4,0,17,15,9,0,1,63,10,9,52.6
61,MF,25.7,35,20,16,12,7,15,53,28.3,38,34,4,30,7,42,13,0,61,MF,25.7,7,0,0,16,6,150,7,20,0,0,140,10,19,34.5
62,DF,22.6,25,14,15,9,1,18,27,66.7,9,31,24,7,16,41,102,0,62,DF,22.6,6,0,0,21,1,0,16,14,0,0,75,46,29,61.3
63,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,63,MF,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,MF,4.2,6,6,0,6,0,5,10,50.0,5,5,2,3,5,11,4,0,64,MF,4.2,0,0,0,5,0,1,5,6,0,0,17,2,9,18.2
65,MF,34.8,97,59,39,52,6,50,121,41.3,71,60,14,46,33,130,55,2,65,MF,34.8,14,0,0,84,1,36,33,59,0,0,234,47,49,49.0
66,DF,24.4,28,21,15,13,0,19,35,54.3,16,30,18,12,13,41,111,0,66,DF,24.4,8,1,0,34,2,5,13,21,0,0,107,55,45,55.0
67,MF,18.8,40,23,23,11,6,17,57,29.8,40,20,0,20,7,47,17,0,67,MF,18.8,17,0,0,49,9,151,7,23,1,0,87,15,18,45.5
68,MF,11.3,24,8,7,14,3,10,24,41.7,14,14,3,11,4,28,13,0,68,MF,11.3,6,0,0,22,3,33,4,8,0,0,53,11,19,36.7
69,DF,23.9,39,26,26,11,2,27,87,31.0,60,22,2,20,31,70,48,5,69,DF,23.9,6,0,0,9,2,168,31,26,0,0,176,8,6,57.1
77,"MF,DF",20.7,30,18,11,14,5,14,35,40.0,21,20,3,17,13,43,30,0,77,"MF,DF",20.7,1,0,0,15,1,47,13,18,0,0,100,16,26,38.1
81,DF,2.8,5,3,2,3,0,3,4,75.0,1,2,0,2,4,9,6,0,81,DF,2.8,0,0,0,7,0,15,4,3,0,0,14,2,4,33.3
82,"DF,MF",8.6,16,7,9,6,1,9,24,37.5,15,18,5,13,5,21,18,0,82,"DF,MF",8.6,3,0,0,12,0,5,5,7,1,0,42,2,7,22.2
83,MF,6.3,15,8,8,6,1,11,23,47.8,12,12,1,11,9,24,10,0,83,MF,6.3,1,0,0,8,0,1,9,8,0,0,41,2,4,33.3
84,MF,26.4,80,39,47,26,7,31,66,47.0,35,59,20,39,42,122,81,0,84,MF,26.4,11,0,0,33,1,4,42,39,1,0,164,30,34,46.9
85,DF,28.2,68,37,43,20,5,37,57,64.9,20,40,11,29,35,103,80,0,85,DF,28.2,7,0,0,43,1,25,35,37,0,0,132,51,30,63.0
86,"MF,DF",8.5,14,9,8,3,3,9,20,45.0,11,4,1,3,5,19,9,0,86,"MF,DF",8.5,1,0,0,9,1,22,5,9,0,0,47,5,6,45.5
88,DF,12.8,18,9,15,3,0,12,19,63.2,7,8,5,3,11,29,34,1,88,DF,12.8,1,1,0,15,0,1,11,9,0,0,68,43,15,74.1
89,MF,4.7,8,7,5,2,1,2,9,22.2,7,5,1,4,2,10,5,0,89,MF,4.7,2,0,0,12,0,2,2,7,1,0,20,9,7,56.3
90,MF,1.4,6,4,1,5,0,3,3,100.0,0,3,1,2,1,7,1,0,90,MF,1.4,1,0,0,2,0,0,1,4,0,0,9,6,1,85.7
94,MF,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,94,MF,0.2,0,0,0,1,0,0,0,0,0,0,3,1,1,50.0
95,DF,1.0,1,1,0,1,0,1,3,33.3,2,2,1,1,3,4,2,0,95,DF,1.0,1,0,0,2,0,1,3,1,0,0,7,1,0,100.0
97,DF,8.9,16,7,12,4,0,11,15,73.3,4,6,0,6,7,23,28,0,97,DF,8.9,2,0,0,13,0,14,7,7,0,0,19,6,4,60.0
98,DF,6.4,11,3,9,2,0,4,5,80.0,1,4,2,2,9,20,19,2,98,DF,6.4,2,0,0,10,0,1,9,3,0,0,39,19,10,65.5
99,DF,11.1,23,11,13,6,4,15,23,65.2,8,9,2,7,11,34,34,2,99,DF,11.1,3,0,0,10,6,16,11,11,0,0,60,15,11,57.7
100,MF,14.6,22,14,8,10,4,13,19,68.4,6,16,2,14,14,36,18,0,100,MF,14.6,5,0,0,11,1,126,14,14,0,0,93,10,5,66.7
101,MF,1.0,4,2,0,3,1,0,3,0.0,3,0,0,0,0,4,1,0,101,MF,1.0,0,0,0,1,0,1,0,2,0,0,8,0,0,
102,MF,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,102,MF,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,"MF,DF",10.4,27,16,17,8,2,17,31,54.8,14,20,7,13,8,35,19,2,103,"MF,DF",10.4,6,0,0,24,0,7,8,16,0,0,60,5,6,45.5
104,DF,37.9,56,35,33,21,2,29,39,74.4,10,33,18,15,41,97,207,1,104,DF,37.9,7,0,0,43,1,31,41,35,0,0,193,89,46,65.9
107,MF,28.6,89,49,39,45,5,43,81,53.1,38,34,5,29,35,124,60,0,107,MF,28.6,8,0,0,51,1,19,35,49,0,0,195,78,56,58.2
109,"MF,DF",18.8,30,18,8,14,8,13,24,54.2,11,15,4,11,20,50,17,0,109,"MF,DF",18.8,4,0,0,23,0,14,20,18,0,0,122,20,22,47.6
110,DF,17.3,20,12,14,6,0,14,21,66.7,7,31,18,13,28,48,74,2,110,DF,17.3,5,0,0,20,1,0,28,12,0,0,77,58,30,65.9
111,DF,12.7,21,11,12,6,3,11,19,57.9,8,11,5,6,12,33,37,1,111,DF,12.7,2,0,0,13,1,53,12,11,0,1,55,15,9,62.5
113,"DF,MF",1.8,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,8,0,113,"DF,MF",1.8,2,1,0,1,0,8,4,1,0,0,15,6,5,54.5
115,DF,32.1,39,25,21,16,2,23,42,54.8,19,33,20,13,40,79,150,1,115,DF,32.1,7,0,0,25,0,14,40,25,1,1,203,79,42,65.3
121,MF,3.8,6,2,3,2,1,1,6,16.7,5,1,0,1,2,8,7,0,121,MF,3.8,2,0,0,18,0,6,2,2,0,0,27,5,8,38.5
122,DF,6.0,24,15,12,10,2,15,25,60.0,10,8,3,5,7,31,17,0,122,DF,6.0,3,0,0,11,0,7,7,15,0,0,24,7,7,50.0
123,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,123,MF,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,DF,16.2,41,22,29,7,5,23,33,69.7,10,23,16,7,10,51,52,1,124,DF,16.2,5,0,0,13,2,23,10,22,0,0,81,29,21,58.0
125,DF,22.2,27,22,11,15,1,12,17,70.6,5,20,11,9,12,39,66,2,125,DF,22.2,6,0,0,25,0,8,12,22,1,0,102,60,22,73.2
126,MF,10.5,23,14,11,8,4,7,15,46.7,8,17,7,10,16,39,9,0,126,MF,10.5,2,0,0,10,0,7,16,14,0,1,52,9,15,37.5
128,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,128,MF,0.1,1,0,0,1,0,0,0,0,0,0,1,0,0,
131,DF,29.6,45,24,25,13,7,31,38,81.6,7,36,15,21,18,63,58,0,131,DF,29.6,3,0,0,30,3,110,18,24,0,0,130,28,21,57.1
134,DF,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,134,DF,0.2,0,0,0,1,0,0,0,0,0,0,1,1,0,100.0
135,"DF,MF",2.6,3,3,2,0,1,2,3,66.7,1,1,0,1,1,4,3,0,135,"DF,MF",2.6,1,0,0,1,0,14,1,3,0,0,6,2,3,40.0
139,MF,27.8,51,31,15,27,9,28,57,49.1,29,23,4,19,24,75,60,0,139,MF,27.8,9,0,0,37,0,110,24,31,0,0,174,14,30,31.8
143,DF,2.0,4,3,2,0,2,2,2,100.0,0,1,1,0,0,4,7,0,143,DF,2.0,0,0,0,2,0,7,0,3,0,0,10,2,3,40.0
146,MF,8.7,7,2,3,4,0,2,11,18.2,9,9,3,6,11,18,8,0,146,MF,8.7,1,0,0,4,0,35,11,2,0,0,57,4,7,36.4
150,DF,13.7,35,17,18,13,4,14,27,51.9,13,22,7,15,19,54,43,1,150,DF,13.7,5,1,1,33,1,29,19,17,2,0,67,13,17,43.3
151,DF,11.2,24,12,12,8,4,9,24,37.5,15,9,4,5,9,33,27,1,151,DF,11.2,4,0,0,22,1,22,9,12,0,0,67,11,17,39.3
152,DF,4.0,9,3,6,2,1,6,8,75.0,2,7,1,6,4,13,1,0,152,DF,4.0,2,0,0,3,0,6,4,3,0,0,28,2,2,50.0
153,MF,6.2,19,13,6,9,4,5,13,38.5,8,5,1,4,6,25,9,0,153,MF,6.2,0,0,0,19,0,5,6,13,0,0,28,8,12,40.0
158,DF,26.9,26,19,18,6,2,16,25,64.0,9,21,10,11,17,43,89,0,158,DF,26.9,5,0,0,15,1,153,17,19,0,0,147,34,28,54.8
159,DF,19.2,29,21,20,9,0,15,22,68.2,7,20,8,12,16,45,52,0,159,DF,19.2,1,0,0,17,1,40,16,21,0,0,74,59,26,69.4
160,DF,10.0,14,6,10,3,1,6,9,66.7,3,10,7,3,5,19,23,0,160,DF,10.0,0,0,0,6,2,5,5,6,0,0,37,18,17,51.4
161,"DF,MF",9.3,20,14,9,11,0,5,11,45.5,6,10,3,7,9,29,36,1,161,"DF,MF",9.3,2,0,0,8,0,22,9,14,0,0,50,30,20,60.0
167,MF,17.4,37,20,13,20,4,20,46,43.5,26,20,6,14,32,69,21,1,167,MF,17.4,1,0,0,21,1,7,32,20,0,0,94,15,16,48.4
169,DF,15.8,25,14,15,9,1,12,19,63.2,7,25,6,19,16,41,46,0,169,DF,15.8,4,0,0,29,0,11,16,14,0,0,72,21,23,47.7
170,"DF,MF",10.6,19,11,10,6,3,9,18,50.0,9,11,2,9,16,35,23,0,170,"DF,MF",10.6,1,0,0,5,4,48,16,11,0,0,59,13,11,54.2
171,MF,6.1,12,7,4,5,3,7,14,50.0,7,8,2,6,6,18,12,0,171,MF,6.1,4,0,0,14,1,2,6,7,0,0,37,5,11,31.3
172,MF,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,172,MF,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
173,MF,15.9,46,26,27,18,1,17,39,43.6,22,20,6,14,11,57,27,2,173,MF,15.9,5,0,0,29,0,4,11,26,1,0,123,30,17,63.8
174,DF,1.0,2,2,0,2,0,1,1,100.0,0,1,1,0,0,2,2,0,174,DF,1.0,0,0,0,2,0,0,0,2,0,0,4,3,1,75.0
177,DF,25.3,65,41,53,12,0,30,49,61.2,19,23,15,8,38,103,116,2,177,DF,25.3,5,1,0,24,1,2,38,41,0,0,151,76,38,66.7
178,MF,28.2,51,27,23,24,4,24,61,39.3,37,45,13,32,50,101,54,1,178,MF,28.2,6,0,0,24,0,14,50,27,0,0,177,12,13,48.0
179,"DF,MF",20.0,51,25,32,11,8,33,65,50.8,32,22,4,18,25,76,20,0,179,"DF,MF",20.0,1,0,0,17,1,32,25,25,0,0,121,11,17,39.3
180,DF,14.9,21,15,12,9,0,9,14,64.3,5,21,14,7,18,39,66,2,180,DF,14.9,3,0,0,17,1,2,18,15,1,1,82,28,22,56.0
185,DF,9.3,5,3,4,1,0,2,2,100.0,0,8,8,0,9,14,38,2,185,DF,9.3,4,0,0,6,0,0,9,3,0,1,51,15,7,68.2
186,MF,0.3,4,1,3,1,0,3,5,60.0,2,0,0,0,0,4,0,0,186,MF,0.3,0,0,0,1,0,0,0,1,0,0,2,0,0,
189,MF,14.6,34,17,14,17,3,15,28,53.6,13,10,4,6,26,60,15,1,189,MF,14.6,5,0,0,25,2,1,26,17,0,0,94,24,17,58.5
190,DF,4.2,7,3,6,1,0,2,12,16.7,10,5,0,5,3,10,6,0,190,DF,4.2,1,0,0,4,1,13,3,3,0,0,30,4,1,80.0
191,"DF,MF",22.4,37,20,24,7,6,21,46,45.7,25,27,1,26,21,58,45,1,191,"DF,MF",22.4,4,0,0,24,3,54,21,20,0,0,124,21,27,43.8
195,DF,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,195,DF,15.3,1,0,0,9,4,37,5,11,0,0,67,12,13,48.0
196,DF,10.8,18,10,10,7,1,6,15,40.0,9,14,8,6,10,28,33,0,196,DF,10.8,4,0,0,19,1,18,10,10,0,0,44,13,13,50.0
197,MF,14.7,40,20,17,19,4,23,46,50.0,23,35,7,28,18,58,30,3,197,MF,14.7,7,0,0,40,0,0,18,20,0,0,95,24,9,72.7
198,MF,0.7,6,2,1,4,1,3,4,75.0,1,0,0,0,2,8,0,0,198,MF,0.7,0,0,0,2,0,0,2,2,0,0,2,0,0,
199,DF,25.2,79,50,55,23,1,49,67,73.1,18,38,15,23,51,130,91,0,199,DF,25.2,6,1,1,25,1,2,51,50,0,0,167,57,36,61.3
200,DF,31.9,44,31,20,24,0,22,39,56.4,17,27,11,16,29,73,66,1,200,DF,31.9,4,0,0,41,8,68,29,31,0,0,127,30,27,52.6
201,"DF,MF",0.8,4,2,1,3,0,1,2,50.0,1,1,0,1,3,7,2,0,201,"DF,MF",0.8,1,0,0,4,0,4,3,2,0,0,6,0,2,0.0
207,MF,5.0,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,9,0,207,MF,5.0,2,0,0,5,0,7,3,5,0,0,34,4,12,25.0
209,DF,25.6,26,10,18,7,1,11,22,50.0,11,51,31,20,22,48,116,1,209,DF,25.6,9,0,0,21,2,1,22,10,0,0,98,49,42,53.8
211,MF,2.5,4,4,2,2,0,1,5,20.0,4,5,1,4,3,7,6,0,211,MF,2.5,1,0,0,3,0,3,3,4,0,0,17,3,6,33.3
216,DF,29.5,69,38,28,30,11,37,63,58.7,26,46,12,34,42,111,46,0,216,DF,29.5,7,1,0,40,1,70,42,38,1,0,204,23,29,44.2
217,MF,31.6,46,30,17,20,9,19,63,30.2,44,31,1,30,10,56,12,1,217,MF,31.6,7,0,0,28,3,51,10,30,0,0,167,20,15,57.1
219,MF,29.1,47,19,16,21,10,11,48,22.9,37,25,9,16,25,72,51,2,219,MF,29.1,6,0,0,25,0,45,25,19,0,0,201,42,34,55.3
222,MF,29.0,65,40,19,37,9,30,50,60.0,20,45,16,29,36,101,53,0,222,MF,29.0,8,0,0,58,3,5,36,40,0,0,144,39,63,38.2
223,MF,31.2,65,42,28,29,8,28,70,40.0,42,47,12,35,27,92,61,2,223,MF,31.2,10,0,0,32,0,1,27,42,0,0,231,51,43,54.3
225,MF,17.3,45,25,15,29,1,19,40,47.5,21,20,3,17,28,73,24,2,225,MF,17.3,5,0,0,23,0,16,28,25,0,0,94,14,21,40.0
226,"DF,MF",0.9,2,0,1,1,0,2,4,50.0,2,1,1,0,0,2,7,0,226,"DF,MF",0.9,0,0,0,1,0,0,0,0,0,0,2,3,0,100.0
227,DF,2.5,4,3,3,1,0,4,5,80.0,1,3,1,2,3,7,10,0,227,DF,2.5,1,0,0,4,0,0,3,3,0,0,15,4,4,50.0
228,DF,36.6,21,12,16,5,0,8,15,53.3,7,42,26,16,23,44,144,1,228,DF,36.6,3,1,0,30,0,3,23,12,2,0,153,93,70,57.1
229,DF,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,229,DF,0.1,0,0,0,0,0,0,0,1,0,0,2,0,2,0.0
230,"DF,MF",3.6,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0,230,"DF,MF",3.6,1,0,0,3,2,4,5,2,0,0,16,7,8,46.7
231,MF,12.9,20,13,10,9,1,10,27,37.0,17,18,6,12,14,34,29,0,231,MF,12.9,5,0,0,14,0,25,14,13,0,0,60,8,12,40.0
232,DF,25.6,49,29,33,15,1,21,29,72.4,8,32,11,21,28,77,84,4,232,DF,25.6,6,1,1,15,2,3,28,29,1,0,171,30,25,54.5
233,DF,25.2,46,33,31,12,3,26,40,65.0,14,25,11,14,23,69,48,1,233,DF,25.2,5,0,0,31,0,76,23,33,0,0,119,37,29,56.1
234,"MF,DF",8.3,22,13,12,7,3,11,22,50.0,11,8,0,8,11,33,18,0,234,"MF,DF",8.3,3,0,0,17,0,36,11,13,0,0,37,8,11,42.1
237,DF,9.0,19,12,13,4,2,9,17,52.9,8,14,8,6,11,30,30,1,237,DF,9.0,3,0,0,13,0,1,11,12,0,0,27,17,17,50.0
238,"DF,MF",0.3,1,0,0,0,1,0,0,,0,3,2,1,0,1,1,0,238,"DF,MF",0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,
245,DF,0.1,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0,245,DF,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,
249,DF,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,249,DF,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,MF,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,256,MF,1.0,0,0,0,1,0,0,1,1,0,0,5,0,0,
257,MF,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,257,MF,0.3,0,0,0,0,0,0,0,0,0,0,5,0,0,
258,DF,19.1,50,33,30,19,1,22,35,62.9,13,33,15,18,25,75,60,1,258,DF,19.1,0,0,0,22,0,13,25,33,0,0,98,20,22,47.6
259,DF,7.4,8,8,7,1,0,4,8,50.0,4,7,5,2,6,14,30,0,259,DF,7.4,3,0,0,10,1,1,6,8,0,0,38,24,23,51.1
261,DF,33.8,36,26,15,17,4,18,31,58.1,13,21,4,17,15,51,36,3,261,DF,33.8,5,0,0,14,2,178,15,26,0,0,127,30,32,48.4
264,DF,19.0,34,22,14,16,4,20,53,37.7,33,13,5,8,22,56,40,1,264,DF,19.0,0,1,0,21,1,40,22,22,0,1,86,16,33,32.7
265,MF,25.7,42,34,14,18,10,12,36,33.3,24,55,5,50,21,63,17,0,265,MF,25.7,5,1,0,32,4,21,21,34,0,0,118,24,25,49.0
266,DF,16.1,32,22,23,8,1,22,28,78.6,6,18,10,8,13,45,49,0,266,DF,16.1,0,0,0,12,0,13,13,22,0,0,69,10,10,50.0
269,MF,27.0,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,269,MF,27.0,2,0,0,28,2,19,18,32,2,0,160,13,33,28.3
272,MF,4.7,11,6,5,2,4,4,10,40.0,6,7,1,6,5,16,7,0,272,MF,4.7,2,0,0,7,2,0,5,6,0,1,35,7,18,28.0
274,MF,12.6,56,35,19,26,11,19,34,55.9,15,13,5,8,19,75,31,0,274,MF,12.6,5,0,0,38,1,4,19,35,2,0,72,35,30,53.8
275,MF,12.8,29,19,11,16,2,11,22,50.0,11,12,4,8,12,41,9,2,275,MF,12.8,2,0,0,18,1,32,12,19,0,0,78,13,19,40.6
278,DF,11.5,34,21,21,11,2,24,34,70.6,10,22,7,15,16,50,37,0,278,DF,11.5,4,1,1,15,0,21,16,21,0,1,84,18,13,58.1
279,MF,21.9,49,32,29,18,2,22,43,51.2,21,33,12,21,37,86,33,0,279,MF,21.9,7,0,0,23,0,6,37,32,1,0,142,24,13,64.9
280,MF,11.2,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1,280,MF,11.2,7,0,0,20,0,9,17,15,0,0,54,14,22,38.9
282,DF,11.2,22,14,14,8,0,10,25,40.0,15,15,6,9,20,42,25,0,282,DF,11.2,4,1,0,12,0,2,20,14,0,0,63,15,15,50.0
284,DF,21.4,33,25,13,14,6,19,33,57.6,14,28,9,19,20,53,62,0,284,DF,21.4,5,0,0,29,0,44,20,25,1,1,119,33,20,62.3
286,DF,19.6,41,25,25,13,3,24,40,60.0,16,22,10,12,21,62,52,0,286,DF,19.6,3,0,0,23,0,16,21,25,0,0,81,23,16,59.0
288,MF,33.4,76,46,35,36,5,34,58,58.6,24,49,20,29,23,99,60,2,288,MF,33.4,10,1,1,40,2,12,23,46,0,0,202,64,48,57.1
293,DF,32.5,99,58,56,35,8,45,69,65.2,24,66,30,36,55,154,120,1,293,DF,32.5,9,0,0,54,2,30,55,58,2,0,197,145,81,64.2
294,DF,25.6,52,34,23,22,7,20,35,57.1,15,35,8,27,12,64,45,1,294,DF,25.6,4,0,0,29,1,35,12,34,1,0,88,24,19,55.8
296,"MF,DF",3.6,7,2,2,4,1,2,3,66.7,1,6,1,5,0,7,3,0,296,"MF,DF",3.6,1,0,0,6,0,8,0,2,0,0,8,7,7,50.0
