Player Name,Rating,League,Season
"482Filippo MissoriRoma, 20, Defender",6.22,Serie A,2022-2023
"483Toma BasicLazio, 28, M(C)",6.22,Serie A,2022-2023
"484Lukas VorlickyAtalanta, 23, Midfielder",6.22,Serie A,2022-2023
"485Liam HendersonEmpoli, 28, AM(C)",6.22,Serie A,2022-2023
"486Nicolò ZanioloRoma, 25, AM(CLR),FW",6.21,Serie A,2022-2023
"487Kristoffer AskildsenLecce, 24, M(C)",6.21,Serie A,2022-2023
"488Giacomo QuagliataCremonese, 24, D(L)",6.21,Serie A,2022-2023
"489Florian ThauvinUdinese, 32, M(CLR),FW",6.21,Serie A,2022-2023
"490Alessio ZerbinNapoli, 25, M(L)",6.21,Serie A,2022-2023
"491Pietro PellegriTorino, 23, FW",6.2,Serie A,2022-2023
"492Petko HristovSpezia, 25, D(C)",6.2,Serie A,2022-2023
"493Andrea BarberisMonza, 31, M(C)",6.2,Serie A,2022-2023
"494Emil CeïdeSassuolo, 23, Forward",6.2,Serie A,2022-2023
"495Grégoire DefrelSassuolo, 33, AM(CR),FW",6.2,Serie A,2022-2023
"496Viktor KovalenkoSpezia, 29, M(C)",6.19,Serie A,2022-2023
"497Salvatore MolinaMonza, 33, DMC,M(LR)",6.19,Serie A,2022-2023
"498Tiémoué BakayokoAC Milan, 30, DMC",6.19,Serie A,2022-2023
"499Tio CipotSpezia, 21, Forward",6.19,Serie A,2022-2023
"500Emanuel VignatoBologna, 24, AM(CL)",6.19,Serie A,2022-2023
"501Erik BotheimSalernitana, 25, AM(C),FW",6.19,Serie A,2022-2023
"502Simone PafundiUdinese, 18, Midfielder",6.19,Serie A,2022-2023
"503Emirhan IlkhanTorino, 20, AM(C)",6.19,Serie A,2022-2023
"504Youssef MalehLecce, 26, AM(C)",6.18,Serie A,2022-2023
"505Ronaldo VieiraSampdoria, 26, DMC",6.18,Serie A,2022-2023
"506Michel AebischerBologna, 28, M(CLR)",6.18,Serie A,2022-2023
"507Agustín ÁlvarezSassuolo, 23, Forward",6.18,Serie A,2022-2023
"508Mato JajaloUdinese, 36, M(C)",6.18,Serie A,2022-2023
"509Warren BondoMonza, 21, DMC",6.18,Serie A,2022-2023
"510Diego DemmeNapoli, 33, DMC",6.17,Serie A,2022-2023
"511JeséSampdoria, 31, AM(LR),FW",6.17,Serie A,2022-2023
"512Niklas PyyhtiäBologna, 21, Midfielder",6.16,Serie A,2022-2023
"513Francesco CaputoSampdoria, 37, FW",6.16,Serie A,2022-2023
"514Marash KumbullaRoma, 25, D(C)",6.15,Serie A,2022-2023
"515Aster VranckxAC Milan, 22, M(C)",6.15,Serie A,2022-2023
"516Ivan RadovanovicSalernitana, 36, D(C),DMC",6.15,Serie A,2022-2023
"517Kristijan BistrovicLecce, 26, DMC",6.15,Serie A,2022-2023
"518Nicolò RovellaJuventus, 23, DMC",6.15,Serie A,2022-2023
"519Fabio QuagliarellaSampdoria, 42, FW",6.14,Serie A,2022-2023
"520Salvador FerrerSpezia, 27, D(R)",6.14,Serie A,2022-2023
"521Gerard YepesSampdoria, 22, Midfielder",6.14,Serie A,2022-2023
"522Jack HendryCremonese, 29, D(C)",6.14,Serie A,2022-2023
"523Matteo LovatoSalernitana, 25, D(C)",6.14,Serie A,2022-2023
"524Emirhan IlkhanSampdoria, 20, AM(C)",6.14,Serie A,2022-2023
"525Mattia DestroEmpoli, 33, FW",6.14,Serie A,2022-2023
"526Nicola MurruSampdoria, 30, D(L),M(L)",6.14,Serie A,2022-2023
"527Valentin AntovMonza, 24, D(C)",6.13,Serie A,2022-2023
"528João MoutinhoSpezia, 27, D(L),M(L)",6.13,Serie A,2022-2023
"529Antonio IervolinoSalernitana, 21, Midfielder",6.13,Serie A,2022-2023
"530Giulio DonatiMonza, 35, D(CLR),M(R)",6.13,Serie A,2022-2023
"531Thórir HelgasonLecce, 24, AM(C)",6.13,Serie A,2022-2023
"532Youssef MalehFiorentina, 26, AM(C)",6.13,Serie A,2022-2023
"533Matteo CancellieriLazio, 23, AM(CLR),FW",6.12,Serie A,2022-2023
"534Marios OikonomouSampdoria, 32, D(C)",6.12,Serie A,2022-2023
"535Alessandro CortinovisVerona, 24, Midfielder",6.12,Serie A,2022-2023
"536Antonio MiranteAC Milan, 41, GK",6.12,Serie A,2022-2023
"537Jordan MajchrzakRoma, 20, Forward",6.12,Serie A,2022-2023
"538Alessandro BiancoFiorentina, 22, M(C)",6.12,Serie A,2022-2023
"539Mert MüldürSassuolo, 25, D(LR)",6.12,Serie A,2022-2023
"540Tommaso MilaneseCremonese, 22, Midfielder",6.12,Serie A,2022-2023
"541Riccardo MarchizzaSassuolo, 26, D(L)",6.11,Serie A,2022-2023
"542Hans Nicolussi CavigliaSalernitana, 24, M(C)",6.11,Serie A,2022-2023
"543Roberto PiccoliVerona, 24, FW",6.11,Serie A,2022-2023
"544Leandro SancaSpezia, 25, AM(LR)",6.1,Serie A,2022-2023
"545Marco D'AlessandroMonza, 34, M(LR)",6.1,Serie A,2022-2023
"546Daniele MontevagoSampdoria, 21, Forward",6.1,Serie A,2022-2023
"547Eldor ShomurodovRoma, 29, AM(C),FW",6.09,Serie A,2022-2023
"548Ronaldo VieiraTorino, 26, DMC",6.09,Serie A,2022-2023
"549Gonzalo VillarSampdoria, 26, M(C)",6.08,Serie A,2022-2023
"550Diego ValenciaSalernitana, 25, Forward",6.08,Serie A,2022-2023
"551Flavio PaolettiSampdoria, 22, DMC",6.07,Serie A,2022-2023
"552Lorenzo MalagridaSampdoria, 21, Midfielder",6.07,Serie A,2022-2023
"553Tommaso BarbieriJuventus, 22, Defender",6.07,Serie A,2022-2023
"554Christian GytkjærMonza, 34, FW",6.07,Serie A,2022-2023
"555Filippo RomagnaSassuolo, 27, D(C)",6.07,Serie A,2022-2023
"556Marcin ListkowskiLecce, 27, Forward",6.06,Serie A,2022-2023
"557Joel Voelkerling PerssonLecce, 22, Forward",6.06,Serie A,2022-2023
"558Vivaldo SemedoUdinese, 20, FW",6.05,Serie A,2022-2023
"559Felix Afena-GyanCremonese, 22, FW",6.04,Serie A,2022-2023
"560Karim ZedadkaNapoli, 24, Midfielder",6.04,Serie A,2022-2023
"561Valentín CarboniInter, 19, AM(C)",6.04,Serie A,2022-2023
"562David StrelecSpezia, 23, FW",6.04,Serie A,2022-2023
"563Antonio RaimondoBologna, 20, Forward",6.04,Serie A,2022-2023
"564Julius BeckSpezia, 19, Midfielder",6.03,Serie A,2022-2023
"565Pablo RodríguezLecce, 23, Forward",6.03,Serie A,2022-2023
"566Raimonds KrollisSpezia, 23, Forward",6.03,Serie A,2022-2023
"567Gvidas GineitisTorino, 20, DMC",6.02,Serie A,2022-2023
"568Samuel Di CarmineCremonese, 36, FW",6.02,Serie A,2022-2023
"569Leonardo ButaUdinese, 22, D(L)",6.02,Serie A,2022-2023
"570Mattia ZanottiInter, 22, Defender",6.02,Serie A,2022-2023
"571Deyovaisio ZeefuikVerona, 26, D(LR),M(R)",6.01,Serie A,2022-2023
"572Mert ÇetinLecce, 28, D(C)",6.01,Serie A,2022-2023
"573Ajdin HrusticVerona, 28, M(CLR)",6.0,Serie A,2022-2023
"574Antonín BarákVerona, 30, AM(CR)",6.0,Serie A,2022-2023
"575Duccio Degli InnocentiEmpoli, 21, Midfielder",6.0,Serie A,2022-2023
"576Herculano NabianEmpoli, 21, Forward",6.0,Serie A,2022-2023
"577Marco BertiniLazio, 22, Midfielder",6.0,Serie A,2022-2023
"578Mihailo IvanovicSampdoria, 20, FW",6.0,Serie A,2022-2023
"579Niccolò PisilliRoma, 20, AM(C)",6.0,Serie A,2022-2023
"580Stefan RaduLazio, 38, D(CL)",6.0,Serie A,2022-2023
"581Telasco SegoviaSampdoria, 21, M(C)",6.0,Serie A,2022-2023
"582Jacopo SalaSpezia, 33, D(LR),M(CR)",5.99,Serie A,2022-2023
"583Emmanuel EkongEmpoli, 22, Forward",5.99,Serie A,2022-2023
"584Franck RibérySalernitana, 41, AM(CL),FW",5.98,Serie A,2022-2023
"585Jacopo SegreTorino, 28, Midfielder",5.98,Serie A,2022-2023
"586Mikael EllertssonSpezia, 22, M(CL)",5.98,Serie A,2022-2023
"587Federico MarchettiSpezia, 42, GK",5.96,Serie A,2022-2023
"588Andrea CarboniMonza, 24, D(CL)",5.94,Serie A,2022-2023
"589Julian KristoffersenSalernitana, 27, Forward",5.94,Serie A,2022-2023
"590Christian AcellaCremonese, 22, Midfielder",5.91,Serie A,2022-2023
"591Samir UjkaniEmpoli, 36, GK",5.91,Serie A,2022-2023
"592Lorenzo TonelliEmpoli, 35, D(C)",5.89,Serie A,2022-2023
"593Kastriot DermakuLecce, 33, D(C)",5.89,Serie A,2022-2023
"594Manuel De LucaSampdoria, 26, Forward",5.88,Serie A,2022-2023
"595Andrea ContiSampdoria, 30, D(R),M(R)",5.87,Serie A,2022-2023
"596Brandon SoppyUdinese, 22, D(R),M(LR)",5.87,Serie A,2022-2023
"597Luca MarroneMonza, 34, D(C),DMC",5.86,Serie A,2022-2023
"598Giacomo RaspadoriSassuolo, 25, AM(CL),FW",5.81,Serie A,2022-2023
"599Marko LazeticAC Milan, 21, Forward",5.79,Serie A,2022-2023
"600Bruno AmioneVerona, 23, D(C)",5.78,Serie A,2022-2023
"601Alessio CragnoMonza, 30, GK",5.61,Serie A,2022-2023
"602Luís MaximianoLazio, 26, GK",5.33,Serie A,2022-2023
"603Alessandro RussoSassuolo, 23, Goalkeeper",5.26,Serie A,2022-2023
"1Armand LaurientéLorient, 26, AM(LR),FW",8.61,Ligue 1,2022-2023
"2Lionel MessiParis S-G, 37, AM(CR),FW",8.28,Ligue 1,2022-2023
"3Kylian MbappéParis S-G, 26, AM(CLR),FW",7.8,Ligue 1,2022-2023
"4Martin TerrierRennes, 27, AM(CL),FW",7.71,Ligue 1,2022-2023
"5NeymarParis S-G, 33, AM(CLR),FW",7.71,Ligue 1,2022-2023
"6Sofiane DiopMonaco, 24, AM(CLR)",7.56,Ligue 1,2022-2023
"7Dango OuattaraLorient, 23, D(L),M(LR),FW",7.44,Ligue 1,2022-2023
"8Alexandre LacazetteLyon, 33, M(CLR),FW",7.42,Ligue 1,2022-2023
"9Rémy CabellaLille, 34, M(CLR),FW",7.38,Ligue 1,2022-2023
"10Lucas PaquetáLyon, 27, M(CLR),FW",7.32,Ligue 1,2022-2023
"11Téji SavanierMontpellier, 33, M(C)",7.28,Ligue 1,2022-2023
"12Enzo Le FéeLorient, 25, M(CLR)",7.26,Ligue 1,2022-2023
"13Romain FaivreLorient, 26, AM(CLR)",7.22,Ligue 1,2022-2023
"14Terem MoffiNice, 25, AM(R),FW",7.21,Ligue 1,2022-2023
"15Joaquín BlázquezBrest, 24, Goalkeeper",7.19,Ligue 1,2022-2023
"16Jonathan DavidLille, 25, AM(C),FW",7.18,Ligue 1,2022-2023
"17Benjamin AndréLille, 34, D(R),M(CLR)",7.16,Ligue 1,2022-2023
"18Benjamin LecomteMontpellier, 33, GK",7.15,Ligue 1,2022-2023
"19Benjamin BourigeaudRennes, 31, M(CLR)",7.15,Ligue 1,2022-2023
"20Issiaga SyllaMontpellier, 31, D(LR),M(L)",7.15,Ligue 1,2022-2023
"21Florian SotocaLens, 34, M(CR),FW",7.13,Ligue 1,2022-2023
"22Amine GouiriRennes, 25, AM(CLR),FW",7.12,Ligue 1,2022-2023
"23Gaëtan LabordeNice, 30, AM(CLR),FW",7.12,Ligue 1,2022-2023
"24Aleksandr GolovinMonaco, 28, M(CLR)",7.11,Ligue 1,2022-2023
"25Seko FofanaLens, 29, M(C)",7.1,Ligue 1,2022-2023
"26Kiki KouyatéMontpellier, 27, D(C)",7.1,Ligue 1,2022-2023
"27Ghjuvanni QuilichiniAC Ajaccio, 22, Goalkeeper",7.1,Ligue 1,2022-2023
"28Andrei GirottoNantes, 33, D(C),DMC",7.09,Ligue 1,2022-2023
"29Edon ZhegrovaLille, 25, AM(R)",7.08,Ligue 1,2022-2023
"30Donovan LéonAuxerre, 32, GK",7.08,Ligue 1,2022-2023
"31Branco van den BoomenToulouse, 29, DMC",7.08,Ligue 1,2022-2023
"32Jérémy DokuRennes, 22, M(LR)",7.08,Ligue 1,2022-2023
"33Jean-Ricner BellegardeStrasbourg, 26, M(CLR)",7.07,Ligue 1,2022-2023
"34Steve MouniéBrest, 30, FW",7.07,Ligue 1,2022-2023
"35Wissam Ben YedderMonaco, 34, AM(C),FW",7.07,Ligue 1,2022-2023
"36Fabien CentonzeNantes, 29, D(R),M(R)",7.06,Ligue 1,2022-2023
"37Nathan NgoumouToulouse, 24, AM(LR)",7.06,Ligue 1,2022-2023
"38Sofiane BoufalAngers, 31, AM(CLR),FW",7.06,Ligue 1,2022-2023
"39Nuno MendesParis S-G, 22, D(L),M(L)",7.04,Ligue 1,2022-2023
"40Maxence CaqueretLyon, 25, M(C)",7.04,Ligue 1,2022-2023
"41Alexis SánchezMarseille, 36, M(CLR),FW",7.04,Ligue 1,2022-2023
"42Habib DialloStrasbourg, 29, AM(R),FW",7.04,Ligue 1,2022-2023
"43Nabil BentalebAngers, 30, M(C)",7.03,Ligue 1,2022-2023
"44Przemyslaw FrankowskiLens, 29, D(R),M(CLR)",7.03,Ligue 1,2022-2023
"45Ludovic BlasNantes, 27, M(CLR),FW",7.01,Ligue 1,2022-2023
"46Terem MoffiLorient, 25, AM(R),FW",7.01,Ligue 1,2022-2023
"47Valentin RongierMarseille, 30, D(R),M(C)",7.0,Ligue 1,2022-2023
"48Franck HonoratBrest, 28, M(LR),FW",7.0,Ligue 1,2022-2023
"49Loïs OpendaLens, 25, AM(C),FW",6.99,Ligue 1,2022-2023
"50Rayan CherkiLyon, 21, AM(CLR),FW",6.99,Ligue 1,2022-2023
"51Pierre Lees-MelouBrest, 31, M(CLR)",6.99,Ligue 1,2022-2023
"52Hicham BoudaouiNice, 25, M(CR)",6.97,Ligue 1,2022-2023
"53Nicolas PépéNice, 29, AM(CLR),FW",6.96,Ligue 1,2022-2023
"54Jonathan ClaussMarseille, 32, D(R),M(LR)",6.95,Ligue 1,2022-2023
"55Jonathan GraditLens, 32, D(CR)",6.95,Ligue 1,2022-2023
"56DanteNice, 41, D(C)",6.94,Ligue 1,2022-2023
"57Yunis AbdelhamidReims, 37, D(C)",6.94,Ligue 1,2022-2023
"58Rasmus NicolaisenToulouse, 27, D(C)",6.94,Ligue 1,2022-2023
"59Achraf HakimiParis S-G, 26, D(LR),M(R)",6.94,Ligue 1,2022-2023
"60Yehvann DioufReims, 25, GK",6.94,Ligue 1,2022-2023
"61Kevin DansoLens, 26, D(C)",6.94,Ligue 1,2022-2023
"62Bradley BarcolaLyon, 22, AM(LR),FW",6.94,Ligue 1,2022-2023
"63Marco VerrattiParis S-G, 32, M(C)",6.94,Ligue 1,2022-2023
"64VandersonMonaco, 23, D(R),M(R)",6.93,Ligue 1,2022-2023
"65Kenny LalaBrest, 33, D(LR),M(R)",6.93,Ligue 1,2022-2023
"66TetêLyon, 25, AM(R)",6.93,Ligue 1,2022-2023
"67Adrien ThomassonLens, 31, M(CLR)",6.92,Ligue 1,2022-2023
"68Alexander DjikuStrasbourg, 30, D(CR),DMC",6.92,Ligue 1,2022-2023
"69Caio HenriqueMonaco, 27, D(L),M(CL)",6.92,Ligue 1,2022-2023
"70Karl Toko-EkambiLyon, 32, AM(LR),FW",6.91,Ligue 1,2022-2023
"71Jonathan BambaLille, 28, AM(CLR),FW",6.91,Ligue 1,2022-2023
"72Dejan LovrenLyon, 35, D(C)",6.91,Ligue 1,2022-2023
"73Neto BorgesClermont Foot, 28, D(CL),M(L)",6.91,Ligue 1,2022-2023
"74Khéphren ThuramNice, 23, DMC,M(L)",6.91,Ligue 1,2022-2023
"75Folarin BalogunReims, 23, FW",6.9,Ligue 1,2022-2023
"76Azor MatusiwaReims, 26, DMC",6.89,Ligue 1,2022-2023
"77Mateusz LisTroyes, 27, GK",6.89,Ligue 1,2022-2023
"78Youssouf FofanaMonaco, 26, DMC",6.89,Ligue 1,2022-2023
"79Fabián RuizParis S-G, 28, M(CL)",6.89,Ligue 1,2022-2023
"80Junya ItoReims, 31, M(LR),FW",6.89,Ligue 1,2022-2023
"81Romain Del CastilloBrest, 28, AM(CLR),FW",6.88,Ligue 1,2022-2023
"82Gianluigi DonnarummaParis S-G, 25, GK",6.88,Ligue 1,2022-2023
"83Marshall MunetsiReims, 28, D(C),M(C)",6.88,Ligue 1,2022-2023
"84Youcef BelaïliAC Ajaccio, 32, AM(L)",6.88,Ligue 1,2022-2023
"85Paul JolyAuxerre, 24, D(R)",6.87,Ligue 1,2022-2023
"86Cengiz ÜnderMarseille, 27, M(CLR)",6.87,Ligue 1,2022-2023
"87Elye WahiMontpellier, 22, AM(L),FW",6.87,Ligue 1,2022-2023
"88Rony LopesTroyes, 29, AM(CLR),FW",6.87,Ligue 1,2022-2023
"89Nicolás TagliaficoLyon, 32, D(CL),M(L)",6.86,Ligue 1,2022-2023
"90Malo GustoLyon, 21, D(R),M(R)",6.86,Ligue 1,2022-2023
"91Benoît BadiashileMonaco, 23, D(C)",6.86,Ligue 1,2022-2023
"92Gaëtan LabordeRennes, 30, AM(CLR),FW",6.86,Ligue 1,2022-2023
"93Morgan SansonStrasbourg, 30, M(CLR)",6.86,Ligue 1,2022-2023
"94Nuno TavaresMarseille, 25, D(L),M(L)",6.86,Ligue 1,2022-2023
"95Jordan VeretoutMarseille, 31, M(C)",6.85,Ligue 1,2022-2023
"96Baptiste SantamaríaRennes, 29, DMC",6.84,Ligue 1,2022-2023
"97Rafael RatãoToulouse, 29, AM(LR)",6.84,Ligue 1,2022-2023
"98Frédéric GuilbertStrasbourg, 30, D(CLR),M(R)",6.84,Ligue 1,2022-2023
"99Axel DisasiMonaco, 26, D(CR)",6.83,Ligue 1,2022-2023
"100Samuel GigotMarseille, 31, D(C)",6.83,Ligue 1,2022-2023
"101Breel EmboloMonaco, 28, AM(CR),FW",6.83,Ligue 1,2022-2023
"102Adrien TruffertRennes, 23, D(L),M(L)",6.83,Ligue 1,2022-2023
"103IsmailyLille, 35, D(L)",6.83,Ligue 1,2022-2023
"104Corentin TolissoLyon, 30, D(R),M(CR)",6.82,Ligue 1,2022-2023
"105Jaouen HadjamNantes, 21, D(L)",6.82,Ligue 1,2022-2023
"106Alexis FlipsReims, 25, M(CLR)",6.82,Ligue 1,2022-2023
"107Mory DiawClermont Foot, 31, GK",6.82,Ligue 1,2022-2023
"108Nathan ZézéNantes, 19, D(C)",6.82,Ligue 1,2022-2023
"109Hamari TraoréRennes, 33, D(R),M(R)",6.82,Ligue 1,2022-2023
"110Djed SpenceRennes, 24, D(LR),M(R)",6.82,Ligue 1,2022-2023
"111Sergio RamosParis S-G, 38, D(CR)",6.82,Ligue 1,2022-2023
"112Jordan LotombaNice, 26, D(LR),M(R)",6.82,Ligue 1,2022-2023
"113Chancel MbembaMarseille, 30, D(CLR),DMC",6.82,Ligue 1,2022-2023
"114Angelo FulginiLens, 28, AM(CLR),FW",6.81,Ligue 1,2022-2023
"115Stijn SpieringsToulouse, 28, M(C)",6.81,Ligue 1,2022-2023
"116Pau LópezMarseille, 30, GK",6.81,Ligue 1,2022-2023
"117Alban LafontNantes, 26, GK",6.81,Ligue 1,2022-2023
"118Luis SuárezMarseille, 27, AM(L),FW",6.81,Ligue 1,2022-2023
"119Florian TardieuTroyes, 32, DMC",6.81,Ligue 1,2022-2023
"120Mikkel DeslerToulouse, 29, D(R),M(R)",6.8,Ligue 1,2022-2023
"121Facundo MedinaLens, 25, D(CL)",6.8,Ligue 1,2022-2023
"122Maxime DupéToulouse, 31, GK",6.8,Ligue 1,2022-2023
"123Adam OunasLille, 28, AM(CLR),FW",6.8,Ligue 1,2022-2023
"124Brendan ChardonnetBrest, 30, D(C)",6.79,Ligue 1,2022-2023
"125Montassar TalbiLorient, 26, D(C)",6.79,Ligue 1,2022-2023
"126Andrei RaduAuxerre, 27, GK",6.79,Ligue 1,2022-2023
"127Johan GastienClermont Foot, 37, DMC",6.79,Ligue 1,2022-2023
"128Alexsandro RibeiroLille, 25, D(C)",6.79,Ligue 1,2022-2023
"129Salis Abdul SamedLens, 24, DMC",6.79,Ligue 1,2022-2023
"130Emmanuel AgbadouReims, 27, D(CR),DMC",6.79,Ligue 1,2022-2023
"131Kasper SchmeichelNice, 38, GK",6.79,Ligue 1,2022-2023
"132Jean-Clair TodiboNice, 25, D(C)",6.79,Ligue 1,2022-2023
"133Mohamed CamaraMonaco, 25, DMC",6.78,Ligue 1,2022-2023
"134Krépin DiattaMonaco, 25, D(R),M(CLR),FW",6.78,Ligue 1,2022-2023
"135Himad AbdelliAngers, 25, AM(CL),FW",6.78,Ligue 1,2022-2023
"136Rominigue KouaméTroyes, 28, DMC",6.77,Ligue 1,2022-2023
"137Brice SambaLens, 30, GK",6.77,Ligue 1,2022-2023
"138Arnaud NordinMontpellier, 26, AM(CLR),FW",6.76,Ligue 1,2022-2023
"139Danilo PereiraParis S-G, 33, D(C),DMC",6.76,Ligue 1,2022-2023
"140Guillermo MaripánMonaco, 30, D(C)",6.76,Ligue 1,2022-2023
"141Nordi MukieleParis S-G, 27, D(CR),M(R)",6.76,Ligue 1,2022-2023
"142Youcef AtalNice, 28, D(R),M(R)",6.76,Ligue 1,2022-2023
"143Melvin BardNice, 24, D(L),M(L)",6.75,Ligue 1,2022-2023
"144Sinaly DiomandéLyon, 23, D(CR)",6.75,Ligue 1,2022-2023
"145Alidu SeiduClermont Foot, 24, D(CR)",6.75,Ligue 1,2022-2023
"146Faitout MaouassaMontpellier, 26, D(L),M(LR)",6.75,Ligue 1,2022-2023
"147Jimmy CabotLens, 30, M(LR)",6.75,Ligue 1,2022-2023
"148Sead KolasinacMarseille, 31, D(CL),DMC,M(L)",6.74,Ligue 1,2022-2023
"149VitinhaParis S-G, 25, M(C)",6.74,Ligue 1,2022-2023
"150Christopher JullienMontpellier, 31, D(C)",6.74,Ligue 1,2022-2023
"151Saîf-Eddine KhaouiClermont Foot, 29, AM(CR)",6.74,Ligue 1,2022-2023
"152Jérémy Le DouaronBrest, 26, AM(L),FW",6.73,Ligue 1,2022-2023
"153Azzedine OunahiAngers, 24, AM(CR)",6.73,Ligue 1,2022-2023
"154Castello LukebaLyon, 22, D(C)",6.73,Ligue 1,2022-2023
"155Mama BaldéTroyes, 29, D(R),M(CLR),FW",6.73,Ligue 1,2022-2023
"156Gideon MensahAuxerre, 26, D(L),M(L)",6.73,Ligue 1,2022-2023
"157Ante PalaversaTroyes, 24, DMC",6.73,Ligue 1,2022-2023
"158Sofiane DiopNice, 24, AM(CLR)",6.73,Ligue 1,2022-2023
"159JubalAuxerre, 31, D(C)",6.73,Ligue 1,2022-2023
"160Leonardo BalerdiMarseille, 26, D(C)",6.73,Ligue 1,2022-2023
"161Quentin MerlinNantes, 22, D(L),M(L)",6.73,Ligue 1,2022-2023
"162Badredine BouananiNice, 20, AM(CR)",6.72,Ligue 1,2022-2023
"163Lovro MajerRennes, 27, AM(CR)",6.72,Ligue 1,2022-2023
"164Laurent AbergelLorient, 32, DMC",6.72,Ligue 1,2022-2023
"165Deiver MachadoLens, 31, D(L),M(L)",6.72,Ligue 1,2022-2023
"166Warmed OmariRennes, 24, D(C)",6.72,Ligue 1,2022-2023
"167MarquinhosParis S-G, 30, D(CR),DMC",6.72,Ligue 1,2022-2023
"168Théo Sainte-LuceMontpellier, 26, D(L)",6.72,Ligue 1,2022-2023
"169Lucien AgouméTroyes, 23, DMC",6.71,Ligue 1,2022-2023
"170Désiré DouéRennes, 19, AM(CLR)",6.71,Ligue 1,2022-2023
"171Vito MannoneLorient, 36, GK",6.71,Ligue 1,2022-2023
"172Mario LeminaNice, 31, D(C),M(C)",6.71,Ligue 1,2022-2023
"173Angel GomesLille, 24, M(CL),FW",6.71,Ligue 1,2022-2023
"174Arthur TheateRennes, 24, D(CL)",6.71,Ligue 1,2022-2023
"175André GomesLille, 31, M(CLR)",6.71,Ligue 1,2022-2023
"176Steve MandandaRennes, 39, GK",6.7,Ligue 1,2022-2023
"177Marco BizotBrest, 33, GK",6.7,Ligue 1,2022-2023
"178Zakaria AboukhlalToulouse, 25, AM(CLR),FW",6.7,Ligue 1,2022-2023
"179Farès ChaïbiToulouse, 22, AM(CLR),FW",6.7,Ligue 1,2022-2023
"180Jean-Charles CastellettoNantes, 30, D(CR)",6.69,Ligue 1,2022-2023
"181Aaron RamseyNice, 34, M(CLR)",6.69,Ligue 1,2022-2023
"182Tiago DjalóLille, 24, D(CLR)",6.69,Ligue 1,2022-2023
"183Gédéon KaluluLorient, 27, D(R),M(R)",6.69,Ligue 1,2022-2023
"184Han-Noah MassengoAuxerre, 23, M(C)",6.69,Ligue 1,2022-2023
"185Nuno da CostaAuxerre, 34, AM(CLR),FW",6.69,Ligue 1,2022-2023
"186Anthony LopesLyon, 34, GK",6.69,Ligue 1,2022-2023
"187Andy DelortNice, 33, AM(R),FW",6.68,Ligue 1,2022-2023
"188JeffinhoLyon, 25, AM(L)",6.68,Ligue 1,2022-2023
"189Alexander NübelMonaco, 28, GK",6.68,Ligue 1,2022-2023
"190Jonas OmlinMontpellier, 31, GK",6.68,Ligue 1,2022-2023
"191Karl Toko-EkambiRennes, 32, AM(LR),FW",6.68,Ligue 1,2022-2023
"192Youssouf NdayishimiyeNice, 26, D(C),DMC",6.68,Ligue 1,2022-2023
"193Joris ChotardMontpellier, 23, DMC",6.67,Ligue 1,2022-2023
"194Bamo MeïtéLorient, 23, D(C)",6.67,Ligue 1,2022-2023
"195Nicolas PalloisNantes, 37, D(C)",6.67,Ligue 1,2022-2023
"196Dimitri PayetMarseille, 37, M(CLR),FW",6.67,Ligue 1,2022-2023
"197Bafodé DiakitéLille, 24, D(CR)",6.66,Ligue 1,2022-2023
"198Chrislain MatsimaMonaco, 22, D(C)",6.66,Ligue 1,2022-2023
"199Jeanuël BelocianRennes, 20, D(CL)",6.66,Ligue 1,2022-2023
"200Quentin BernardAuxerre, 35, D(L)",6.66,Ligue 1,2022-2023
"201Lilian BrassierBrest, 25, D(CL)",6.66,Ligue 1,2022-2023
"202Anthony RouaultToulouse, 23, D(C)",6.65,Ligue 1,2022-2023
"203Maximiliano CaufriezClermont Foot, 28, D(CR)",6.65,Ligue 1,2022-2023
"204Cheick KeitaReims, 21, D(C)",6.65,Ligue 1,2022-2023
"205Maxime Le MarchandStrasbourg, 35, D(CL)",6.65,Ligue 1,2022-2023
"206Issiaga SyllaToulouse, 31, D(LR),M(L)",6.65,Ligue 1,2022-2023
"207Grejohn KyeiClermont Foot, 29, FW",6.65,Ligue 1,2022-2023
"208Thijs DallingaToulouse, 24, FW",6.65,Ligue 1,2022-2023
"209Ruslan MalinovskyiMarseille, 31, M(CLR),FW",6.65,Ligue 1,2022-2023
"210Ismaël DoukouréStrasbourg, 21, D(C),DMC",6.65,Ligue 1,2022-2023
"211Joe RodonRennes, 27, D(C)",6.65,Ligue 1,2022-2023
"212Mostafa MohamedNantes, 27, FW",6.64,Ligue 1,2022-2023
"213Julien LaporteLorient, 31, D(C)",6.64,Ligue 1,2022-2023
"214Eliesse Ben SeghirMonaco, 20, AM(CL),FW",6.64,Ligue 1,2022-2023
"215Gabriel SuazoToulouse, 27, D(L),M(L)",6.63,Ligue 1,2022-2023
"216Vincent Le GoffLorient, 35, D(CL),M(L)",6.63,Ligue 1,2022-2023
"217Mahdi CamaraBrest, 26, D(CR),M(C)",6.63,Ligue 1,2022-2023
"218Mattéo GuendouziMarseille, 25, M(C)",6.63,Ligue 1,2022-2023
"219Hamza SakhiAuxerre, 28, AM(C)",6.63,Ligue 1,2022-2023
"220Lucas ChevalierLille, 23, GK",6.63,Ligue 1,2022-2023
