Player Name,Rating,League,Season
"308Luis HernándezCadiz, 35, D(CR)",6.49,La Liga,2021-2022
"309Aitor FernándezLevante, 33, GK",6.49,La Liga,2021-2022
"310Carlos NevaGranada, 28, D(L),M(L)",6.48,La Liga,2021-2022
"311Antonio SiveraDeportivo Alaves, 28, GK",6.48,La Liga,2021-2022
"312Unai VencedorAthletic Club, 24, DMC",6.48,La Liga,2021-2022
"313Aihen MuñozReal Sociedad, 27, D(L)",6.48,La Liga,2021-2022
"314Enzo RocoElche, 32, D(C)",6.48,La Liga,2021-2022
"315Germán SánchezGranada, 38, D(C)",6.47,La Liga,2021-2022
"316Kike GarcíaOsasuna, 35, FW",6.47,La Liga,2021-2022
"317Karim RekikSevilla, 30, D(CL)",6.47,La Liga,2021-2022
"318RodriReal Betis, 24, AM(CLR)",6.47,La Liga,2021-2022
"319Mario GilaReal Madrid, 24, D(C)",6.47,La Liga,2021-2022
"320Vicente IborraVillarreal, 37, M(C)",6.47,La Liga,2021-2022
"321Renan LodiAtletico, 26, D(L),M(L)",6.47,La Liga,2021-2022
"322Tete MorenteElche, 28, M(CLR)",6.47,La Liga,2021-2022
"323Manolo ReinaMallorca, 39, GK",6.47,La Liga,2021-2022
"324Juan CruzOsasuna, 32, D(CL)",6.46,La Liga,2021-2022
"325Dimitri FoulquierValencia, 31, D(CLR),M(R)",6.46,La Liga,2021-2022
"326Gerard GumbauElche, 30, DMC",6.46,La Liga,2021-2022
"327Carlos DomínguezCelta Vigo, 24, D(C)",6.46,La Liga,2021-2022
"328Chimy ÁvilaOsasuna, 31, AM(LR),FW",6.46,La Liga,2021-2022
"329Oussama IdrissiSevilla, 28, AM(LR)",6.46,La Liga,2021-2022
"330Philippe CoutinhoBarcelona, 32, M(CLR)",6.46,La Liga,2021-2022
"331Pathé CissRayo Vallecano, 30, DMC",6.46,La Liga,2021-2022
"332Raúl TorrenteGranada, 23, D(C)",6.46,La Liga,2021-2022
"333Dimitri FoulquierGranada, 31, D(CLR),M(R)",6.46,La Liga,2021-2022
"334Jon PachecoReal Sociedad, 24, D(C)",6.45,La Liga,2021-2022
"335Hugo GuillamónValencia, 25, D(C),DMC",6.45,La Liga,2021-2022
"336Óliver TorresSevilla, 30, M(CLR)",6.45,La Liga,2021-2022
"337Rúben VezoLevante, 30, D(CR)",6.45,La Liga,2021-2022
"338Renato TapiaCelta Vigo, 29, D(C),DMC",6.45,La Liga,2021-2022
"339Gonzalo MontielSevilla, 28, D(CR),M(R)",6.45,La Liga,2021-2022
"340Manu GarcíaDeportivo Alaves, 27, M(CL)",6.45,La Liga,2021-2022
"341Darío BenedettoElche, 34, FW",6.45,La Liga,2021-2022
"342Stefan MitrovicGetafe, 34, D(C)",6.45,La Liga,2021-2022
"343Paco AlcácerVillarreal, 31, AM(R),FW",6.45,La Liga,2021-2022
"344Asier IllarramendiReal Sociedad, 34, M(C)",6.44,La Liga,2021-2022
"345Carlos ClercLevante, 32, D(CL),M(L)",6.44,La Liga,2021-2022
"346Tonny VilhenaEspanyol, 30, D(L),M(CL)",6.44,La Liga,2021-2022
"347Radamel FalcaoRayo Vallecano, 39, FW",6.44,La Liga,2021-2022
"348Claudio BravoReal Betis, 41, GK",6.44,La Liga,2021-2022
"349Nikola MarasRayo Vallecano, 29, D(C)",6.44,La Liga,2021-2022
"350Pedro OrtizSevilla, 24, DMC",6.44,La Liga,2021-2022
"351Robert NavarroReal Sociedad, 22, AM(LR)",6.44,La Liga,2021-2022
"352Tomás AlarcónCadiz, 26, DMC",6.44,La Liga,2021-2022
"353Alberto PereaCadiz, 34, AM(LR)",6.44,La Liga,2021-2022
"354Carles AleñáGetafe, 27, AM(CLR)",6.44,La Liga,2021-2022
"355CokeLevante, 37, D(CLR),M(R)",6.44,La Liga,2021-2022
"356Dani CárdenasLevante, 27, GK",6.43,La Liga,2021-2022
"357Toni LatoValencia, 27, D(L),M(L)",6.43,La Liga,2021-2022
"358Brian OlivánMallorca, 30, D(CL)",6.43,La Liga,2021-2022
"359SusoSevilla, 31, AM(CLR),FW",6.43,La Liga,2021-2022
"360Kike BarjaOsasuna, 27, AM(LR)",6.43,La Liga,2021-2022
"361Dani GarcíaAthletic Club, 34, DMC",6.43,La Liga,2021-2022
"362CoteOsasuna, 35, D(L)",6.43,La Liga,2021-2022
"363Álex SolaReal Sociedad, 25, D(R),M(LR)",6.43,La Liga,2021-2022
"364Manu MorlanesEspanyol, 26, DMC",6.42,La Liga,2021-2022
"365Victor ChustCadiz, 24, D(C)",6.42,La Liga,2021-2022
"366Mouctar DiakhabyValencia, 28, D(C),DMC",6.42,La Liga,2021-2022
"367Alexandru TirleaDeportivo Alaves, 24, Defender",6.42,La Liga,2021-2022
"368Gonzalo VerdúElche, 36, D(C)",6.42,La Liga,2021-2022
"369Antonio SánchezMallorca, 27, D(R),M(CR)",6.42,La Liga,2021-2022
"370Martín AguirregabiriaDeportivo Alaves, 28, D(LR),M(R)",6.42,La Liga,2021-2022
"371Cristian TelloReal Betis, 33, M(LR)",6.42,La Liga,2021-2022
"372Igor ZubeldiaReal Sociedad, 27, D(C),DMC",6.41,La Liga,2021-2022
"373Fernando CaleroEspanyol, 29, D(C),DMC",6.41,La Liga,2021-2022
"374Marcos AndréValencia, 28, FW",6.41,La Liga,2021-2022
"375Keidi BareEspanyol, 27, DMC",6.41,La Liga,2021-2022
"376Moi GómezVillarreal, 30, M(CLR)",6.41,La Liga,2021-2022
"377Lee Kang-InMallorca, 23, M(CLR),FW",6.41,La Liga,2021-2022
"378Óscar RodríguezSevilla, 26, AM(CLR),FW",6.41,La Liga,2021-2022
"379Thiago GalhardoCelta Vigo, 35, AM(CLR),FW",6.4,La Liga,2021-2022
"380Víctor DíazGranada, 36, D(CLR)",6.4,La Liga,2021-2022
"381Joseba ZaldúaReal Sociedad, 32, D(R)",6.4,La Liga,2021-2022
"382Randy NtekaRayo Vallecano, 27, AM(C),FW",6.4,La Liga,2021-2022
"383Mario GasparVillarreal, 34, D(CR),M(R)",6.4,La Liga,2021-2022
"384Ludwig AugustinssonSevilla, 30, D(L),M(L)",6.4,La Liga,2021-2022
"385Nemanja RadojaLevante, 32, DMC",6.4,La Liga,2021-2022
"386Yunus MusahValencia, 22, M(CR)",6.4,La Liga,2021-2022
"387Andrés GuardadoReal Betis, 38, D(L),M(CL)",6.4,La Liga,2021-2022
"388Uros RacicValencia, 26, DMC",6.4,La Liga,2021-2022
"389Róber PierLevante, 30, D(C),DMC",6.4,La Liga,2021-2022
"390Lucas PérezElche, 36, AM(CR),FW",6.4,La Liga,2021-2022
"391FlorentinoGetafe, 25, DMC",6.4,La Liga,2021-2022
"392David LópezEspanyol, 35, D(C),DMC",6.4,La Liga,2021-2022
"393RoberReal Betis, 24, AM(CR)",6.39,La Liga,2021-2022
"394Guido CarrilloElche, 33, FW",6.39,La Liga,2021-2022
"395Darko BrasanacOsasuna, 33, M(CR)",6.39,La Liga,2021-2022
"396Aleix VidalEspanyol, 35, D(R),M(LR)",6.39,La Liga,2021-2022
"397JoaquínReal Betis, 43, M(CLR),FW",6.39,La Liga,2021-2022
"398SonLevante, 30, D(LR)",6.39,La Liga,2021-2022
"399Fer NiñoMallorca, 24, FW",6.39,La Liga,2021-2022
"400Dani CeballosReal Madrid, 28, M(CL)",6.39,La Liga,2021-2022
"401Ángel RodríguezMallorca, 37, FW",6.37,La Liga,2021-2022
"402Óscar MelendoEspanyol, 27, AM(CLR),FW",6.37,La Liga,2021-2022
"403Ander GuevaraReal Sociedad, 27, DMC",6.37,La Liga,2021-2022
"404Unai DufurOsasuna, 25, Defender",6.37,La Liga,2021-2022
"405Mickaël MalsaLevante, 29, DMC",6.37,La Liga,2021-2022
"406BebéRayo Vallecano, 34, AM(LR),FW",6.37,La Liga,2021-2022
"407Pablo MartínezLevante, 26, M(C)",6.37,La Liga,2021-2022
"408Ilaix MoribaValencia, 22, DMC",6.37,La Liga,2021-2022
"409Nico WilliamsAthletic Club, 22, AM(LR)",6.36,La Liga,2021-2022
"410Toni MoyaDeportivo Alaves, 26, DMC",6.36,La Liga,2021-2022
"411JasonDeportivo Alaves, 30, M(LR)",6.36,La Liga,2021-2022
"412Diego GonzálezElche, 30, D(CL)",6.36,La Liga,2021-2022
"413Njegos PetrovicGranada, 25, DMC",6.36,La Liga,2021-2022
"414Ezequiel PonceElche, 27, AM(L),FW",6.36,La Liga,2021-2022
"415Santiago AriasGranada, 33, D(R),M(R)",6.36,La Liga,2021-2022
"416Jan OblakAtletico, 32, GK",6.35,La Liga,2021-2022
"417Franco RussoMallorca, 30, D(C)",6.35,La Liga,2021-2022
"418Giovanni GonzálezMallorca, 30, D(CR)",6.35,La Liga,2021-2022
"419Bryan GilValencia, 24, M(CLR)",6.35,La Liga,2021-2022
"420Hélder CostaValencia, 31, AM(CLR)",6.34,La Liga,2021-2022
"421Anthony MartialSevilla, 29, AM(LR),FW",6.34,La Liga,2021-2022
"422Okay YokusluCelta Vigo, 30, D(C),DMC",6.34,La Liga,2021-2022
"423Luka JovicReal Madrid, 27, FW",6.34,La Liga,2021-2022
"424Fede San EmeterioCadiz, 27, DMC",6.34,La Liga,2021-2022
"425Jeison MurilloCelta Vigo, 32, D(C)",6.34,La Liga,2021-2022
"426Munir El HaddadiSevilla, 29, AM(CLR),FW",6.33,La Liga,2021-2022
"427Dani GómezLevante, 26, FW",6.33,La Liga,2021-2022
"428Rodrigo BattagliaMallorca, 33, D(C),M(C)",6.33,La Liga,2021-2022
"429Raúl ParraCadiz, 25, D(CR)",6.33,La Liga,2021-2022
"430Jon GuridiReal Sociedad, 29, M(C)",6.32,La Liga,2021-2022
"431Cristo RomeroReal Sociedad, 24, Defender",6.32,La Liga,2021-2022
"432Gonzalo VillarGetafe, 26, M(C)",6.32,La Liga,2021-2022
"433Unai LópezRayo Vallecano, 29, M(CR)",6.32,La Liga,2021-2022
"434Mikel VesgaAthletic Club, 31, DMC",6.32,La Liga,2021-2022
"435Javi MartínezOsasuna, 25, M(CR)",6.31,La Liga,2021-2022
"436Raúl GutiElche, 28, DMC",6.31,La Liga,2021-2022
"437Denis CheryshevValencia, 34, AM(L),FW",6.31,La Liga,2021-2022
"438Sandro RamírezGetafe, 29, AM(LR),FW",6.31,La Liga,2021-2022
"439Roberto TorresOsasuna, 35, AM(CLR)",6.3,La Liga,2021-2022
"440Clément LengletBarcelona, 29, D(C)",6.3,La Liga,2021-2022
"441Sergio AgüeroBarcelona, 36, AM(CL),FW",6.3,La Liga,2021-2022
"442Carlos MartínAtletico, 22, AM(L)",6.3,La Liga,2021-2022
"443Jesús OwonoDeportivo Alaves, 23, GK",6.3,La Liga,2021-2022
"444Salvi SánchezCadiz, 33, AM(R)",6.3,La Liga,2021-2022
"445Ángel MontoroGranada, 36, M(C)",6.29,La Liga,2021-2022
"446Ximo NavarroDeportivo Alaves, 35, D(CLR)",6.29,La Liga,2021-2022
"447Riqui PuigBarcelona, 25, AM(C),FW",6.29,La Liga,2021-2022
"448Luca ZidaneRayo Vallecano, 26, GK",6.29,La Liga,2021-2022
"449Beñat TurrientesReal Sociedad, 23, DMC",6.29,La Liga,2021-2022
"450Édgar MéndezDeportivo Alaves, 35, M(LR),FW",6.29,La Liga,2021-2022
"451Hugo DuroGetafe, 25, AM(L),FW",6.29,La Liga,2021-2022
"452Marc CucurellaGetafe, 26, D(CL),M(L)",6.29,La Liga,2021-2022
"453Rubén PeñaVillarreal, 33, D(LR),M(LR),FW",6.28,La Liga,2021-2022
"454JasonValencia, 30, M(LR)",6.28,La Liga,2021-2022
"455Emerson RoyalBarcelona, 26, D(CLR),M(R)",6.28,La Liga,2021-2022
"456José Ángel CarmonaSevilla, 23, D(CR),M(R)",6.28,La Liga,2021-2022
"457Sergio SantosReal Madrid, 24, Defender",6.28,La Liga,2021-2022
"458Iván MarconeElche, 34, DMC",6.28,La Liga,2021-2022
"459Amath NdiayeMallorca, 28, AM(LR),FW",6.28,La Liga,2021-2022
"460PortuReal Sociedad, 32, M(CLR),FW",6.28,La Liga,2021-2022
"461NolitoCelta Vigo, 38, AM(CL)",6.28,La Liga,2021-2022
"462Abdón PratsMallorca, 32, FW",6.27,La Liga,2021-2022
"463Nico MelamedEspanyol, 23, AM(CL)",6.27,La Liga,2021-2022
"464Alberto SoroGranada, 25, AM(LR)",6.27,La Liga,2021-2022
"465Näis DjouahraReal Sociedad, 25, Forward",6.27,La Liga,2021-2022
"466Aarón EscandellGranada, 29, GK",6.27,La Liga,2021-2022
"467Juan IglesiasGetafe, 26, D(LR),M(R)",6.27,La Liga,2021-2022
"468Asier VillalibreAthletic Club, 27, FW",6.27,La Liga,2021-2022
"469Allan NyomGetafe, 36, D(LR),M(R)",6.26,La Liga,2021-2022
"470Santiago ArzamendiaCadiz, 26, D(L),M(L)",6.26,La Liga,2021-2022
"471Álex PrimoLevante, 20, Goalkeeper",6.26,La Liga,2021-2022
"472Aitor RuibalReal Betis, 28, D(R),M(LR)",6.26,La Liga,2021-2022
"473Nicolas JacksonVillarreal, 23, FW",6.26,La Liga,2021-2022
"474Unai NúñezAthletic Club, 28, D(C)",6.25,La Liga,2021-2022
"475Mario SuárezRayo Vallecano, 37, D(C),M(C)",6.25,La Liga,2021-2022
"476Tomás PinaDeportivo Alaves, 37, M(C)",6.24,La Liga,2021-2022
"477Julen LobeteReal Sociedad, 24, FW",6.24,La Liga,2021-2022
"478Iván RomeroSevilla, 23, Forward",6.24,La Liga,2021-2022
"479José Mari MartínCadiz, 37, DMC",6.24,La Liga,2021-2022
"480Myrto UzuniGranada, 29, AM(LR),FW",6.24,La Liga,2021-2022
"481Antonio BarragánElche, 37, D(CR),M(R)",6.24,La Liga,2021-2022
"482Mario HernándezRayo Vallecano, 26, D(R)",6.24,La Liga,2021-2022
"483Fran MéridaEspanyol, 34, AM(C)",6.24,La Liga,2021-2022
"484Javier PastoreElche, 35, AM(CLR)",6.24,La Liga,2021-2022
"485KoffiGetafe, 23, Defender",6.23,La Liga,2021-2022
"486Nico SerranoAthletic Club, 21, Forward",6.23,La Liga,2021-2022
"487Darío PovedaGetafe, 27, FW",6.23,La Liga,2021-2022
"488Clément GrenierMallorca, 34, M(CL)",6.23,La Liga,2021-2022
"489Javi LlabrésMallorca, 22, Forward",6.23,La Liga,2021-2022
"490VitoloGetafe, 35, M(CLR),FW",6.23,La Liga,2021-2022
"491Oier ZarragaAthletic Club, 26, DMC,M(R)",6.23,La Liga,2021-2022
"492Ander MartínReal Sociedad, 24, Forward",6.23,La Liga,2021-2022
"493Martín CalderónCadiz, 25, Midfielder",6.22,La Liga,2021-2022
"494Rober IbáñezOsasuna, 31, AM(R)",6.22,La Liga,2021-2022
"495Jaume DomènechValencia, 34, GK",6.22,La Liga,2021-2022
"496Gabri VeigaCelta Vigo, 22, AM(C)",6.22,La Liga,2021-2022
"497Iñigo PérezOsasuna, 37, D(L),M(CL)",6.22,La Liga,2021-2022
"498Miguel LlambrichEspanyol, 29, D(R)",6.22,La Liga,2021-2022
"499Álvaro JiménezCadiz, 29, M(R)",6.21,La Liga,2021-2022
"500Pablo PiattiElche, 35, M(CLR)",6.21,La Liga,2021-2022
"501Nikola VukcevicLevante, 33, DMC",6.21,La Liga,2021-2022
"502Jakub JanktoGetafe, 29, M(CLR)",6.2,La Liga,2021-2022
"503Carlos BaccaGranada, 38, FW",6.2,La Liga,2021-2022
"504Yusuf DemirBarcelona, 21, Forward",6.2,La Liga,2021-2022
"505TachiDeportivo Alaves, 27, D(C)",6.2,La Liga,2021-2022
"506Germán ValeraReal Sociedad, 22, Forward",6.2,La Liga,2021-2022
"507Roberto SoldadoLevante, 39, FW",6.2,La Liga,2021-2022
"508Loren MorónEspanyol, 31, FW",6.2,La Liga,2021-2022
"509Matías ArezoGranada, 22, Forward",6.2,La Liga,2021-2022
"510Miguel de la FuenteDeportivo Alaves, 25, FW",6.19,La Liga,2021-2022
"511Jordi MboulaMallorca, 25, AM(R)",6.19,La Liga,2021-2022
"512Peter FedericoReal Madrid, 22, Forward",6.19,La Liga,2021-2022
"513Sergio PostigoLevante, 36, D(C)",6.19,La Liga,2021-2022
"514MonchuGranada, 25, DMC",6.18,La Liga,2021-2022
"515Facundo PellistriDeportivo Alaves, 23, AM(R)",6.18,La Liga,2021-2022
"516José PozoRayo Vallecano, 28, AM(C)",6.18,La Liga,2021-2022
"517Diego CondeGetafe, 26, GK",6.18,La Liga,2021-2022
"518Ismael RuizGranada, 24, Midfielder",6.18,La Liga,2021-2022
"519Enric FranquesaLevante, 27, D(L),M(L)",6.18,La Liga,2021-2022
"520Daniel VillahermosaEspanyol, 24, Midfielder",6.17,La Liga,2021-2022
"521Daniel WassAtletico, 35, D(LR),M(CLR)",6.17,La Liga,2021-2022
"522Saúl GarcíaDeportivo Alaves, 30, Defender",6.17,La Liga,2021-2022
"523Koba KoindrediValencia, 23, M(C)",6.16,La Liga,2021-2022
"524Diego LainezReal Betis, 24, AM(R)",6.16,La Liga,2021-2022
"525José Juan MacíasGetafe, 25, Forward",6.16,La Liga,2021-2022
"526Pere PonsDeportivo Alaves, 31, M(C)",6.16,La Liga,2021-2022
"527Manu VallejoDeportivo Alaves, 28, FW",6.15,La Liga,2021-2022
"528José FontánCelta Vigo, 25, D(CL)",6.15,La Liga,2021-2022
"529Kévin RodriguesRayo Vallecano, 30, D(L),M(L)",6.15,La Liga,2021-2022
"530Iván ChapelaCadiz, 25, Forward",6.15,La Liga,2021-2022
"531Álex PetxaAthletic Club, 28, Defender",6.15,La Liga,2021-2022
"532Oier SanjurjoOsasuna, 38, D(CR),M(C)",6.15,La Liga,2021-2022
"533Orbelín PinedaCelta Vigo, 28, AM(C)",6.14,La Liga,2021-2022
"534Alejandro BaldeBarcelona, 21, D(LR),M(L)",6.14,La Liga,2021-2022
"535Dídac ViláEspanyol, 35, D(L),M(L)",6.14,La Liga,2021-2022
"536Augusto SolariCelta Vigo, 33, AM(CR)",6.14,La Liga,2021-2022
"537Sergio RicoMallorca, 31, GK",6.13,La Liga,2021-2022
"538Wu LeiEspanyol, 33, AM(CLR),FW",6.13,La Liga,2021-2022
"539Álvaro BastidaCadiz, 20, Midfielder",6.13,La Liga,2021-2022
"540Jaime MataGetafe, 36, AM(L),FW",6.13,La Liga,2021-2022
"541John GuidettiDeportivo Alaves, 32, FW",6.12,La Liga,2021-2022
"542Javi LópezDeportivo Alaves, 22, D(L)",6.12,La Liga,2021-2022
"543Alejandro CanteroLevante, 24, FW",6.12,La Liga,2021-2022
"544Hugo ÁlvarezCelta Vigo, 21, M(LR)",6.12,La Liga,2021-2022
"545Landry DimataEspanyol, 27, AM(L),FW",6.12,La Liga,2021-2022
"546Marcos MauroCadiz, 34, D(C)",6.12,La Liga,2021-2022
"547Jaume GrauOsasuna, 27, DMC",6.11,La Liga,2021-2022
"548Loren MorónReal Betis, 31, FW",6.11,La Liga,2021-2022
"549Mamadou SyllaDeportivo Alaves, 30, AM(L),FW",6.11,La Liga,2021-2022
"550JosemaElche, 28, D(CL)",6.11,La Liga,2021-2022
"551Luismi CruzSevilla, 23, Forward",6.1,La Liga,2021-2022
"552Jonathan SilvaGetafe, 30, D(CL),M(L)",6.1,La Liga,2021-2022
"553Yan EtekiGranada, 27, DMC",6.1,La Liga,2021-2022
"554Dani RabaVillarreal, 29, AM(CR),FW",6.1,La Liga,2021-2022
"555Marc PubillLevante, 21, D(R)",6.1,La Liga,2021-2022
"556Martín CáceresLevante, 37, D(CLR),M(R)",6.09,La Liga,2021-2022
"557Juan CalaCadiz, 35, D(C)",6.09,La Liga,2021-2022
"558Unai RoperoDeportivo Alaves, 23, Forward",6.08,La Liga,2021-2022
"559Víctor CamarasaReal Betis, 30, M(CR)",6.08,La Liga,2021-2022
"560Rubén IranzoValencia, 21, Defender",6.08,La Liga,2021-2022
"561Mamadou SyllaRayo Vallecano, 30, AM(L),FW",6.07,La Liga,2021-2022
"562Estanis PedrolaBarcelona, 21, Forward",6.07,La Liga,2021-2022
"563Manu VallejoValencia, 28, FW",6.07,La Liga,2021-2022
"564Eray CömertValencia, 27, D(C),DMC",6.07,La Liga,2021-2022
"565Milutin OsmajicCadiz, 25, AM(L),FW",6.06,La Liga,2021-2022
"566Aleix FebasMallorca, 29, AM(C)",6.06,La Liga,2021-2022
"567Florin AndoneCadiz, 31, FW",6.06,La Liga,2021-2022
"568Álvaro VadilloEspanyol, 30, AM(LR)",6.06,La Liga,2021-2022
"569Iker BenitoOsasuna, 22, Forward",6.06,La Liga,2021-2022
"570Carlo GarcíaVillarreal, 24, Midfielder",6.05,La Liga,2021-2022
"571Joan SastreMallorca, 27, D(R)",6.05,La Liga,2021-2022
"572Lago JuniorMallorca, 34, M(L)",6.05,La Liga,2021-2022
"573Dani RabaGranada, 29, AM(CR),FW",6.05,La Liga,2021-2022
"574Tomás MendesDeportivo Alaves, 20, Midfielder",6.04,La Liga,2021-2022
"575Víctor GómezEspanyol, 24, D(R),M(R)",6.04,La Liga,2021-2022
"576Yacine QasmiRayo Vallecano, 34, Forward",6.03,La Liga,2021-2022
"577Aleksandar SedlarMallorca, 33, D(C)",6.02,La Liga,2021-2022
"578Erick CabacoGetafe, 29, D(C)",6.02,La Liga,2021-2022
"579VereRayo Vallecano, 24, Midfielder",6.02,La Liga,2021-2022
"580Mario DomínguezValencia, 21, Forward",6.02,La Liga,2021-2022
"581David TimorGetafe, 35, D(C),M(C)",6.01,La Liga,2021-2022
"582Álvaro SanzBarcelona, 24, Midfielder",6.01,La Liga,2021-2022
"583Ander CapaAthletic Club, 33, D(R),M(R)",6.01,La Liga,2021-2022
"584Omar FarajLevante, 22, Forward",6.01,La Liga,2021-2022
"585Adrián ButzkeGranada, 25, FW",6.0,La Liga,2021-2022
"586Benjamin LecomteAtletico, 33, GK",6.0,La Liga,2021-2022
"587Giuliano SimeoneAtletico, 22, AM(LR)",6.0,La Liga,2021-2022
"588Luca KoleoshoEspanyol, 20, AM(LR)",6.0,La Liga,2021-2022
"589Miguel BaezaCelta Vigo, 24, AM(C)",6.0,La Liga,2021-2022
"590Mika MármolBarcelona, 23, D(CL)",6.0,La Liga,2021-2022
"591Nikita IosifovVillarreal, 23, Forward",6.0,La Liga,2021-2022
"592Peru NolaskoainAthletic Club, 26, Midfielder",6.0,La Liga,2021-2022
"593Raúl GarcíaReal Betis, 24, FW",6.0,La Liga,2021-2022
"594Valentino FattoreSevilla, 23, Defender",6.0,La Liga,2021-2022
"595GoriEspanyol, 22, Midfielder",5.99,La Liga,2021-2022
"596Iván MartínDeportivo Alaves, 26, M(CR)",5.99,La Liga,2021-2022
"597Álvaro AguirreRayo Vallecano, 25, Forward",5.98,La Liga,2021-2022
"598Matthew HoppeMallorca, 23, FW",5.98,La Liga,2021-2022
"599Javi SerranoAtletico, 22, Midfielder",5.97,La Liga,2021-2022
"600BarberoOsasuna, 26, Forward",5.97,La Liga,2021-2022
"601Andrés MartínRayo Vallecano, 25, Forward",5.96,La Liga,2021-2022
"602Yellu SantiagoValencia, 20, DMC",5.96,La Liga,2021-2022
"603Jon MorcilloAthletic Club, 26, AM(L)",5.96,La Liga,2021-2022
"604Javi DíazSevilla, 27, Goalkeeper",5.94,La Liga,2021-2022
"605Juanmi LatasaReal Madrid, 23, FW",5.94,La Liga,2021-2022
"606Cristhian MosqueraValencia, 20, D(C)",5.91,La Liga,2021-2022
"607Hugo SoteloCelta Vigo, 21, M(C)",5.91,La Liga,2021-2022
"608Chema RodríguezGetafe, 32, D(CL)",5.89,La Liga,2021-2022
"609Juanlu SánchezSevilla, 21, D(R),M(C)",5.89,La Liga,2021-2022
"610Marc TenasDeportivo Alaves, 23, Forward",5.88,La Liga,2021-2022
"611Dominik GreifMallorca, 27, GK",5.86,La Liga,2021-2022
"612Jesús AresoOsasuna, 25, D(R)",5.83,La Liga,2021-2022
"613Javi OntiverosOsasuna, 27, AM(LR)",5.81,La Liga,2021-2022
"614Pedro BenitoCadiz, 24, Forward",5.81,La Liga,2021-2022
"615Sergio BarciaGranada, 24, Defender",5.62,La Liga,2021-2022
"616Juan PérezOsasuna, 28, GK",5.44,La Liga,2021-2022
"617Joan GarcíaEspanyol, 23, GK",5.0,La Liga,2021-2022
"618Josep GayáMallorca, 24, Defender",4.74,La Liga,2021-2022
"1Mattia ZaccagniVerona, 29, AM(CL),FW",8.47,Serie A,2021-2022
"2Luca GemelloTorino, 24, Goalkeeper",7.71,Serie A,2021-2022
"3Domenico BerardiSassuolo, 30, AM(R),FW",7.43,Serie A,2021-2022
"4Rafael LeãoAC Milan, 25, AM(CL),FW",7.37,Serie A,2021-2022
"5Sergej Milinkovic-SavicLazio, 29, AM(C)",7.36,Serie A,2021-2022
"6Lorenzo PellegriniRoma, 28, M(CL)",7.34,Serie A,2021-2022
"7Dusan VlahovicFiorentina, 25, FW",7.33,Serie A,2021-2022
"8Ciro ImmobileLazio, 34, FW",7.31,Serie A,2021-2022
"9Luis MurielAtalanta, 33, AM(CL),FW",7.3,Serie A,2021-2022
"10Hakan ÇalhanogluInter, 31, M(CLR),FW",7.28,Serie A,2021-2022
"11Wisdom AmeyBologna, 19, Defender",7.27,Serie A,2021-2022
"12Victor OsimhenNapoli, 26, FW",7.22,Serie A,2021-2022
"13Ivan PerisicInter, 36, M(CLR),FW",7.22,Serie A,2021-2022
"14Paulo DybalaJuventus, 31, AM(CR),FW",7.22,Serie A,2021-2022
"15BremerTorino, 27, D(C)",7.22,Serie A,2021-2022
"16Gianluca CaprariVerona, 31, AM(CLR),FW",7.2,Serie A,2021-2022
"17Juan CuadradoJuventus, 36, D(R),M(CLR),FW",7.19,Serie A,2021-2022
"18Lautaro MartínezInter, 27, FW",7.18,Serie A,2021-2022
"19Tammy AbrahamRoma, 27, FW",7.17,Serie A,2021-2022
"20Theo HernándezAC Milan, 27, D(CL),M(L)",7.16,Serie A,2021-2022
"21Marcelo BrozovicInter, 32, M(CR)",7.13,Serie A,2021-2022
"22Nicolò BarellaInter, 28, AM(C)",7.13,Serie A,2021-2022
"23Fabián RuizNapoli, 28, M(CL)",7.1,Serie A,2021-2022
"24Lorenzo InsigneNapoli, 33, AM(CL),FW",7.09,Serie A,2021-2022
"25Wladimiro FalconeSampdoria, 29, GK",7.08,Serie A,2021-2022
"26Kalidou KoulibalyNapoli, 33, D(C)",7.08,Serie A,2021-2022
"27Edin DzekoInter, 38, FW",7.07,Serie A,2021-2022
"28Duván ZapataAtalanta, 33, FW",7.06,Serie A,2021-2022
"29Frank AnguissaNapoli, 29, M(C)",7.05,Serie A,2021-2022
"30Giovanni Di LorenzoNapoli, 31, D(CLR),M(R)",7.04,Serie A,2021-2022
"31Gerard DeulofeuUdinese, 30, AM(CLR),FW",7.04,Serie A,2021-2022
"32Sandro TonaliAC Milan, 24, DMC",7.02,Serie A,2021-2022
"33Felipe AndersonLazio, 31, M(CLR),FW",7.02,Serie A,2021-2022
"34Nicolás GonzálezFiorentina, 26, M(CLR),FW",7.02,Serie A,2021-2022
"35Mattia ZaccagniLazio, 29, AM(CL),FW",7.01,Serie A,2021-2022
"36Abdelhamid SabiriSampdoria, 28, AM(CL),FW",7.0,Serie A,2021-2022
"37José PalominoAtalanta, 35, D(C)",7.0,Serie A,2021-2022
"38Henrikh MkhitaryanRoma, 36, M(CLR),FW",6.99,Serie A,2021-2022
"39Olivier GiroudAC Milan, 38, FW",6.99,Serie A,2021-2022
"40Fikayo TomoriAC Milan, 27, D(CR)",6.98,Serie A,2021-2022
"41Mário RuiNapoli, 33, D(L),M(L)",6.98,Serie A,2021-2022
"42Milan DjuricSalernitana, 34, FW",6.97,Serie A,2021-2022
"43Luis AlbertoLazio, 32, AM(CL),FW",6.96,Serie A,2021-2022
"44Francesco BardiBologna, 33, GK",6.96,Serie A,2021-2022
