Player Name,Rating,League,Season
"1Bukayo SakaArsenal, 23, D(L),M(CLR)",7.67,Premier League,2023-2024
"2RodriMan City, 28, D(C),DMC",7.62,Premier League,2023-2024
"3Michael OliseCrystal Palace, 23, AM(CLR)",7.61,Premier League,2023-2024
"4Kevin De BruyneMan City, 33, M(CLR),FW",7.6,Premier League,2023-2024
"5Phil FodenMan City, 24, AM(CLR),FW",7.55,Premier League,2023-2024
"6Cole PalmerChelsea, 22, AM(CR),FW",7.48,Premier League,2023-2024
"7Eberechi EzeCrystal Palace, 26, AM(CLR)",7.45,Premier League,2023-2024
"8Solly MarchBrighton, 30, M(CLR)",7.43,Premier League,2023-2024
"9Erling HaalandMan City, 24, FW",7.4,Premier League,2023-2024
"10Bruno FernandesMan Utd, 30, M(CLR),FW",7.39,Premier League,2023-2024
"11Declan RiceArsenal, 26, D(C),DMC",7.38,Premier League,2023-2024
"12Bruno GuimarãesNewcastle, 27, DMC",7.37,Premier League,2023-2024
"13Martin ØdegaardArsenal, 26, AM(CR)",7.37,Premier League,2023-2024
"14Arijanet MuricBurnley, 26, GK",7.34,Premier League,2023-2024
"15Son Heung-MinTottenham, 32, M(CLR),FW",7.3,Premier League,2023-2024
"16Anthony GordonNewcastle, 23, AM(CLR),FW",7.29,Premier League,2023-2024
"17Ollie WatkinsAston Villa, 29, AM(LR),FW",7.27,Premier League,2023-2024
"18Jérémy DokuMan City, 22, M(LR)",7.24,Premier League,2023-2024
"19Mohamed SalahLiverpool, 32, AM(CLR),FW",7.24,Premier League,2023-2024
"20Mohammed KudusWest Ham, 24, M(CLR),FW",7.23,Premier League,2023-2024
"21Daniel MuñozCrystal Palace, 28, D(CR),DMC,M(R)",7.17,Premier League,2023-2024
"22James MaddisonTottenham, 28, AM(CLR)",7.17,Premier League,2023-2024
"23Kai HavertzArsenal, 25, M(CR),FW",7.16,Premier League,2023-2024
"24Bernardo SilvaMan City, 30, M(CLR),FW",7.15,Premier League,2023-2024
"25Virgil van DijkLiverpool, 33, D(C)",7.15,Premier League,2023-2024
"26Alexander IsakNewcastle, 25, AM(L),FW",7.14,Premier League,2023-2024
"27Conor BradleyLiverpool, 21, D(R),M(R)",7.13,Premier League,2023-2024
"28Pascal GroßBrighton, 33, D(LR),M(CR),FW",7.13,Premier League,2023-2024
"29Conor GallagherChelsea, 25, M(CL)",7.13,Premier League,2023-2024
"30Matheus CunhaWolves, 25, AM(CL),FW",7.13,Premier League,2023-2024
"31Andy RobertsonLiverpool, 30, D(L),M(L)",7.12,Premier League,2023-2024
"32Trent Alexander-ArnoldLiverpool, 26, D(R),DMC,M(R)",7.12,Premier League,2023-2024
"33Julián AlvarezMan City, 25, AM(CLR),FW",7.1,Premier League,2023-2024
"34Jarrod BowenWest Ham, 28, AM(CLR),FW",7.1,Premier League,2023-2024
"35Diogo JotaLiverpool, 28, AM(CLR),FW",7.09,Premier League,2023-2024
"36Alexis Mac AllisterLiverpool, 26, M(CL),FW",7.09,Premier League,2023-2024
"37Luis DíazLiverpool, 28, AM(LR),FW",7.09,Premier League,2023-2024
"38James TarkowskiEverton, 32, D(C)",7.08,Premier League,2023-2024
"39Nicolas JacksonChelsea, 23, FW",7.07,Premier League,2023-2024
"40Kieran TrippierNewcastle, 34, D(LR),M(R)",7.07,Premier League,2023-2024
"41Thomas StrakoshaBrentford, 29, GK",7.05,Premier League,2023-2024
"42Manor SolomonTottenham, 25, AM(CLR)",7.05,Premier League,2023-2024
"43Ross BarkleyLuton, 31, M(CLR)",7.05,Premier League,2023-2024
"44Lucas PaquetáWest Ham, 27, M(CLR),FW",7.04,Premier League,2023-2024
"45Pedro PorroTottenham, 25, D(R),M(R)",7.04,Premier League,2023-2024
"46João PalhinhaFulham, 29, DMC",7.04,Premier League,2023-2024
"47Dominic SolankeBournemouth, 27, FW",7.03,Premier League,2023-2024
"48Josko GvardiolMan City, 23, D(CL)",7.03,Premier League,2023-2024
"49Cristian RomeroTottenham, 26, D(C)",7.03,Premier League,2023-2024
"50Bryan MbeumoBrentford, 25, AM(LR),FW",7.02,Premier League,2023-2024
"51Morgan Gibbs-WhiteNottingham Forest, 25, AM(CLR),FW",7.0,Premier League,2023-2024
"52James Ward-ProwseWest Ham, 30, M(CR)",6.99,Premier League,2023-2024
"53Jacob MurphyNewcastle, 29, D(R),M(LR)",6.99,Premier League,2023-2024
"54Gabriel MagalhãesArsenal, 27, D(C)",6.99,Premier League,2023-2024
"55Pedro NetoWolves, 24, AM(CLR),FW",6.99,Premier League,2023-2024
"56John McGinnAston Villa, 30, M(CLR)",6.98,Premier League,2023-2024
"57Dwight McNeilEverton, 25, M(CLR)",6.97,Premier League,2023-2024
"58CasemiroMan Utd, 32, D(C),DMC",6.97,Premier League,2023-2024
"59Leon BaileyAston Villa, 27, M(CLR),FW",6.96,Premier League,2023-2024
"60Dejan KulusevskiTottenham, 24, AM(CR),FW",6.96,Premier League,2023-2024
"61Alphonse AreolaWest Ham, 31, GK",6.96,Premier League,2023-2024
"62Diogo DalotMan Utd, 25, D(LR),M(LR)",6.96,Premier League,2023-2024
"63Douglas LuizAston Villa, 26, M(C)",6.95,Premier League,2023-2024
"64Aleksandar MitrovicFulham, 30, FW",6.95,Premier League,2023-2024
"65Willy-Arnaud BolyNottingham Forest, 34, D(C)",6.94,Premier League,2023-2024
"66Dan BurnNewcastle, 32, D(CL),M(L)",6.94,Premier League,2023-2024
"67João PedroBrighton, 23, AM(CL),FW",6.93,Premier League,2023-2024
"68Ben WhiteArsenal, 27, D(CR),DMC",6.93,Premier League,2023-2024
"69Adam WhartonCrystal Palace, 21, DMC",6.93,Premier League,2023-2024
"70Antonee RobinsonFulham, 27, D(L),M(L)",6.92,Premier League,2023-2024
"71Jarrad BranthwaiteEverton, 22, D(C)",6.9,Premier League,2023-2024
"72Gabriel JesusArsenal, 27, AM(LR),FW",6.89,Premier League,2023-2024
"73Gabriel MartinelliArsenal, 23, AM(LR),FW",6.89,Premier League,2023-2024
"74Ryan ChristieBournemouth, 29, M(CLR),FW",6.89,Premier League,2023-2024
"75Ivan ToneyBrentford, 28, FW",6.89,Premier League,2023-2024
"76Darwin NúñezLiverpool, 25, AM(CL),FW",6.89,Premier League,2023-2024
"77Tomás SoucekWest Ham, 29, M(C)",6.88,Premier League,2023-2024
"78Kaoru MitomaBrighton, 27, M(L)",6.88,Premier League,2023-2024
"79Ethan PinnockBrentford, 31, D(C)",6.88,Premier League,2023-2024
"80Jean-Philippe MatetaCrystal Palace, 27, FW",6.88,Premier League,2023-2024
"81Antoine SemenyoBournemouth, 25, AM(LR),FW",6.88,Premier League,2023-2024
"82Joachim AndersenCrystal Palace, 28, D(C)",6.88,Premier League,2023-2024
"83Yoane WissaBrentford, 28, AM(L),FW",6.87,Premier League,2023-2024
"84Cody GakpoLiverpool, 25, AM(CLR),FW",6.87,Premier League,2023-2024
"85Harry MaguireMan Utd, 31, D(C)",6.87,Premier League,2023-2024
"86Cheick DoucouréCrystal Palace, 25, DMC",6.87,Premier League,2023-2024
"87Marcus TavernierBournemouth, 25, M(CLR)",6.86,Premier League,2023-2024
"88Simon AdingraBrighton, 23, M(LR),FW",6.86,Premier League,2023-2024
"89Mario LeminaWolves, 31, D(C),M(C)",6.85,Premier League,2023-2024
"90Sergio ReguilónBrentford, 28, D(L),M(L)",6.85,Premier League,2023-2024
"91Moisés CaicedoChelsea, 23, D(R),DMC",6.85,Premier League,2023-2024
"92William SalibaArsenal, 23, D(C)",6.85,Premier League,2023-2024
"93Vitalii MykolenkoEverton, 25, D(CL),M(L)",6.85,Premier League,2023-2024
"94Jordan AyewCrystal Palace, 33, AM(CLR),FW",6.85,Premier League,2023-2024
"95Kyle WalkerMan City, 34, D(CR),M(R)",6.85,Premier League,2023-2024
"96André OnanaMan Utd, 28, GK",6.84,Premier League,2023-2024
"97Noni MaduekeChelsea, 22, AM(R),FW",6.84,Premier League,2023-2024
"98James GarnerEverton, 23, M(CR)",6.84,Premier League,2023-2024
"99Ibrahima KonatéLiverpool, 25, D(C)",6.84,Premier League,2023-2024
"100RicharlisonTottenham, 27, AM(CLR),FW",6.83,Premier League,2023-2024
"101Rúben DiasMan City, 27, D(C)",6.83,Premier League,2023-2024
"102Idrissa GueyeEverton, 35, M(C)",6.83,Premier League,2023-2024
"103Lewis CookBournemouth, 28, M(CL)",6.83,Premier League,2023-2024
"104Martin DúbravkaNewcastle, 36, GK",6.83,Premier League,2023-2024
"105Alfie DoughtyLuton, 25, D(L),M(LR)",6.83,Premier League,2023-2024
"106Leandro TrossardArsenal, 30, M(CLR),FW",6.82,Premier League,2023-2024
"107Oliver McBurnieSheff Utd, 28, AM(CL),FW",6.82,Premier League,2023-2024
"108Jefferson LermaCrystal Palace, 30, D(CR),DMC",6.82,Premier League,2023-2024
"109Levi ColwillChelsea, 21, D(CL)",6.82,Premier League,2023-2024
"110Mark TraversBournemouth, 25, GK",6.82,Premier League,2023-2024
"111Marc CucurellaChelsea, 26, D(CL),M(L)",6.81,Premier League,2023-2024
"112Dominik SzoboszlaiLiverpool, 24, AM(CLR)",6.81,Premier League,2023-2024
"113Scott McKennaNottingham Forest, 28, D(C)",6.81,Premier League,2023-2024
"114Craig DawsonWolves, 34, D(CR)",6.81,Premier League,2023-2024
"115Fabian SchärNewcastle, 33, D(C)",6.81,Premier League,2023-2024
"116Oleksandr ZinchenkoArsenal, 28, D(L),M(CLR)",6.81,Premier League,2023-2024
"117Raheem SterlingChelsea, 30, M(CLR),FW",6.8,Premier League,2023-2024
"118Tosin AdarabioyoFulham, 27, D(CR)",6.8,Premier League,2023-2024
"119Kobbie MainooMan Utd, 19, M(C)",6.8,Premier League,2023-2024
"120Matheus NunesWolves, 26, D(R),M(CLR)",6.8,Premier League,2023-2024
"121Ben BreretonSheff Utd, 25, AM(LR),FW",6.8,Premier League,2023-2024
"122Marcos SenesiBournemouth, 27, D(C)",6.8,Premier League,2023-2024
"123Christian NørgaardBrentford, 30, D(C),DMC",6.8,Premier League,2023-2024
"124Caoimhín KelleherLiverpool, 26, GK",6.8,Premier League,2023-2024
"125Boubacar KamaraAston Villa, 25, D(CL),DMC",6.79,Premier League,2023-2024
"126Micky van de VenTottenham, 23, D(CL)",6.79,Premier League,2023-2024
"127Hwang Hee-ChanWolves, 29, AM(CLR),FW",6.79,Premier League,2023-2024
"128Rodrigo MunizFulham, 23, FW",6.79,Premier League,2023-2024
"129Callum Hudson-OdoiNottingham Forest, 24, M(CLR)",6.79,Premier League,2023-2024
"130Dominic Calvert-LewinEverton, 27, AM(L),FW",6.79,Premier League,2023-2024
"131Manuel AkanjiMan City, 29, D(CLR),DMC",6.78,Premier League,2023-2024
"132Carlton MorrisLuton, 29, AM(CL),FW",6.78,Premier League,2023-2024
"133EmersonWest Ham, 30, D(L),M(L)",6.78,Premier League,2023-2024
"134Tyrick MitchellCrystal Palace, 25, D(L),M(L)",6.78,Premier League,2023-2024
"135Albert Sambi LokongaLuton, 25, DMC",6.78,Premier League,2023-2024
"136Robin OlsenAston Villa, 35, GK",6.78,Premier League,2023-2024
"137Thiago SilvaChelsea, 40, D(C)",6.77,Premier League,2023-2024
"138Joël MatipLiverpool, 33, D(C)",6.77,Premier League,2023-2024
"139Alex IwobiFulham, 28, D(R),M(CLR)",6.77,Premier League,2023-2024
"140Chiedozie OgbeneLuton, 27, M(CLR),FW",6.76,Premier League,2023-2024
"141Brennan JohnsonTottenham, 23, AM(CLR),FW",6.76,Premier League,2023-2024
"142Jarell QuansahLiverpool, 22, D(C)",6.76,Premier League,2023-2024
"143Alejandro GarnachoMan Utd, 20, AM(CLR)",6.76,Premier League,2023-2024
"144Rayan Aït-NouriWolves, 23, D(L),M(L)",6.76,Premier League,2023-2024
"145Ben GodfreyEverton, 27, D(CLR)",6.76,Premier League,2023-2024
"146Edson ÁlvarezWest Ham, 27, D(C),DMC",6.76,Premier League,2023-2024
"147Enzo FernándezChelsea, 24, M(C)",6.75,Premier League,2023-2024
"148Aaron Wan-BissakaMan Utd, 27, D(LR),M(R)",6.75,Premier League,2023-2024
"149Andreas PereiraFulham, 29, M(CLR)",6.75,Premier League,2023-2024
"150Chris WoodNottingham Forest, 33, FW",6.75,Premier League,2023-2024
"151JoelintonNewcastle, 28, AM(CLR),FW",6.75,Premier League,2023-2024
"152Guglielmo VicarioTottenham, 28, GK",6.75,Premier League,2023-2024
"153Malo GustoChelsea, 21, D(R),M(R)",6.74,Premier League,2023-2024
"154Callum WilsonNewcastle, 32, FW",6.74,Premier League,2023-2024
"155Trevoh ChalobahChelsea, 25, D(CR),DMC",6.74,Premier League,2023-2024
"156Morgan RogersAston Villa, 22, AM(CLR),FW",6.73,Premier League,2023-2024
"157Nathan AkéMan City, 30, D(CL),DMC",6.73,Premier League,2023-2024
"158Lewis DunkBrighton, 33, D(C)",6.73,Premier League,2023-2024
"159NetoBournemouth, 35, GK",6.73,Premier League,2023-2024
"160Pervis EstupiñánBrighton, 27, D(L),M(L)",6.73,Premier League,2023-2024
"161Jan Paul van HeckeBrighton, 24, D(C)",6.72,Premier League,2023-2024
"162Jordan BeyerBurnley, 24, D(CR)",6.72,Premier League,2023-2024
"163Chris RichardsCrystal Palace, 24, D(C),DMC",6.72,Premier League,2023-2024
"164Pablo SarabiaWolves, 32, D(L),M(CLR),FW",6.72,Premier League,2023-2024
"165WillianFulham, 36, AM(CLR)",6.72,Premier League,2023-2024
"166Jack GrealishMan City, 29, M(CL),FW",6.72,Premier League,2023-2024
"167Rico HenryBrentford, 27, D(L),M(L)",6.72,Premier League,2023-2024
"168José SáWolves, 32, GK",6.72,Premier League,2023-2024
"169Yves BissoumaTottenham, 28, M(C)",6.72,Premier League,2023-2024
"170Maximilian KilmanWolves, 27, D(C)",6.71,Premier League,2023-2024
"171Mathias JensenBrentford, 29, M(C)",6.71,Premier League,2023-2024
"172Scott McTominayMan Utd, 28, D(C),M(C)",6.71,Premier League,2023-2024
"173Destiny UdogieTottenham, 22, D(L),M(L)",6.71,Premier League,2023-2024
"174Amadou OnanaEverton, 23, DMC",6.71,Premier League,2023-2024
"175Jordan PickfordEverton, 30, GK",6.71,Premier League,2023-2024
"176Emiliano MartínezAston Villa, 32, GK",6.71,Premier League,2023-2024
"177Nick PopeNewcastle, 32, GK",6.71,Premier League,2023-2024
"178Harvey ElliottLiverpool, 21, AM(CR)",6.7,Premier League,2023-2024
"179Rasmus HøjlundMan Utd, 22, FW",6.7,Premier League,2023-2024
"180Marcus RashfordMan Utd, 27, AM(CLR),FW",6.69,Premier League,2023-2024
"181MurilloNottingham Forest, 22, D(C)",6.69,Premier League,2023-2024
"182Lucas DigneAston Villa, 31, D(CL),M(L)",6.68,Premier League,2023-2024
"183Timo WernerTottenham, 28, AM(CLR),FW",6.68,Premier League,2023-2024
"184Bernd LenoFulham, 32, GK",6.68,Premier League,2023-2024
"185Vitaly JaneltBrentford, 26, D(L),DMC",6.68,Premier League,2023-2024
"186Kostas TsimikasLiverpool, 28, D(L)",6.68,Premier League,2023-2024
"187Luis SinisterraBournemouth, 25, AM(LR),FW",6.68,Premier League,2023-2024
"188Amad DialloMan Utd, 22, M(CR)",6.67,Premier League,2023-2024
"189Stefan OrtegaMan City, 32, GK",6.67,Premier League,2023-2024
"190Thomas ParteyArsenal, 31, D(R),M(CR)",6.67,Premier League,2023-2024
"191Sean LongstaffNewcastle, 27, DMC",6.67,Premier League,2023-2024
"192Tom LockyerLuton, 30, D(C)",6.67,Premier League,2023-2024
"193João GomesWolves, 24, M(C)",6.67,Premier League,2023-2024
"194Mykhailo MudrykChelsea, 24, AM(L)",6.67,Premier League,2023-2024
"195Raúl JiménezFulham, 33, FW",6.67,Premier League,2023-2024
"196Matty CashAston Villa, 27, D(R),M(CLR)",6.66,Premier League,2023-2024
"197Nathan CollinsBrentford, 23, D(CR)",6.66,Premier League,2023-2024
"198Neco WilliamsNottingham Forest, 23, D(LR),M(LR)",6.66,Premier League,2023-2024
"199Dara O'SheaBurnley, 25, D(CR)",6.66,Premier League,2023-2024
"200Pape SarrTottenham, 22, M(C)",6.66,Premier League,2023-2024
"201Josh CullenBurnley, 28, DMC",6.65,Premier League,2023-2024
"202Robert SánchezChelsea, 27, GK",6.65,Premier League,2023-2024
"203Luke ShawMan Utd, 29, D(CL),M(L)",6.65,Premier League,2023-2024
"204Elliot AndersonNewcastle, 22, M(CL)",6.65,Premier League,2023-2024
"205James TraffordBurnley, 22, GK",6.65,Premier League,2023-2024
"206Alisson BeckerLiverpool, 32, GK",6.65,Premier League,2023-2024
"207Moussa DiabyAston Villa, 25, M(CLR),FW",6.65,Premier League,2023-2024
"208Mark FlekkenBrentford, 31, GK",6.65,Premier League,2023-2024
"209Teden MengiLuton, 22, D(C)",6.65,Premier League,2023-2024
"210Bart VerbruggenBrighton, 22, GK",6.64,Premier League,2023-2024
"211Lukasz FabianskiWest Ham, 39, GK",6.64,Premier League,2023-2024
"212Ezri KonsaAston Villa, 27, D(CR)",6.64,Premier League,2023-2024
"213Mateo KovacicMan City, 30, M(CL)",6.63,Premier League,2023-2024
"214Jack HinshelwoodBrighton, 19, D(LR),DMC",6.63,Premier League,2023-2024
"215Abdoulaye DoucouréEverton, 32, M(C)",6.63,Premier League,2023-2024
"216EdersonMan City, 31, GK",6.63,Premier League,2023-2024
"217Timothy CastagneFulham, 29, D(CLR),M(LR)",6.63,Premier League,2023-2024
"218Youri TielemansAston Villa, 27, M(C)",6.63,Premier League,2023-2024
"219Sèrge AurierNottingham Forest, 32, D(CLR),M(R)",6.63,Premier League,2023-2024
"220Ben DaviesTottenham, 31, D(CL),M(L)",6.62,Premier League,2023-2024
"221Wilson OdobertBurnley, 20, AM(CLR),FW",6.62,Premier League,2023-2024
"222Vinicius SouzaSheff Utd, 25, DMC",6.62,Premier League,2023-2024
"223Djordje PetrovicChelsea, 25, GK",6.62,Premier League,2023-2024
"224Jack HarrisonEverton, 28, AM(CLR),FW",6.62,Premier League,2023-2024
"225Anthony ElangaNottingham Forest, 22, AM(LR),FW",6.62,Premier League,2023-2024
"226Ola AinaNottingham Forest, 28, D(CLR),M(LR)",6.62,Premier League,2023-2024
"227Harvey BarnesNewcastle, 27, AM(CL)",6.61,Premier League,2023-2024
"228Gabriel OshoLuton, 26, D(CR),DMC",6.61,Premier League,2023-2024
"229Kristoffer AjerBrentford, 26, D(CLR),DMC",6.61,Premier League,2023-2024
"230Josh BrownhillBurnley, 29, M(CR)",6.61,Premier League,2023-2024
"231Nicolás DomínguezNottingham Forest, 26, M(CLR)",6.61,Premier League,2023-2024
"232Jamaal LascellesNewcastle, 31, D(C)",6.61,Premier League,2023-2024
"233Pau TorresAston Villa, 28, D(C)",6.61,Premier League,2023-2024
"234Dango OuattaraBournemouth, 23, D(L),M(LR),FW",6.61,Premier League,2023-2024
"235Joe GomezLiverpool, 27, D(CLR)",6.6,Premier League,2023-2024
"236Michail AntonioWest Ham, 34, D(R),M(CLR),FW",6.6,Premier League,2023-2024
"237Jonny EvansMan Utd, 37, D(CL)",6.6,Premier League,2023-2024
"238Nélson SemedoWolves, 31, D(CLR),M(R)",6.6,Premier League,2023-2024
"239Miguel AlmirónNewcastle, 31, AM(CLR),FW",6.6,Premier League,2023-2024
"240Takehiro TomiyasuArsenal, 26, D(CLR)",6.6,Premier League,2023-2024
"241Wataru EndoLiverpool, 32, DMC",6.59,Premier League,2023-2024
"242Elijah AdebayoLuton, 27, FW",6.59,Premier League,2023-2024
"243Ivan PerisicTottenham, 36, M(CLR),FW",6.59,Premier League,2023-2024
"244Axel DisasiChelsea, 26, D(CR)",6.58,Premier League,2023-2024
"245Vladimír CoufalWest Ham, 32, D(CR),M(R)",6.58,Premier League,2023-2024
"246Jakub KiwiorArsenal, 25, D(CL),DMC",6.58,Premier League,2023-2024
"247Taiwo AwoniyiNottingham Forest, 27, FW",6.58,Premier League,2023-2024
"248Sander BergeBurnley, 27, M(C)",6.58,Premier League,2023-2024
"249Gustavo HamerSheff Utd, 27, D(R),M(CL)",6.58,Premier League,2023-2024
"250Danny WelbeckBrighton, 34, AM(CLR),FW",6.58,Premier League,2023-2024
"251Sven BotmanNewcastle, 25, D(C)",6.58,Premier League,2023-2024
"252Lewis MileyNewcastle, 18, M(C)",6.57,Premier League,2023-2024
"253Lyle FosterBurnley, 24, AM(L),FW",6.57,Premier League,2023-2024
"254Raphaël VaraneMan Utd, 31, D(C)",6.57,Premier League,2023-2024
"255Reece BurkeLuton, 28, D(CR)",6.57,Premier League,2023-2024
"256John StonesMan City, 30, D(CR),DMC",6.56,Premier League,2023-2024
"257Kenny TeteFulham, 29, D(CR),M(R)",6.56,Premier League,2023-2024
"258Odsonne ÉdouardCrystal Palace, 27, AM(L),FW",6.56,Premier League,2023-2024
"259Konstantinos MavropanosWest Ham, 27, D(CR)",6.55,Premier League,2023-2024
"260Marc GuéhiCrystal Palace, 24, D(C)",6.55,Premier League,2023-2024
"261Alex IwobiEverton, 28, D(R),M(CLR)",6.55,Premier League,2023-2024
"262Justin KluivertBournemouth, 25, AM(CLR),FW",6.55,Premier League,2023-2024
"263Issa KaboréLuton, 23, D(R),M(R)",6.55,Premier League,2023-2024
"264DaniloNottingham Forest, 23, M(C)",6.55,Premier League,2023-2024
"265Toti GomesWolves, 26, D(CL)",6.55,Premier League,2023-2024
"266Lewis HallNewcastle, 20, D(L),M(L)",6.55,Premier League,2023-2024
"267Ben MeeBrentford, 35, D(CL)",6.54,Premier League,2023-2024
"268AntonyMan Utd, 24, AM(R)",6.54,Premier League,2023-2024
"269Tyler AdamsBournemouth, 26, D(R),M(CR)",6.54,Premier League,2023-2024
"270David RayaArsenal, 29, GK",6.54,Premier League,2023-2024
"271Rico LewisMan City, 20, D(LR),M(C)",6.54,Premier League,2023-2024
"272Oliver ArblasterSheff Utd, 20, DMC",6.54,Premier League,2023-2024
"273Eddie NketiahArsenal, 25, AM(C),FW",6.53,Premier League,2023-2024
"274Sandro TonaliNewcastle, 24, DMC",6.53,Premier League,2023-2024
"275Illia ZabarnyiBournemouth, 22, D(C)",6.53,Premier League,2023-2024
"276Will HughesCrystal Palace, 29, M(CLR)",6.53,Premier League,2023-2024
"277Harry WilsonFulham, 27, AM(CLR)",6.52,Premier League,2023-2024
"278Tom CairneyFulham, 34, M(CR)",6.52,Premier League,2023-2024
"279Nathaniel ClyneCrystal Palace, 33, D(CLR),M(R)",6.52,Premier League,2023-2024
"280ZankaBrentford, 34, D(C)",6.52,Premier League,2023-2024
"281Kurt ZoumaWest Ham, 30, D(CR)",6.52,Premier League,2023-2024
"282Igor JulioBrighton, 27, D(CL),M(L)",6.52,Premier League,2023-2024
"283Issa DiopFulham, 28, D(C)",6.51,Premier League,2023-2024
"284Adam SmithBournemouth, 33, D(LR),M(LR)",6.51,Premier League,2023-2024
"285Emerson RoyalTottenham, 26, D(CLR),M(R)",6.51,Premier League,2023-2024
"286Joël VeltmanBrighton, 33, D(CR),M(R)",6.51,Premier League,2023-2024
"287Zeki AmdouniBurnley, 24, AM(C),FW",6.51,Premier League,2023-2024
"288Thomas KaminskiLuton, 32, GK",6.51,Premier League,2023-2024
"289David Datro FofanaBurnley, 22, FW",6.51,Premier League,2023-2024
"290Harry ToffoloNottingham Forest, 29, D(L),M(L)",6.5,Premier League,2023-2024
"291Ibrahim SangaréNottingham Forest, 27, DMC",6.5,Premier League,2023-2024
"292Tino LivramentoNewcastle, 22, D(LR)",6.5,Premier League,2023-2024
"293Amari'i BellLuton, 30, D(CL),M(L)",6.5,Premier League,2023-2024
"294Julio EncisoBrighton, 21, AM(CL)",6.5,Premier League,2023-2024
"295Ryan YatesNottingham Forest, 27, M(C)",6.5,Premier League,2023-2024
"296Victor LindelöfMan Utd, 30, D(CLR)",6.5,Premier League,2023-2024
"297James MilnerBrighton, 39, D(LR),M(CLR)",6.49,Premier League,2023-2024
"298Ryan GravenberchLiverpool, 22, DMC",6.49,Premier League,2023-2024
"299Dean HendersonCrystal Palace, 27, GK",6.49,Premier League,2023-2024
"300Jóhann GudmundssonBurnley, 34, M(CLR)",6.49,Premier League,2023-2024
"301Christopher NkunkuChelsea, 27, M(CLR),FW",6.49,Premier League,2023-2024
"302Giovani Lo CelsoTottenham, 28, M(CR),FW",6.49,Premier League,2023-2024
"303Evan FergusonBrighton, 20, FW",6.49,Premier League,2023-2024
"304Reece JamesChelsea, 25, D(CR),DMC,M(R)",6.49,Premier League,2023-2024
"305Chris MephamBournemouth, 27, D(C)",6.49,Premier League,2023-2024
"306Mads AndersenLuton, 27, D(C)",6.48,Premier League,2023-2024
"307Neal MaupayBrentford, 28, AM(C),FW",6.48,Premier League,2023-2024
"308Saïd BenrahmaWest Ham, 29, AM(CLR)",6.48,Premier League,2023-2024
"309Lorenz AssignonBurnley, 24, D(R),M(R)",6.48,Premier League,2023-2024
"310Jeffrey SchluppCrystal Palace, 32, D(L),M(CLR)",6.48,Premier League,2023-2024
"311Jacob RamseyAston Villa, 23, AM(CLR)",6.48,Premier League,2023-2024
"312Benoît BadiashileChelsea, 23, D(C)",6.48,Premier League,2023-2024
"313Facundo BuonanotteBrighton, 20, AM(CR)",6.47,Premier League,2023-2024
"314Adam WebsterBrighton, 30, D(C)",6.47,Premier League,2023-2024
"315Ben ChilwellChelsea, 28, D(L),M(L)",6.47,Premier League,2023-2024
"316Keane Lewis-PotterBrentford, 23, D(L),M(CLR),FW",6.47,Premier League,2023-2024
"317Davinson SánchezTottenham, 28, D(C)",6.47,Premier League,2023-2024
"318Emil KrafthNewcastle, 30, D(CR),M(R)",6.47,Premier League,2023-2024
"319Philip BillingBournemouth, 28, M(C),FW",6.47,Premier League,2023-2024
"320Curtis JonesLiverpool, 24, M(CL)",6.47,Premier League,2023-2024
"321Charlie TaylorBurnley, 31, D(CL),M(L)",6.47,Premier League,2023-2024
"322Matt TurnerNottingham Forest, 30, GK",6.47,Premier League,2023-2024
"323Jayden BogleSheff Utd, 24, D(R),M(R)",6.47,Premier League,2023-2024
"324Maxime EstèveBurnley, 22, D(C)",6.46,Premier League,2023-2024
"325Alex ScottBournemouth, 21, M(CR)",6.46,Premier League,2023-2024
"326Calvin BasseyFulham, 25, D(CL)",6.46,Premier League,2023-2024
"327Álex MorenoAston Villa, 31, D(L),M(L)",6.46,Premier League,2023-2024
"328Oscar BobbMan City, 21, AM(R)",6.46,Premier League,2023-2024
"329Gonzalo MontielNottingham Forest, 28, D(CR),M(R)",6.46,Premier League,2023-2024
"330Orel MangalaNottingham Forest, 26, M(C)",6.45,Premier League,2023-2024
"331Wes FoderinghamSheff Utd, 34, GK",6.45,Premier League,2023-2024
"332Joe WillockNewcastle, 25, M(C)",6.45,Premier League,2023-2024
"333Jacob BrownLuton, 26, M(CLR),FW",6.45,Premier League,2023-2024
"334Luca KoleoshoBurnley, 20, AM(LR)",6.45,Premier League,2023-2024
"335Jacob Bruun LarsenBurnley, 26, AM(CLR),FW",6.45,Premier League,2023-2024
"336Joel WardCrystal Palace, 35, D(CLR),DMC,M(R)",6.45,Premier League,2023-2024
"337Sam JohnstoneCrystal Palace, 31, GK",6.44,Premier League,2023-2024
"338Mads RoerslevBrentford, 25, D(R),M(R)",6.44,Premier League,2023-2024
"339Jurriën TimberArsenal, 23, D(CLR)",6.43,Premier League,2023-2024
"340Frank OnyekaBrentford, 27, DMC",6.43,Premier League,2023-2024
"341Sergio ReguilónMan Utd, 28, D(L),M(L)",6.42,Premier League,2023-2024
"342George BaldockSheff Utd, 31, D(CR),M(R)",6.42,Premier League,2023-2024
"343Milos KerkezBournemouth, 21, D(L),M(L)",6.42,Premier League,2023-2024
"344Tim ReamFulham, 37, D(CL),DMC",6.42,Premier League,2023-2024
"345Cameron ArcherSheff Utd, 23, FW",6.42,Premier League,2023-2024
