Player Name,Rating,League,Season
"416Jeremy ToljanSassuolo, 30, D(LR),M(LR)",6.33,Serie A,2023-2024
"417Pedro ObiangSassuolo, 32, DMC",6.33,Serie A,2023-2024
"418Hamza RafiaLecce, 25, AM(C)",6.33,Serie A,2023-2024
"419Federico BonazzoliVerona, 27, AM(C),FW",6.33,Serie A,2023-2024
"420Roberto PiccoliLecce, 24, FW",6.32,Serie A,2023-2024
"421Nikola MoroBologna, 26, M(C)",6.32,Serie A,2023-2024
"422Alessandro DeiolaCagliari, 29, DMC",6.31,Serie A,2023-2024
"423Jakub JanktoCagliari, 29, M(CLR)",6.31,Serie A,2023-2024
"424Tammy AbrahamRoma, 27, FW",6.31,Serie A,2023-2024
"425Timothy WeahJuventus, 24, D(LR),M(LR),FW",6.31,Serie A,2023-2024
"426SimySalernitana, 32, FW",6.31,Serie A,2023-2024
"427Tommaso BaldanziEmpoli, 21, AM(CR)",6.31,Serie A,2023-2024
"428Bruno AmioneVerona, 23, D(C)",6.31,Serie A,2023-2024
"429Paulo AzziCagliari, 30, M(LR)",6.31,Serie A,2023-2024
"430Tyronne EbuehiEmpoli, 29, D(LR)",6.3,Serie A,2023-2024
"431Tiago DjalóJuventus, 24, D(CLR)",6.3,Serie A,2023-2024
"432Maxime LopezFiorentina, 27, M(CR)",6.3,Serie A,2023-2024
"433Jordan ZemuraUdinese, 25, D(L),M(L)",6.29,Serie A,2023-2024
"434Carlos AlcarazJuventus, 22, M(CL),FW",6.29,Serie A,2023-2024
"435Antoine MakoumbouCagliari, 26, DMC",6.29,Serie A,2023-2024
"436Norbert GyömbérSalernitana, 32, D(CR),DMC",6.29,Serie A,2023-2024
"437Isaac SuccessUdinese, 29, AM(LR),FW",6.29,Serie A,2023-2024
"438Gvidas GineitisTorino, 20, DMC",6.29,Serie A,2023-2024
"439Tajon BuchananInter, 26, D(R),M(CLR)",6.28,Serie A,2023-2024
"440Pasquale MazzocchiNapoli, 29, D(LR),M(LR)",6.28,Serie A,2023-2024
"441Keinan DavisUdinese, 27, FW",6.28,Serie A,2023-2024
"442Lapo NavaAC Milan, 21, Goalkeeper",6.28,Serie A,2023-2024
"443Uros RacicSassuolo, 26, DMC",6.28,Serie A,2023-2024
"444Filippo MissoriSassuolo, 20, Defender",6.28,Serie A,2023-2024
"445Samu CastillejoSassuolo, 30, AM(CLR),FW",6.28,Serie A,2023-2024
"446Alessandro SorrentinoMonza, 22, GK",6.27,Serie A,2023-2024
"447Daniel MaldiniEmpoli, 23, AM(CL),FW",6.27,Serie A,2023-2024
"448Viktor KovalenkoEmpoli, 29, M(C)",6.27,Serie A,2023-2024
"449Francesco CaputoEmpoli, 37, FW",6.27,Serie A,2023-2024
"450Dean HuijsenRoma, 19, D(C)",6.27,Serie A,2023-2024
"451Marcus PedersenSassuolo, 24, D(LR),M(R)",6.27,Serie A,2023-2024
"452Hamed TraoréNapoli, 25, AM(CLR)",6.27,Serie A,2023-2024
"453Gianluca CaprariMonza, 31, AM(CLR),FW",6.26,Serie A,2023-2024
"454Emil BohinenSalernitana, 25, DMC",6.26,Serie A,2023-2024
"455Matteo LovatoTorino, 25, D(C)",6.26,Serie A,2023-2024
"456Matteo LovatoSalernitana, 25, D(C)",6.26,Serie A,2023-2024
"457Alessandro ZanoliSalernitana, 24, D(R),M(R)",6.26,Serie A,2023-2024
"458Saba SazonovTorino, 23, D(C)",6.26,Serie A,2023-2024
"459Pedro PereiraMonza, 27, D(R),M(LR)",6.25,Serie A,2023-2024
"460Tommaso CorazzaBologna, 20, Defender",6.25,Serie A,2023-2024
"461Giuseppe CasoFrosinone, 26, Forward",6.25,Serie A,2023-2024
"462Moise KeanJuventus, 24, AM(LR),FW",6.25,Serie A,2023-2024
"463PedroLazio, 37, M(CLR),FW",6.25,Serie A,2023-2024
"464Pietro ComuzzoFiorentina, 19, D(C)",6.25,Serie A,2023-2024
"465Mateusz WieteskaCagliari, 28, D(C)",6.25,Serie A,2023-2024
"466Renato SanchesRoma, 27, M(CR)",6.25,Serie A,2023-2024
"467Grégoire DefrelSassuolo, 33, AM(CR),FW",6.25,Serie A,2023-2024
"468David OkerekeTorino, 27, AM(CLR),FW",6.25,Serie A,2023-2024
"469Benoît CostilSalernitana, 37, GK",6.25,Serie A,2023-2024
"470Giovanni SimeoneNapoli, 29, AM(R),FW",6.25,Serie A,2023-2024
"471Arijon IbrahimovicFrosinone, 19, AM(L)",6.24,Serie A,2023-2024
"472Santiago PierottiLecce, 23, AM(CR),FW",6.24,Serie A,2023-2024
"473Adam ObertCagliari, 22, D(CL)",6.24,Serie A,2023-2024
"474Stefan MitrovicVerona, 22, AM(LR)",6.24,Serie A,2023-2024
"475Emmanuel GyasiEmpoli, 31, M(CLR),FW",6.24,Serie A,2023-2024
"476Mitchel BakkerAtalanta, 24, D(L),M(L)",6.24,Serie A,2023-2024
"477José PalominoAtalanta, 35, D(C)",6.24,Serie A,2023-2024
"478Emanuel VignatoSalernitana, 24, AM(CL)",6.23,Serie A,2023-2024
"479Diego DemmeNapoli, 33, DMC",6.23,Serie A,2023-2024
"480Mattia De SciglioJuventus, 32, D(CLR),M(LR)",6.23,Serie A,2023-2024
"481Jean-Daniel Akpa AkproMonza, 32, D(R),M(CLR)",6.22,Serie A,2023-2024
"482Kaio JorgeFrosinone, 23, FW",6.22,Serie A,2023-2024
"483Pantelis HatzidiakosCagliari, 28, D(CR)",6.22,Serie A,2023-2024
"484Kevin BonifaziBologna, 28, D(C)",6.22,Serie A,2023-2024
"485Chukwubuikem IkwuemesiSalernitana, 23, FW",6.22,Serie A,2023-2024
"486Riccardo PaganoRoma, 20, Midfielder",6.22,Serie A,2023-2024
"487Ruan TressoldiSassuolo, 25, D(C)",6.22,Serie A,2023-2024
"488Jérôme BoatengSalernitana, 36, D(CR)",6.21,Serie A,2023-2024
"489Agustín MarteganiSalernitana, 24, AM(C)",6.21,Serie A,2023-2024
"490Lucien AgouméInter, 23, DMC",6.21,Serie A,2023-2024
"491Mirko MaricMonza, 29, Forward",6.21,Serie A,2023-2024
"492Kingstone MutandwaCagliari, 22, Forward",6.21,Serie A,2023-2024
"493David ZimaTorino, 24, D(C)",6.2,Serie A,2023-2024
"494Ridgeciano HapsGenoa, 31, D(L),M(L)",6.2,Serie A,2023-2024
"495Jesper LindstrømNapoli, 24, AM(CLR),FW",6.2,Serie A,2023-2024
"496Marco SilvestriUdinese, 33, GK",6.2,Serie A,2023-2024
"497Enzo EbosseUdinese, 25, D(C)",6.2,Serie A,2023-2024
"498Nicola BagnoliniBologna, 20, Goalkeeper",6.2,Serie A,2023-2024
"499Triantafyllos PasalidisSalernitana, 28, D(C)",6.2,Serie A,2023-2024
"500Flavius DaniliucSalernitana, 23, D(CR)",6.2,Serie A,2023-2024
"501Davy KlaassenInter, 31, M(CL)",6.2,Serie A,2023-2024
"502BrennerUdinese, 25, AM(C),FW",6.2,Serie A,2023-2024
"503Demba SeckTorino, 24, AM(C)",6.19,Serie A,2023-2024
"504Marvin ÇuniFrosinone, 23, FW",6.19,Serie A,2023-2024
"505Medon BerishaLecce, 21, M(C)",6.18,Serie A,2023-2024
"506Brandon SoppyTorino, 22, D(R),M(LR)",6.18,Serie A,2023-2024
"507Papu GómezMonza, 37, M(CLR),FW",6.18,Serie A,2023-2024
"508Andres SfaitSalernitana, 20, Midfielder",6.18,Serie A,2023-2024
"509Pierre KaluluAC Milan, 24, D(CR)",6.18,Serie A,2023-2024
"510Iron GomisSalernitana, 25, AM(L)",6.18,Serie A,2023-2024
"511Álex JiménezAC Milan, 19, Defender",6.17,Serie A,2023-2024
"512Pietro PellegriTorino, 23, FW",6.17,Serie A,2023-2024
"513Alessio ZerbinNapoli, 25, M(L)",6.17,Serie A,2023-2024
"514Oier ZarragaUdinese, 26, DMC,M(R)",6.17,Serie A,2023-2024
"515Davide BartesaghiAC Milan, 19, Defender",6.17,Serie A,2023-2024
"516Shon WeissmanSalernitana, 29, FW",6.16,Serie A,2023-2024
"517Axel GuessandUdinese, 20, Defender",6.16,Serie A,2023-2024
"518Gerardo FuscoSalernitana, 19, Forward",6.16,Serie A,2023-2024
"519Reda BelahyaneVerona, 20, DMC",6.16,Serie A,2023-2024
"520Demba SeckFrosinone, 24, AM(C)",6.16,Serie A,2023-2024
"521Adam MasinaUdinese, 31, D(CL),M(L)",6.16,Serie A,2023-2024
"522Giorgio CittadiniMonza, 22, Defender",6.15,Serie A,2023-2024
"523Juan Manuel CruzVerona, 25, FW",6.15,Serie A,2023-2024
"524Michele CerofoliniFrosinone, 26, GK",6.15,Serie A,2023-2024
"525Sydney van HooijdonkBologna, 25, FW",6.15,Serie A,2023-2024
"526Rúben VinagreVerona, 25, D(L),M(L)",6.15,Serie A,2023-2024
"527Gino InfantinoFiorentina, 21, AM(CLR)",6.15,Serie A,2023-2024
"528Farès GhedjemisFrosinone, 22, Forward",6.14,Serie A,2023-2024
"529Luca GarritanoFrosinone, 31, Midfielder",6.14,Serie A,2023-2024
"530Dean HuijsenJuventus, 19, D(C)",6.14,Serie A,2023-2024
"531José MachínMonza, 28, AM(C)",6.14,Serie A,2023-2024
"532Emil CeïdeSassuolo, 23, Forward",6.14,Serie A,2023-2024
"533CharlysVerona, 20, Midfielder",6.14,Serie A,2023-2024
"534Dani SilvaVerona, 24, DMC",6.13,Serie A,2023-2024
"535Andrea FerrarisMonza, 21, Forward",6.13,Serie A,2023-2024
"536Marco PellegrinoSalernitana, 22, D(C)",6.13,Serie A,2023-2024
"537Ebenezer AkinsanmiroInter, 20, Midfielder",6.12,Serie A,2023-2024
"538Karlo LulicFrosinone, 28, Midfielder",6.12,Serie A,2023-2024
"539Ola SolbakkenRoma, 26, AM(CR)",6.12,Serie A,2023-2024
"540Simone VerdiTorino, 32, AM(CLR),FW",6.12,Serie A,2023-2024
"541Leander DendonckerNapoli, 29, D(C),M(C)",6.12,Serie A,2023-2024
"542Emil BohinenGenoa, 25, DMC",6.11,Serie A,2023-2024
"543Elayis TavsanVerona, 23, AM(R),FW",6.11,Serie A,2023-2024
"544Maxime LopezSassuolo, 27, M(CR)",6.11,Serie A,2023-2024
"545Alessio CragnoSassuolo, 30, GK",6.11,Serie A,2023-2024
"546Yann KaramohTorino, 26, AM(CLR),FW",6.1,Serie A,2023-2024
"547Jordi MboulaVerona, 25, AM(R)",6.1,Serie A,2023-2024
"548Christos PapadopoulosGenoa, 20, Midfielder",6.1,Serie A,2023-2024
"549Filip JagielloGenoa, 27, M(C)",6.1,Serie A,2023-2024
"550Nikita ContiniNapoli, 28, Goalkeeper",6.1,Serie A,2023-2024
"551Lorenzo VenutiLecce, 29, D(CLR),M(LR)",6.1,Serie A,2023-2024
"552Samuele MulattieriSassuolo, 24, Forward",6.1,Serie A,2023-2024
"553Mattia DestroEmpoli, 33, FW",6.09,Serie A,2023-2024
"554Alan MatturroGenoa, 20, D(C)",6.09,Serie A,2023-2024
"555Riccardo SaponaraVerona, 33, AM(CLR)",6.09,Serie A,2023-2024
"556Thomas HenryVerona, 30, FW",6.09,Serie A,2023-2024
"557Daniele SommarivaGenoa, 27, Goalkeeper",6.09,Serie A,2023-2024
"558Przemyslaw SzyminskiFrosinone, 30, Defender",6.09,Serie A,2023-2024
"559Kevin ZeroliAC Milan, 20, Midfielder",6.09,Serie A,2023-2024
"560Yerry MinaFiorentina, 30, D(C)",6.09,Serie A,2023-2024
"561Domingos QuinaUdinese, 25, M(CLR)",6.08,Serie A,2023-2024
"562Tommaso MartinelliFiorentina, 19, Goalkeeper",6.08,Serie A,2023-2024
"563Lorenzo AmatucciFiorentina, 21, Midfielder",6.08,Serie A,2023-2024
"564Alessandro Di PardoCagliari, 25, Defender",6.07,Serie A,2023-2024
"565Mateusz LegowskiSalernitana, 22, M(C)",6.07,Serie A,2023-2024
"566Emmanuel EkongEmpoli, 22, Forward",6.07,Serie A,2023-2024
"567Michel AdopoAtalanta, 24, DMC",6.06,Serie A,2023-2024
"568Kevin BonifaziFrosinone, 28, D(C)",6.06,Serie A,2023-2024
"569David AnkeyeGenoa, 22, Forward",6.05,Serie A,2023-2024
"570Erik BotheimSalernitana, 25, AM(C),FW",6.05,Serie A,2023-2024
"571George PuscasGenoa, 28, FW",6.04,Serie A,2023-2024
"572Dylan BronnSalernitana, 29, D(C)",6.04,Serie A,2023-2024
"573Kevin MirandaSassuolo, 21, Defender",6.03,Serie A,2023-2024
"574Luigi CanottoFrosinone, 30, Forward",6.03,Serie A,2023-2024
"575Stiven ShpendiEmpoli, 21, Forward",6.03,Serie A,2023-2024
"576Trivante StewartSalernitana, 24, Forward",6.03,Serie A,2023-2024
"577Marco MancosuCagliari, 36, AM(C)",6.02,Serie A,2023-2024
"578Giacomo CoronaEmpoli, 20, Forward",6.02,Serie A,2023-2024
"579Pablo GaldamesGenoa, 28, M(C)",6.02,Serie A,2023-2024
"580Justin KumiSassuolo, 20, Midfielder",6.01,Serie A,2023-2024
"581Alessandro ZanoliNapoli, 24, D(R),M(R)",6.01,Serie A,2023-2024
"582Marash KumbullaSassuolo, 25, D(C)",6.0,Serie A,2023-2024
"583Antonio TikvicUdinese, 20, Defender",6.0,Serie A,2023-2024
"584Daniele PadelliUdinese, 39, GK",6.0,Serie A,2023-2024
"585Gianluca PegoloSassuolo, 43, GK",6.0,Serie A,2023-2024
"586Leonardo MendicinoAtalanta, 18, Midfielder",6.0,Serie A,2023-2024
"587Pierluigi FrattaliFrosinone, 39, Goalkeeper",6.0,Serie A,2023-2024
"588Simone ArestiCagliari, 38, Goalkeeper",6.0,Serie A,2023-2024
"589Andrea SoderoEmpoli, 20, Forward",5.99,Serie A,2023-2024
"590Davide BettellaMonza, 24, Defender",5.99,Serie A,2023-2024
"591Leonardo CerriJuventus, 21, Forward",5.99,Serie A,2023-2024
"592Mamadou CoulibalySalernitana, 26, M(C)",5.99,Serie A,2023-2024
"593Alphadjo CissèVerona, 18, Forward",5.98,Serie A,2023-2024
"594Liam HendersonEmpoli, 28, AM(C)",5.98,Serie A,2023-2024
"595Niccolò PisilliRoma, 20, AM(C)",5.98,Serie A,2023-2024
"596Vivaldo SemedoUdinese, 20, FW",5.98,Serie A,2023-2024
"597Roberto PiccoliEmpoli, 24, FW",5.98,Serie A,2023-2024
"598Giorgi KvernadzeFrosinone, 22, Forward",5.97,Serie A,2023-2024
"599Marley AkéUdinese, 24, Midfielder",5.97,Serie A,2023-2024
"600Simone PafundiUdinese, 18, Midfielder",5.97,Serie A,2023-2024
"601Yayah KallonVerona, 23, AM(C)",5.97,Serie A,2023-2024
"602Marcin ListkowskiLecce, 27, Forward",5.96,Serie A,2023-2024
"603Seydou FiniGenoa, 18, Forward",5.95,Serie A,2023-2024
"604Silvan HeftiGenoa, 27, D(R),M(R)",5.95,Serie A,2023-2024
"605Francesco CamardaAC Milan, 16, Forward",5.95,Serie A,2023-2024
"606Mateus LusuardiFrosinone, 21, Defender",5.94,Serie A,2023-2024
"607Giulio DonatiMonza, 35, D(CLR),M(R)",5.94,Serie A,2023-2024
"608Joseph NongeJuventus, 19, Midfielder",5.94,Serie A,2023-2024
"609Oliver ChristensenFiorentina, 25, GK",5.94,Serie A,2023-2024
"610João CostaRoma, 19, Forward",5.93,Serie A,2023-2024
"611Nicolás DomínguezBologna, 26, M(CLR)",5.93,Serie A,2023-2024
"612Luka RomeroAC Milan, 20, AM(R)",5.92,Serie A,2023-2024
"613Mehdi BourabiaFrosinone, 33, M(C)",5.89,Serie A,2023-2024
"614Nikola SekulovJuventus, 23, Forward",5.88,Serie A,2023-2024
"615Gennaro BorrelliFrosinone, 24, Forward",5.82,Serie A,2023-2024
"616Jeppe CorfitzenLecce, 20, Forward",5.82,Serie A,2023-2024
"617Filippo TerraccianoAC Milan, 22, D(L),M(R)",5.76,Serie A,2023-2024
"618Samuele PerisanEmpoli, 27, GK",5.76,Serie A,2023-2024
"619Luca GemelloTorino, 24, Goalkeeper",5.51,Serie A,2023-2024
"1Jérémy DokuRennes, 22, M(LR)",7.87,Ligue 1,2023-2024
"2Kylian MbappéParis S-G, 26, AM(CLR),FW",7.71,Ligue 1,2023-2024
"3Jean-Ricner BellegardeStrasbourg, 26, M(CLR)",7.62,Ligue 1,2023-2024
"4Massamba NdiayeClermont Foot, 23, Goalkeeper",7.37,Ligue 1,2023-2024
"5Romain Del CastilloBrest, 28, AM(CLR),FW",7.35,Ligue 1,2023-2024
"6Aleksandr GolovinMonaco, 28, M(CLR)",7.3,Ligue 1,2023-2024
"7Téji SavanierMontpellier, 33, M(C)",7.28,Ligue 1,2023-2024
"8Ousmane DembéléParis S-G, 27, AM(CLR),FW",7.28,Ligue 1,2023-2024
"9VitinhaParis S-G, 25, M(C)",7.23,Ligue 1,2023-2024
"10Pierre Lees-MelouBrest, 31, M(CLR)",7.22,Ligue 1,2023-2024
"11Radoslaw MajeckiMonaco, 25, GK",7.21,Ligue 1,2023-2024
"12Caio HenriqueMonaco, 27, D(L),M(CL)",7.17,Ligue 1,2023-2024
"13Georges MikautadzeMetz, 24, FW",7.17,Ligue 1,2023-2024
"14Edon ZhegrovaLille, 25, AM(R)",7.15,Ligue 1,2023-2024
"15Manuel UgarteParis S-G, 23, DMC",7.15,Ligue 1,2023-2024
"16Wilfried SingoMonaco, 24, D(CR),M(R)",7.15,Ligue 1,2023-2024
"17Gianluigi DonnarummaParis S-G, 25, GK",7.14,Ligue 1,2023-2024
"18Florian SotocaLens, 34, M(CR),FW",7.13,Ligue 1,2023-2024
"19Mohammed SalisuMonaco, 25, D(CL)",7.11,Ligue 1,2023-2024
"20Pierre-Emerick AubameyangMarseille, 35, M(CLR),FW",7.09,Ligue 1,2023-2024
"21Junya ItoReims, 31, M(LR),FW",7.09,Ligue 1,2023-2024
"22Jordan AmaviBrest, 30, D(L),M(L)",7.09,Ligue 1,2023-2024
"23Benjamin AndréLille, 34, D(R),M(CLR)",7.08,Ligue 1,2023-2024
"24Bradley LockoBrest, 22, D(L),M(L)",7.07,Ligue 1,2023-2024
"25Alexandre LacazetteLyon, 33, M(CLR),FW",7.07,Ligue 1,2023-2024
"26Jérémie BogaNice, 28, AM(CLR),FW",7.06,Ligue 1,2023-2024
"27Jonathan DavidLille, 25, AM(C),FW",7.05,Ligue 1,2023-2024
"28Saïd BenrahmaLyon, 29, AM(CLR)",7.05,Ligue 1,2023-2024
"29Christopher OpériLe Havre, 27, D(L),M(L)",7.05,Ligue 1,2023-2024
"30Mateusz WieteskaClermont Foot, 28, D(C)",7.04,Ligue 1,2023-2024
"31Youssouf FofanaMonaco, 26, DMC",7.03,Ligue 1,2023-2024
"32Maxence CaqueretLyon, 25, M(C)",7.02,Ligue 1,2023-2024
"33Teddy TeumaReims, 31, AM(C)",7.01,Ligue 1,2023-2024
"34Rémy DescampsNantes, 28, GK",7.01,Ligue 1,2023-2024
"35VandersonMonaco, 23, D(R),M(R)",7.01,Ligue 1,2023-2024
"36Achraf HakimiParis S-G, 26, D(LR),M(R)",7.0,Ligue 1,2023-2024
"37Leonardo BalerdiMarseille, 26, D(C)",7.0,Ligue 1,2023-2024
"38Othmane MaammaMontpellier, 19, Forward",7.0,Ligue 1,2023-2024
"39Azor MatusiwaReims, 26, DMC",6.99,Ligue 1,2023-2024
"40Kenny LalaBrest, 33, D(LR),M(R)",6.97,Ligue 1,2023-2024
"41Tiago SantosLille, 22, D(R)",6.96,Ligue 1,2023-2024
"42Brendan ChardonnetBrest, 30, D(C)",6.95,Ligue 1,2023-2024
"43Jonathan ClaussMarseille, 32, D(R),M(LR)",6.95,Ligue 1,2023-2024
"44Joseph OkumuReims, 27, D(C)",6.95,Ligue 1,2023-2024
"45Youcef AtalNice, 28, D(R),M(R)",6.95,Ligue 1,2023-2024
"46Lee Kang-InParis S-G, 23, M(CLR),FW",6.94,Ligue 1,2023-2024
"47Nemanja MaticRennes, 36, DMC",6.94,Ligue 1,2023-2024
"48Bradley BarcolaParis S-G, 22, AM(LR),FW",6.94,Ligue 1,2023-2024
"49Wissam Ben YedderMonaco, 34, AM(C),FW",6.94,Ligue 1,2023-2024
"50Marco AsensioParis S-G, 29, AM(CLR),FW",6.93,Ligue 1,2023-2024
"51Dimitry BertaudMontpellier, 26, GK",6.93,Ligue 1,2023-2024
"52Matthieu UdolMetz, 28, D(CL),M(L)",6.92,Ligue 1,2023-2024
"53Anthony LopesLyon, 34, GK",6.92,Ligue 1,2023-2024
"54Takumi MinaminoMonaco, 30, AM(CLR),FW",6.92,Ligue 1,2023-2024
"55Gonçalo RamosParis S-G, 23, AM(C),FW",6.91,Ligue 1,2023-2024
"56Yann GbohoToulouse, 24, AM(CL),FW",6.91,Ligue 1,2023-2024
"57Mohamed BambaLorient, 23, FW",6.91,Ligue 1,2023-2024
"58Laurent AbergelLorient, 32, DMC",6.91,Ligue 1,2023-2024
"59Emmanuel AgbadouReims, 27, D(CR),DMC",6.91,Ligue 1,2023-2024
"60Thijs DallingaToulouse, 24, FW",6.9,Ligue 1,2023-2024
"61Khéphren ThuramNice, 23, DMC,M(L)",6.9,Ligue 1,2023-2024
"62Modibo SagnanMontpellier, 25, D(C)",6.9,Ligue 1,2023-2024
"63Abdoul KonéReims, 19, Defender",6.9,Ligue 1,2023-2024
"64Ruben AguilarLens, 31, D(R),M(R)",6.9,Ligue 1,2023-2024
"65Dilane BakwaStrasbourg, 22, AM(CLR)",6.9,Ligue 1,2023-2024
"66Thilo KehrerMonaco, 28, D(CLR),M(R)",6.9,Ligue 1,2023-2024
"67IsmailyLille, 35, D(L)",6.89,Ligue 1,2023-2024
"68Frédéric GuilbertStrasbourg, 30, D(CLR),M(R)",6.89,Ligue 1,2023-2024
"69Melvin BardNice, 24, D(L),M(L)",6.88,Ligue 1,2023-2024
"70Romain FaivreLorient, 26, AM(CLR)",6.88,Ligue 1,2023-2024
"71Angel GomesLille, 24, M(CL),FW",6.88,Ligue 1,2023-2024
"72Bafodé DiakitéLille, 24, D(CR)",6.88,Ligue 1,2023-2024
"73Nuno MendesParis S-G, 22, D(L),M(L)",6.88,Ligue 1,2023-2024
"74Jean-Clair TodiboNice, 25, D(C)",6.87,Ligue 1,2023-2024
"75Benjamin BourigeaudRennes, 31, M(CLR)",6.87,Ligue 1,2023-2024
"76Ismail JakobsMonaco, 25, D(L),M(L)",6.87,Ligue 1,2023-2024
"77Valentin RongierMarseille, 30, D(R),M(C)",6.87,Ligue 1,2023-2024
"78Bamo MeïtéLorient, 23, D(C)",6.87,Ligue 1,2023-2024
"79Denis ZakariaMonaco, 28, D(C),DMC",6.87,Ligue 1,2023-2024
"80Mory DiawClermont Foot, 31, GK",6.87,Ligue 1,2023-2024
"81Maghnes AklioucheMonaco, 22, AM(CR)",6.87,Ligue 1,2023-2024
"82DanteNice, 41, D(C)",6.87,Ligue 1,2023-2024
"83Lilian BrassierBrest, 25, D(CL)",6.86,Ligue 1,2023-2024
"84Arnaud NordinMontpellier, 26, AM(CLR),FW",6.86,Ligue 1,2023-2024
"85Mahdi CamaraBrest, 26, D(CR),M(C)",6.86,Ligue 1,2023-2024
"86Samuel GigotMarseille, 31, D(C)",6.85,Ligue 1,2023-2024
"87Youssef MazizMetz, 26, AM(CL),FW",6.85,Ligue 1,2023-2024
"88Joris ChotardMontpellier, 23, DMC",6.84,Ligue 1,2023-2024
"89MarquinhosParis S-G, 30, D(CR),DMC",6.84,Ligue 1,2023-2024
"90Vincent SierroToulouse, 29, M(C)",6.83,Ligue 1,2023-2024
"91Alexandre OukidjaMetz, 36, GK",6.83,Ligue 1,2023-2024
"92Rayan CherkiLyon, 21, AM(CLR),FW",6.83,Ligue 1,2023-2024
"93Martin TerrierRennes, 27, AM(CL),FW",6.83,Ligue 1,2023-2024
"94Warren Zaïre-EmeryParis S-G, 18, D(R),DMC,M(R)",6.83,Ligue 1,2023-2024
"95Maxime EstèveMontpellier, 22, D(C)",6.83,Ligue 1,2023-2024
"96Lucas HernándezParis S-G, 29, D(CL)",6.82,Ligue 1,2023-2024
"97Désiré DouéRennes, 19, AM(CLR)",6.82,Ligue 1,2023-2024
"98Danilo PereiraParis S-G, 33, D(C),DMC",6.82,Ligue 1,2023-2024
"99Rasmus NicolaisenToulouse, 27, D(C)",6.81,Ligue 1,2023-2024
"100Moses SimonNantes, 29, M(CLR),FW",6.8,Ligue 1,2023-2024
"101Brice SambaLens, 30, GK",6.8,Ligue 1,2023-2024
"102Lucas ChevalierLille, 23, GK",6.8,Ligue 1,2023-2024
"103Benjamin LecomteMontpellier, 33, GK",6.8,Ligue 1,2023-2024
"104Amir MurilloMarseille, 29, D(CLR),M(R)",6.8,Ligue 1,2023-2024
"105Imrân LouzaLorient, 25, M(CLR)",6.8,Ligue 1,2023-2024
"106Gautier LlorisLe Havre, 29, D(C)",6.8,Ligue 1,2023-2024
"107VítinhaMarseille, 24, FW",6.79,Ligue 1,2023-2024
"108Facundo MedinaLens, 25, D(CL)",6.79,Ligue 1,2023-2024
"109Amine GouiriRennes, 25, AM(CLR),FW",6.79,Ligue 1,2023-2024
"110Neto BorgesClermont Foot, 28, D(CL),M(L)",6.78,Ligue 1,2023-2024
"111Przemyslaw FrankowskiLens, 29, D(R),M(CLR)",6.78,Ligue 1,2023-2024
"112Fabián RuizParis S-G, 28, M(CL)",6.78,Ligue 1,2023-2024
"113Kevin DansoLens, 26, D(C)",6.78,Ligue 1,2023-2024
"114Christian MawissaToulouse, 19, D(CL)",6.77,Ligue 1,2023-2024
"115Steve MouniéBrest, 30, FW",6.77,Ligue 1,2023-2024
"116Randal Kolo MuaniParis S-G, 26, AM(CLR),FW",6.77,Ligue 1,2023-2024
"117Nabil BentalebLille, 30, M(C)",6.77,Ligue 1,2023-2024
"118Arnau TenasParis S-G, 23, GK",6.77,Ligue 1,2023-2024
"119Marvin SenayaStrasbourg, 24, D(R),M(R)",6.77,Ligue 1,2023-2024
"120Arthur DesmasLe Havre, 30, GK",6.77,Ligue 1,2023-2024
"121Gabriel SuazoToulouse, 27, D(L),M(L)",6.77,Ligue 1,2023-2024
"122Yunis AbdelhamidReims, 37, D(C)",6.77,Ligue 1,2023-2024
"123Andrey SantosStrasbourg, 20, DMC",6.76,Ligue 1,2023-2024
"124Mostafa MohamedNantes, 27, FW",6.76,Ligue 1,2023-2024
"125Arthur TheateRennes, 24, D(CL)",6.76,Ligue 1,2023-2024
"126David Pereira da CostaLens, 24, AM(CL)",6.76,Ligue 1,2023-2024
"127Kiki KouyatéMontpellier, 27, D(C)",6.76,Ligue 1,2023-2024
"128Clinton MataLyon, 32, D(CR),M(R)",6.75,Ligue 1,2023-2024
"129Martín SatrianoBrest, 23, FW",6.75,Ligue 1,2023-2024
"130Arouna SanganteLe Havre, 22, D(CR)",6.75,Ligue 1,2023-2024
"131Muhammed ChamClermont Foot, 24, AM(C),FW",6.75,Ligue 1,2023-2024
"132Chancel MbembaMarseille, 30, D(CLR),DMC",6.75,Ligue 1,2023-2024
"133Marco BizotBrest, 33, GK",6.74,Ligue 1,2023-2024
"134Leny YoroLille, 19, D(C)",6.74,Ligue 1,2023-2024
"135Issiaga SyllaMontpellier, 31, D(LR),M(L)",6.74,Ligue 1,2023-2024
"136Neil El AynaouiLens, 23, M(C)",6.74,Ligue 1,2023-2024
"137Amine HaritMarseille, 27, AM(CLR),FW",6.73,Ligue 1,2023-2024
"138Ismaïla SarrMarseille, 26, AM(CLR),FW",6.73,Ligue 1,2023-2024
"139Marcin BulkaNice, 25, GK",6.73,Ligue 1,2023-2024
"140Mohamed DaramyReims, 23, AM(L),FW",6.73,Ligue 1,2023-2024
"141Lamine CamaraMetz, 21, M(C)",6.73,Ligue 1,2023-2024
"142Mousa Al Ta'mariMontpellier, 27, M(LR),FW",6.73,Ligue 1,2023-2024
