Actual,Predicted
6.76,6.492032301296626
6.46,6.5277047515607665
6.84,6.850507792640046
6.71,6.695451167805505
6.54,6.457911156928859
6.5,6.684451923158813
6.86,6.7051038600763535
6.59,6.641741692000019
6.38,6.538006259467599
6.45,6.523350377168596
6.56,6.636710301234824
6.6,6.595307729825933
6.66,6.725037009779391
6.81,6.586327367497238
6.37,6.429136273453493
6.63,6.743758273298473
6.69,6.668328726240591
6.88,6.699027899406652
6.64,6.465687508044771
6.38,6.552144097878262
6.52,6.716607874397245
6.7,6.640140097313237
6.46,6.480266494905779
6.94,6.878639487562196
6.51,6.525865559380514
6.62,6.522181164026881
6.52,6.595797436446378
6.27,6.386071069088261
6.63,6.587538370307607
6.4,6.542430321847065
6.56,6.55315663279419
6.63,6.601538897246138
6.41,6.670543970870741
6.61,6.6099485731852985
6.31,6.489780220465261
6.47,6.550541945199434
6.77,6.580032899450478
6.4,6.431846716947669
6.48,6.631015201092172
6.42,6.544928346506671
6.68,6.689640453180584
6.2,6.383359845470396
6.82,6.475569875686967
6.27,6.411381510104842
6.36,6.4884313415644135
6.94,6.774026146355062
7.05,6.83955519385408
6.57,6.454582329553903
6.8,6.692196561021238
6.34,6.510756098525827
6.33,6.454997461053988
7.6,6.786610138688617
6.61,6.630873082060513
6.55,6.486156355490113
6.38,6.5789410486712105
6.58,6.701059276037638
6.69,6.594590886430814
6.42,6.587690513336697
6.44,6.556851017289614
6.92,6.923942137273292
6.45,6.577506525998911
6.67,6.6913251291927045
6.37,6.43151041033464
6.21,6.414106795738239
6.55,6.50903550619353
6.42,6.548809597691029
6.29,6.519904157095678
6.55,6.716980242549251
6.57,6.405756437582648
6.36,6.486959194063032
6.77,6.737434341594565
6.59,6.450447328281149
7.04,6.891995206926144
6.93,6.855002389068775
6.44,6.531946373799328
6.41,6.567976502712289
6.53,6.586379520137453
6.88,6.484927062558791
6.53,6.7183513698235275
6.39,6.4733709125787735
6.44,6.722939492089575
6.74,6.696465568832481
6.57,6.559405819146487
6.59,6.632934608120706
7.02,6.895106754473722
6.42,6.598499167161918
6.72,6.757810850145215
6.53,6.505302251740434
6.81,6.8369837163837595
6.74,6.747158715186951
6.66,6.566901249409415
6.94,6.767038389346636
6.68,6.64610926845829
6.7,6.68037059936635
6.74,6.585042775168358
6.81,6.691819797397113
6.96,6.694185618247583
6.5,6.475762285319274
6.48,6.610028903430824
6.84,6.775937247417482
6.62,6.463100786512267
6.64,6.6913720975898405
6.58,6.647923940992414
6.61,6.583189575515098
7.13,6.772593954581935
6.77,6.753779459963541
6.41,6.510024260108418
6.12,6.429609344648916
6.72,6.489004437693208
7.23,6.723319786499772
6.53,6.6291686271318015
6.6,6.693882091241839
6.66,6.658252461378674
6.24,6.508347771837493
6.74,6.681880609573485
6.4,6.506252759693293
6.55,6.532093825783949
6.21,6.426104543857799
6.53,6.642289520302952
6.83,6.72411217510372
6.73,6.648177735741709
6.81,6.748118954260018
6.66,6.60772147465822
6.86,6.662446276209164
6.95,6.7190280969617895
6.38,6.5928253975050115
6.46,6.543775783993672
7.06,6.832332540105634
6.53,6.614325466812602
6.47,6.58174354105151
6.44,6.725259158746995
6.71,6.7798976355540495
6.85,6.8756143765947995
6.26,6.5151968561528895
6.93,6.6547931114762005
7.12,6.807558017083122
6.65,6.519549973834415
6.73,6.600739199341896
6.59,6.556714530770686
6.45,6.442391591126137
7.37,6.807344618977032
6.41,6.510822621586948
6.56,6.642555091805737
6.64,6.583692205412781
6.63,6.740022833058881
6.59,6.468560035929358
6.45,6.505848130395733
6.59,6.633625071463698
6.92,6.730790239003498
6.23,6.434425499201604
6.11,6.428470896594989
6.34,6.451331885009946
6.62,6.50814453441967
6.81,6.618244752664535
6.63,6.681670761732717
6.71,6.53813467006212
6.67,6.70394426579846
6.73,6.775906466243005
6.7,6.773236672562526
6.56,6.625061925608409
6.89,6.621938227744491
6.09,6.41578550374075
6.59,6.537831202500548
6.31,6.419097201622976
6.59,6.593671253676853
6.44,6.492507600335083
6.8,6.521138574534816
6.54,6.460152065904176
6.46,6.645190719284321
6.32,6.525566006912756
6.27,6.4967897881486785
6.25,6.4468299817996515
6.78,6.567813676786562
6.34,6.461404116673491
6.73,6.661615033412947
6.46,6.5076644618816655
6.36,6.488768719910133
6.78,6.707311239640655
6.79,6.7299221216609455
6.59,6.654155203241679
6.86,6.725392663979664
6.32,6.45370466993343
7.11,6.803007331165879
6.46,6.67729412608421
6.54,6.548098164009212
6.39,6.5083208500829155
6.68,6.623333421389445
6.29,6.486887957352527
6.92,6.743695265517335
6.37,6.562707093600131
6.4,6.479431763264656
6.5,6.566444595329331
6.81,6.909612383113697
6.82,6.810298861197391
6.51,6.600392193446218
6.59,6.62171025461505
6.62,6.758703210896532
6.72,6.646525223769802
6.76,6.54977494279171
6.74,6.82722709550814
6.66,6.699819827487855
6.41,6.461617038356073
6.36,6.624027634737617
6.49,6.510310187572349
7.28,6.880880312063925
6.59,6.656135258992238
7.03,6.953504507666125
6.29,6.523663299697624
7.08,6.865449291380575
6.5,6.540620097679803
6.14,6.41461598990166
6.51,6.540318945945126
6.77,6.73065656475588
6.55,6.6995060525680445
6.59,6.645682426303162
6.54,6.547125320456484
6.84,6.717597872182154
6.62,6.773796740174331
6.91,6.667138090390726
6.99,6.7089447281971415
6.34,6.575670582864527
6.65,6.502415807412347
6.65,6.5999030661356475
6.77,6.85517174925545
6.53,6.562881927080118
6.5,6.711660951704538
6.61,6.488679745944197
6.37,6.44865090971248
6.78,6.711470245410537
6.54,6.638218813391153
6.59,7.0227580340589
6.48,6.466602021024462
6.47,6.578411299819925
6.41,6.528449130678322
6.37,6.527700277554785
6.28,6.504847382138413
6.56,6.682133525360163
6.73,6.767856408862526
6.65,6.668514153297054
6.67,6.684138411733277
6.68,6.725948944755991
6.37,6.547368350690728
7.4,6.73779611635097
6.42,6.504689667157585
6.61,6.734833821001085
6.67,6.594879667826562
6.49,6.452811754899146
6.74,6.754969812978039
6.31,6.465965765231718
6.65,6.8738893377498815
6.48,6.522647465658608
6.44,6.567071031182002
6.4,6.594249291716239
6.32,6.560998856856488
6.44,6.55894528187711
6.43,6.5730889747868595
6.95,6.560596627905911
7.51,7.075788133378912
6.52,6.6566452175046145
6.63,6.72360591620783
6.39,6.688742343823967
6.41,6.663345678647696
6.83,7.157319904994171
7.62,7.043373813601462
6.55,6.568774608871167
6.64,6.5868097260059715
6.46,6.5799073401556365
6.91,6.538876968809981
6.64,6.82137763975225
6.93,6.791462564132733
6.66,6.716148979452502
6.42,6.608890830379424
6.98,6.882270259163501
6.63,6.5479515482560995
6.41,6.476992046688692
6.61,6.598687124797479
6.76,6.682129751244646
6.93,6.760826682946762
6.33,6.4381264364501085
6.31,6.464304584612152
6.74,6.639424805324517
6.28,6.528596877150073
6.85,6.8250350023196935
6.22,6.3936197090927385
6.53,6.577534097708915
6.8,6.72756717548842
6.79,6.751489074042476
6.35,6.441479387442392
6.65,6.715844347319499
6.48,6.546459147968973
6.59,6.765445968536559
6.59,6.59244043363935
6.75,6.742291230028406
6.51,6.609867520555405
6.74,6.581481174660596
7.04,6.837716440830144
7.11,6.786229720589851
6.92,6.565044548992171
6.75,6.709650798801514
6.66,6.6653013255632585
6.41,6.576923509607296
6.42,6.437453047037943
6.65,6.535809670094183
6.57,6.629455438144245
6.5,6.554801545002758
6.83,6.70125368030632
7.12,6.899044576915427
6.61,6.5381210942990595
7.03,6.782235236597525
6.77,6.527856757277621
6.33,6.500156503577115
6.34,6.519916525521059
6.3,6.4686909161511394
