,Player Name,Rating,League,Season,Squad
1282,Thierry Correia,6.68,La Liga,2023-2024,Valencia
1283,Robert Navarro,6.68,La Liga,2023-2024,Cadiz
1284,Samú Costa,6.68,La Liga,2023-2024,Mallorca
1285,Jonathan Viera,6.67,La Liga,2023-2024,Almeria
1286,Jesús Areso,6.66,La Liga,2023-2024,Osasuna
1287,Antonio Rüdiger,6.66,La Liga,2023-2024,Real Madrid
1288,Gabriel Paulista,6.66,La Liga,2023-2024,Atletico
1289,Rubén Peña,6.66,La Liga,2023-2024,Osasuna
1290,Óscar Mingueza,6.66,La Liga,2023-2024,Celta Vigo
1291,Chris Ramos,6.66,La Liga,2023-2024,Cadiz
1292,Luis Rioja,6.66,La Liga,2023-2024,Deportivo Alaves
1293,Fermín López,6.65,La Liga,2023-2024,Barcelona
1294,Marc Roca,6.65,La Liga,2023-2024,Real Betis
1295,Andreas Christensen,6.65,La Liga,2023-2024,Barcelona
1296,Marcos Llorente,6.65,La Liga,2023-2024,Atletico
1297,Dani Vivian,6.65,La Liga,2023-2024,Athletic Club
1298,Óscar Valentín,6.65,La Liga,2023-2024,Rayo Vallecano
1299,Kieran Tierney,6.65,La Liga,2023-2024,Real Sociedad
1300,Saúl íguez,6.65,La Liga,2023-2024,Atletico
1301,Momo Mbaye,6.65,La Liga,2023-2024,Cadiz
1302,Predrag Rajkovic,6.65,La Liga,2023-2024,Mallorca
1303,Julián Araujo,6.65,La Liga,2023-2024,Las Palmas
1304,Jailson,6.64,La Liga,2023-2024,Celta Vigo
1305,Beñat Prados,6.64,La Liga,2023-2024,Athletic Club
1306,Aleksandar Radovanovic,6.64,La Liga,2023-2024,Almeria
1307,Igor Zubeldia,6.64,La Liga,2023-2024,Real Sociedad
1308,Marcos Acuña,6.64,La Liga,2023-2024,Sevilla
1309,Cristhian Mosquera,6.64,La Liga,2023-2024,Valencia
1310,Gonçalo Guedes,6.64,La Liga,2023-2024,Villarreal
1311,Oihan Sancet,6.64,La Liga,2023-2024,Athletic Club
1312,Rubén García,6.63,La Liga,2023-2024,Osasuna
1313,Ferland Mendy,6.63,La Liga,2023-2024,Real Madrid
1314,Iker Muñoz,6.63,La Liga,2023-2024,Osasuna
1315,Dani Rodríguez,6.63,La Liga,2023-2024,Mallorca
1316,Willian José,6.63,La Liga,2023-2024,Real Betis
1317,Santi Comesaña,6.63,La Liga,2023-2024,Villarreal
1318,Augusto Batalla,6.63,La Liga,2023-2024,Granada
1319,Aihen Muñoz,6.63,La Liga,2023-2024,Real Sociedad
1320,Mika Mármol,6.63,La Liga,2023-2024,Las Palmas
1321,Oihan Sancet,6.64,La Liga,2023-2024,Athletic Club
1322,Rubén García,6.63,La Liga,2023-2024,Osasuna
1323,Ferland Mendy,6.63,La Liga,2023-2024,Real Madrid
1324,Iker Muñoz,6.63,La Liga,2023-2024,Osasuna
1325,Dani Rodríguez,6.63,La Liga,2023-2024,Mallorca
1326,Willian José,6.63,La Liga,2023-2024,Real Betis
1327,Santi Comesaña,6.63,La Liga,2023-2024,Villarreal
1328,Augusto Batalla,6.63,La Liga,2023-2024,Granada
1329,Aihen Muñoz,6.63,La Liga,2023-2024,Real Sociedad
1330,Mika Mármol,6.63,La Liga,2023-2024,Las Palmas
1331,André Almeida,6.63,La Liga,2023-2024,Valencia
1332,Matteo Gabbia,6.62,La Liga,2023-2024,Villarreal
1333,Diego López,6.62,La Liga,2023-2024,Valencia
1334,Luiz Felipe,6.62,La Liga,2023-2024,Real Betis
1335,Mikel Vesga,6.61,La Liga,2023-2024,Athletic Club
1336,Alberto Moleiro,6.61,La Liga,2023-2024,Las Palmas
1337,Jon Guridi,6.61,La Liga,2023-2024,Deportivo Alaves
1338,Sergio Herrera,6.61,La Liga,2023-2024,Osasuna
1339,Antonio Sivera,6.61,La Liga,2023-2024,Deportivo Alaves
1340,Jon Pacheco,6.61,La Liga,2023-2024,Real Sociedad
1341,Marcos Peña,6.61,La Liga,2023-2024,Almeria
1342,Suso,6.61,La Liga,2023-2024,Sevilla
1343,Pathé Ciss,6.61,La Liga,2023-2024,Rayo Vallecano
1344,Rubén Duarte,6.6,La Liga,2023-2024,Deportivo Alaves
1345,Ander Herrera,6.6,La Liga,2023-2024,Athletic Club
1346,Hamari Traoré,6.6,La Liga,2023-2024,Real Sociedad
1347,Javi López,6.6,La Liga,2023-2024,Deportivo Alaves
1348,Nemanja Radonjic,6.6,La Liga,2023-2024,Mallorca
1349,Álvaro García,6.6,La Liga,2023-2024,Rayo Vallecano
1350,Chadi Riad,6.6,La Liga,2023-2024,Real Betis
1351,Abdul Mumin,6.6,La Liga,2023-2024,Rayo Vallecano
1352,Juanlu Sánchez,6.6,La Liga,2023-2024,Sevilla
1353,Iñigo Martínez,6.6,La Liga,2023-2024,Barcelona
1354,Andoni Gorosabel,6.6,La Liga,2023-2024,Deportivo Alaves
1355,Julen Agirrezabala,6.6,La Liga,2023-2024,Athletic Club
1356,Álex Suárez,6.59,La Liga,2023-2024,Las Palmas
1357,José María Giménez,6.59,La Liga,2023-2024,Atletico
1358,Mikel Oyarzabal,6.59,La Liga,2023-2024,Real Sociedad
1359,Luís Maximiano,6.59,La Liga,2023-2024,Almeria
1360,Íñigo Lekue,6.59,La Liga,2023-2024,Athletic Club
1361,Bertrand Traoré,6.59,La Liga,2023-2024,Villarreal
1362,Héctor Fort,6.59,La Liga,2023-2024,Barcelona
1363,Alfonso Espino,6.58,La Liga,2023-2024,Rayo Vallecano
1364,David Soria,6.58,La Liga,2023-2024,Getafe
1365,Fran García,6.58,La Liga,2023-2024,Real Madrid
1366,Carlos Benavídez,6.58,La Liga,2023-2024,Deportivo Alaves
1367,Adrià Pedrosa,6.58,La Liga,2023-2024,Sevilla
1368,Youssouf Sabaly,6.57,La Liga,2023-2024,Real Betis
1369,Aritz Elustondo,6.57,La Liga,2023-2024,Real Sociedad
1370,Miguel Rubio,6.57,La Liga,2023-2024,Granada
1371,Ferran Torres,6.57,La Liga,2023-2024,Barcelona
1372,Moi Gómez,6.57,La Liga,2023-2024,Osasuna
1373,Stefan Savic,6.57,La Liga,2023-2024,Atletico
1374,Aleksandar Sedlar,6.57,La Liga,2023-2024,Deportivo Alaves
1375,Juan Iglesias,6.57,La Liga,2023-2024,Getafe
1376,Manu Sánchez,6.57,La Liga,2023-2024,Celta Vigo
1377,Ilias Akhomach,6.57,La Liga,2023-2024,Villarreal
1378,Aitor Paredes,6.57,La Liga,2023-2024,Athletic Club
1379,Lucas Torró,6.56,La Liga,2023-2024,Osasuna
1380,Alejandro Balde,6.56,La Liga,2023-2024,Barcelona
1381,Álex Sola,6.56,La Liga,2023-2024,Deportivo Alaves
1382,Gastón lvarez,6.56,La Liga,2023-2024,Getafe
1383,Yeray lvarez,6.56,La Liga,2023-2024,Athletic Club
1384,Javi Hernández,6.56,La Liga,2023-2024,Cadiz
1385,Giovanni González,6.56,La Liga,2023-2024,Mallorca
1386,Ander Barrenetxea,6.55,La Liga,2023-2024,Real Sociedad
1387,Stole Dimitrievski,6.55,La Liga,2023-2024,Rayo Vallecano
1388,Boubakary Soumaré,6.55,La Liga,2023-2024,Sevilla
1389,Antonio Blanco,6.55,La Liga,2023-2024,Deportivo Alaves
1390,Sokratis Papastathopoulos,6.55,La Liga,2023-2024,Real Betis
1391,Joseph Aidoo,6.55,La Liga,2023-2024,Celta Vigo
1392,Copete,6.55,La Liga,2023-2024,Mallorca
1393,Érik Lamela,6.55,La Liga,2023-2024,Sevilla
1394,Nacho,6.54,La Liga,2023-2024,Real Madrid
1395,César Azpilicueta,6.54,La Liga,2023-2024,Atletico
1396,Sergi Canós,6.54,La Liga,2023-2024,Valencia
1397,Javi Guerra,6.54,La Liga,2023-2024,Valencia
1398,Alex Berenguer,6.54,La Liga,2023-2024,Athletic Club
1399,Marko Dmitrovic,6.54,La Liga,2023-2024,Sevilla
1400,Jesús Navas,6.53,La Liga,2023-2024,Sevilla
1401,Pablo Maffeo,6.53,La Liga,2023-2024,Mallorca
1402,Lucien Agoumé,6.53,La Liga,2023-2024,Sevilla
1403,Martin Valjent,6.53,La Liga,2023-2024,Mallorca
1404,Dodi Lukébakio,6.53,La Liga,2023-2024,Sevilla
1405,Sergio Ruiz,6.53,La Liga,2023-2024,Granada
1406,Rafa Marín,6.53,La Liga,2023-2024,Deportivo Alaves
1407,Anthony Lozano,6.53,La Liga,2023-2024,Almeria
1408,Éder Militão,6.53,La Liga,2023-2024,Real Madrid
1409,Rodrigo Riquelme,6.52,La Liga,2023-2024,Atletico
1410,Enzo Loiodice,6.52,La Liga,2023-2024,Las Palmas
1411,Abdel Abqar,6.52,La Liga,2023-2024,Deportivo Alaves
1412,Sergio Akieme,6.52,La Liga,2023-2024,Almeria
1413,Bruno Langa,6.52,La Liga,2023-2024,Almeria
1414,Léo Baptistão,6.52,La Liga,2023-2024,Almeria
1415,Edgar González,6.51,La Liga,2023-2024,Almeria
1416,Fali,6.51,La Liga,2023-2024,Cadiz
1417,Sheraldo Becker,6.51,La Liga,2023-2024,Real Sociedad
1418,Unai López,6.51,La Liga,2023-2024,Rayo Vallecano
1419,Dion Lopy,6.51,La Liga,2023-2024,Almeria
1420,Nacho Vidal,6.51,La Liga,2023-2024,Mallorca
1421,Portu,6.51,La Liga,2023-2024,Girona
1422,Raúl Albiol,6.5,La Liga,2023-2024,Villarreal
1423,Alfonso Pedraza,6.5,La Liga,2023-2024,Villarreal
1424,Ignasi Miquel,6.5,La Liga,2023-2024,Granada
1425,Iván Balliu,6.5,La Liga,2023-2024,Rayo Vallecano
1426,Sandro Ramírez,6.5,La Liga,2023-2024,Las Palmas
1427,Héctor Bellerín,6.5,La Liga,2023-2024,Real Betis
1428,Gonzalo Villar,6.5,La Liga,2023-2024,Granada
1429,Victor Chust,6.5,La Liga,2023-2024,Cadiz
1430,Saúl Coco,6.5,La Liga,2023-2024,Las Palmas
1431,Aridane Hernández,6.49,La Liga,2023-2024,Rayo Vallecano
1432,Mihailo Ristic,6.49,La Liga,2023-2024,Celta Vigo
1433,Gabriel Paulista,6.49,La Liga,2023-2024,Valencia
1434,Kike García,6.49,La Liga,2023-2024,Deportivo Alaves
1435,Damián Rodríguez,6.49,La Liga,2023-2024,Celta Vigo
1436,Cristhian Stuani,6.49,La Liga,2023-2024,Girona
1437,Fernando,6.49,La Liga,2023-2024,Sevilla
1438,Nahuel Tenaglia,6.49,La Liga,2023-2024,Deportivo Alaves
1439,Williot Swedberg,6.48,La Liga,2023-2024,Celta Vigo
1440,Jorge Herrando,6.48,La Liga,2023-2024,Osasuna
1441,Nahuel Molina,6.48,La Liga,2023-2024,Atletico
1442,Francis Coquelin,6.48,La Liga,2023-2024,Villarreal
1443,Enes nal,6.48,La Liga,2023-2024,Getafe
1444,Pablo Busto,6.48,La Liga,2023-2024,Real Betis
1445,Ander Guevara,6.47,La Liga,2023-2024,Deportivo Alaves
1446,Arnau Martínez,6.47,La Liga,2023-2024,Girona
1447,Damián Suárez,6.47,La Liga,2023-2024,Getafe
1448,Aimar Oroz,6.47,La Liga,2023-2024,Osasuna
1449,Juanmi Latasa,6.47,La Liga,2023-2024,Getafe
1450,Munir El Haddadi,6.47,La Liga,2023-2024,Las Palmas
1451,Manu Morlanes,6.47,La Liga,2023-2024,Mallorca
1452,Memphis Depay,6.46,La Liga,2023-2024,Atletico
1453,Iza Carcelén,6.46,La Liga,2023-2024,Cadiz
1454,Beñat Turrientes,6.46,La Liga,2023-2024,Real Sociedad
1455,Fran Pérez,6.46,La Liga,2023-2024,Valencia
1456,Imanol García de Albéniz,6.46,La Liga,2023-2024,Athletic Club
1457,Johan Mojica,6.46,La Liga,2023-2024,Osasuna
1458,Kiko Femenía,6.46,La Liga,2023-2024,Villarreal
1459,Kamil Józwiak,6.46,La Liga,2023-2024,Granada
1460,Umar Sadiq,6.45,La Liga,2023-2024,Real Sociedad
1461,Alejandro Catena,6.45,La Liga,2023-2024,Osasuna
1462,Srdjan Babic,6.45,La Liga,2023-2024,Almeria
1463,Myrto Uzuni,6.45,La Liga,2023-2024,Granada
1464,Cenk zkacar,6.45,La Liga,2023-2024,Valencia
1465,Álex Centelles,6.45,La Liga,2023-2024,Almeria
1466,Carlos Domínguez,6.44,La Liga,2023-2024,Celta Vigo
1467,Alberto Moreno,6.44,La Liga,2023-2024,Villarreal
1468,Pejiño,6.44,La Liga,2023-2024,Las Palmas
1469,Facundo Pellistri,6.44,La Liga,2023-2024,Granada
1470,Eric Bailly,6.44,La Liga,2023-2024,Villarreal
1471,Yarek Gasiorowski,6.44,La Liga,2023-2024,Valencia
1472,Lucas Pires,6.44,La Liga,2023-2024,Cadiz
1473,Djené Dakonam,6.43,La Liga,2023-2024,Getafe
1474,Óliver Torres,6.43,La Liga,2023-2024,Sevilla
1475,Toni Lato,6.43,La Liga,2023-2024,Mallorca
1476,César Montes,6.43,La Liga,2023-2024,Almeria
1477,Largie Ramazani,6.43,La Liga,2023-2024,Almeria
1478,Andrés Guardado,6.42,La Liga,2023-2024,Real Betis
1479,Óscar Rodríguez,6.42,La Liga,2023-2024,Getafe
1480,Ricardo Visus,6.42,La Liga,2023-2024,Real Betis
1481,Samu Aghehowa,6.42,La Liga,2023-2024,Deportivo Alaves
1482,Assane Diao,6.42,La Liga,2023-2024,Real Betis
1483,Gerard Gumbau,6.42,La Liga,2023-2024,Granada
1484,Jon Moncayola,6.42,La Liga,2023-2024,Osasuna
1485,Darwin Machís,6.41,La Liga,2023-2024,Cadiz
1486,Carles Pérez,6.41,La Liga,2023-2024,Celta Vigo
1487,Omar Alderete,6.41,La Liga,2023-2024,Getafe
1488,Abner Vinícius,6.41,La Liga,2023-2024,Real Betis
1489,Roger Martí,6.41,La Liga,2023-2024,Cadiz
1490,Djibril Sow,6.41,La Liga,2023-2024,Sevilla
1491,Cyle Larin,6.41,La Liga,2023-2024,Mallorca
1492,Chimy vila,6.41,La Liga,2023-2024,Osasuna
1493,Jon Aramburu,6.41,La Liga,2023-2024,Real Sociedad
1494,Ianis Hagi,6.41,La Liga,2023-2024,Deportivo Alaves
1495,Carlos Fernández,6.4,La Liga,2023-2024,Real Sociedad
1496,Étienne Capoue,6.4,La Liga,2023-2024,Villarreal
1497,Fran Beltrán,6.4,La Liga,2023-2024,Celta Vigo
1498,Hugo Sotelo,6.4,La Liga,2023-2024,Celta Vigo
1499,Paco Sanz,6.4,La Liga,2023-2024,Almeria
1500,Jaime Mata,6.4,La Liga,2023-2024,Getafe
1501,Iñaki Peña,6.4,La Liga,2023-2024,Barcelona
1502,Arsen Zakharyan,6.4,La Liga,2023-2024,Real Sociedad
1503,Juanmi,6.4,La Liga,2023-2024,Cadiz
1504,Abdón Prats,6.4,La Liga,2023-2024,Mallorca
1505,Fernando Martínez,6.4,La Liga,2023-2024,Almeria
1506,Miguel Crespo,6.39,La Liga,2023-2024,Rayo Vallecano
1507,Oriol Romeu,6.39,La Liga,2023-2024,Barcelona
1508,Máximo Perrone,6.39,La Liga,2023-2024,Las Palmas
1509,Abde Ezzalzouli,6.39,La Liga,2023-2024,Barcelona
1510,Pepe Reina,6.39,La Liga,2023-2024,Villarreal
1511,Antonio Sánchez,6.39,La Liga,2023-2024,Mallorca
1512,Rominigue Kouamé,6.39,La Liga,2023-2024,Cadiz
1513,Jaume Costa,6.39,La Liga,2023-2024,Mallorca
1514,Jorge Martín,6.38,La Liga,2023-2024,Getafe
1515,Unai Gómez,6.38,La Liga,2023-2024,Athletic Club
1516,Dimitri Foulquier,6.38,La Liga,2023-2024,Valencia
1517,Álvaro Carreras,6.38,La Liga,2023-2024,Granada
1518,Tasos Douvikas,6.38,La Liga,2023-2024,Celta Vigo
1519,Aiham Ousou,6.37,La Liga,2023-2024,Cadiz
1520,Javi Muñoz,6.37,La Liga,2023-2024,Las Palmas
1521,Kevin Vázquez,6.37,La Liga,2023-2024,Celta Vigo
1522,Marc Cardona,6.37,La Liga,2023-2024,Las Palmas
1523,Sergi Altimira,6.37,La Liga,2023-2024,Real Betis
1524,Giuliano Simeone,6.36,La Liga,2023-2024,Deportivo Alaves
1525,William Carvalho,6.36,La Liga,2023-2024,Real Betis
1526,Aïssa Mandi,6.35,La Liga,2023-2024,Villarreal
1527,Óscar Trejo,6.35,La Liga,2023-2024,Rayo Vallecano
1528,Pep Chavarría,6.35,La Liga,2023-2024,Rayo Vallecano
1529,Iker Muniain,6.35,La Liga,2023-2024,Athletic Club
1530,Stefan Mitrovic,6.35,La Liga,2023-2024,Getafe
1531,Álvaro Odriozola,6.35,La Liga,2023-2024,Real Sociedad
1532,Diadié Samassékou,6.35,La Liga,2023-2024,Cadiz
1533,Rubén Sobrino,6.34,La Liga,2023-2024,Cadiz
1534,André Ferreira,6.34,La Liga,2023-2024,Granada
1535,Iddrisu Baba,6.34,La Liga,2023-2024,Almeria
1536,José Arnáiz,6.34,La Liga,2023-2024,Osasuna
1537,Diego Méndez,6.34,La Liga,2023-2024,Rayo Vallecano
1538,Rubén Iranzo,6.34,La Liga,2023-2024,Valencia
1539,Álex Fernández,6.34,La Liga,2023-2024,Cadiz
1540,Omar Mascarell,6.34,La Liga,2023-2024,Mallorca
1541,Álvaro Odriozola,6.35,La Liga,2023-2024,Real Sociedad
1542,Diadié Samassékou,6.35,La Liga,2023-2024,Cadiz
1543,Rubén Sobrino,6.34,La Liga,2023-2024,Cadiz
1544,André Ferreira,6.34,La Liga,2023-2024,Granada
1545,Iddrisu Baba,6.34,La Liga,2023-2024,Almeria
1546,José Arnáiz,6.34,La Liga,2023-2024,Osasuna
1547,Diego Méndez,6.34,La Liga,2023-2024,Rayo Vallecano
1548,Rubén Iranzo,6.34,La Liga,2023-2024,Valencia
1549,Álex Fernández,6.34,La Liga,2023-2024,Cadiz
1550,Omar Mascarell,6.34,La Liga,2023-2024,Mallorca
1551,Carlos Neva,6.34,La Liga,2023-2024,Granada
1552,Raúl García,6.33,La Liga,2023-2024,Osasuna
1553,Raúl de Tomás,6.33,La Liga,2023-2024,Rayo Vallecano
1554,Franco Cervi,6.33,La Liga,2023-2024,Celta Vigo
1555,Jorge Pascual,6.33,La Liga,2023-2024,Villarreal
1556,Jesús Vázquez,6.33,La Liga,2023-2024,Valencia
1557,Javier Manquillo,6.33,La Liga,2023-2024,Celta Vigo
1558,Abde Ezzalzouli,6.33,La Liga,2023-2024,Real Betis
1559,Ricard Sánchez,6.33,La Liga,2023-2024,Granada
1560,Peter Federico,6.33,La Liga,2023-2024,Valencia
1561,Carlos Neva,6.34,La Liga,2023-2024,Granada
1562,Raúl García,6.33,La Liga,2023-2024,Osasuna
1563,Raúl de Tomás,6.33,La Liga,2023-2024,Rayo Vallecano
1564,Franco Cervi,6.33,La Liga,2023-2024,Celta Vigo
1565,Jorge Pascual,6.33,La Liga,2023-2024,Villarreal
1566,Jesús Vázquez,6.33,La Liga,2023-2024,Valencia
1567,Javier Manquillo,6.33,La Liga,2023-2024,Celta Vigo
1568,Abde Ezzalzouli,6.33,La Liga,2023-2024,Real Betis
1569,Ricard Sánchez,6.33,La Liga,2023-2024,Granada
1570,Peter Federico,6.33,La Liga,2023-2024,Valencia
1571,Gonzalo Escalante,6.32,La Liga,2023-2024,Cadiz
1572,Marc Guiu,6.32,La Liga,2023-2024,Barcelona
1573,Sergio Camello,6.32,La Liga,2023-2024,Rayo Vallecano
1574,Luca de la Torre,6.32,La Liga,2023-2024,Celta Vigo
1575,Luis Hernández,6.32,La Liga,2023-2024,Cadiz
1576,Jorge Meré,6.32,La Liga,2023-2024,Cadiz
1577,Diego Hormigo,6.32,La Liga,2023-2024,Sevilla
1578,Juanpe,6.32,La Liga,2023-2024,Girona
1579,Asier Villalibre,6.32,La Liga,2023-2024,Athletic Club
1580,Pablo Ibáñez,6.32,La Liga,2023-2024,Osasuna
1581,Luka Romero,6.31,La Liga,2023-2024,Almeria
1582,Randy Nteka,6.31,La Liga,2023-2024,Rayo Vallecano
1583,Hugo Guillamón,6.31,La Liga,2023-2024,Valencia
1584,Dani García,6.31,La Liga,2023-2024,Athletic Club
1585,Rodri,6.31,La Liga,2023-2024,Real Betis
1586,Iván Alejo,6.31,La Liga,2023-2024,Cadiz
1587,Selim Amallah,6.3,La Liga,2023-2024,Valencia
1588,José Ángel Carmona,6.3,La Liga,2023-2024,Getafe
1589,Iván Villar,6.3,La Liga,2023-2024,Celta Vigo
1590,Siebe Van der Heyden,6.3,La Liga,2023-2024,Mallorca
1591,Jorge de Frutos,6.3,La Liga,2023-2024,Rayo Vallecano
1592,Adu Ares,6.3,La Liga,2023-2024,Athletic Club
1593,Sergio Rodelas,6.3,La Liga,2023-2024,Granada
1594,Javi Galán,6.29,La Liga,2023-2024,Atletico
1595,Famara Diédhiou,6.29,La Liga,2023-2024,Granada
1596,Andrei Ratiu,6.29,La Liga,2023-2024,Rayo Vallecano
1597,Alberto Risco,6.29,La Liga,2023-2024,Getafe
1598,Marcão,6.29,La Liga,2023-2024,Sevilla
1599,Nacho Vidal,6.29,La Liga,2023-2024,Osasuna
1600,Ramon Terrats,6.28,La Liga,2023-2024,Villarreal
1601,Jon Magunazelaia,6.28,La Liga,2023-2024,Real Sociedad
1602,Juan Cruz,6.28,La Liga,2023-2024,Osasuna
1603,Marc Bartra,6.28,La Liga,2023-2024,Real Betis
1604,Marvin Park,6.28,La Liga,2023-2024,Las Palmas
1605,Dani Ceballos,6.28,La Liga,2023-2024,Real Madrid
1606,Yellu Santiago,6.27,La Liga,2023-2024,Getafe
1607,Joseba Zaldúa,6.27,La Liga,2023-2024,Cadiz
1608,André Silva,6.27,La Liga,2023-2024,Real Sociedad
1609,Chumi,6.27,La Liga,2023-2024,Almeria
1610,Theo Corbeanu,6.26,La Liga,2023-2024,Granada
1611,José Luis Morales,6.26,La Liga,2023-2024,Villarreal
1612,Kaiky,6.26,La Liga,2023-2024,Almeria
1613,Rafa Mir,6.26,La Liga,2023-2024,Sevilla
1614,Denis Suárez,6.26,La Liga,2023-2024,Villarreal
1615,Fede San Emeterio,6.26,La Liga,2023-2024,Cadiz
1616,Jon Martín,6.26,La Liga,2023-2024,Real Sociedad
1617,Paul Akouokou,6.26,La Liga,2023-2024,Real Betis
1618,Rachad Fettal,6.26,La Liga,2023-2024,Almeria
1619,Abde Rebbach,6.26,La Liga,2023-2024,Deportivo Alaves
1620,Kamil Piatkowski,6.26,La Liga,2023-2024,Granada
1621,Ilaix Moriba,6.25,La Liga,2023-2024,Getafe
1622,Roman Yaremchuk,6.25,La Liga,2023-2024,Valencia
1623,Portu,6.25,La Liga,2023-2024,Getafe
1624,Marc Casadó,6.25,La Liga,2023-2024,Barcelona
1625,Mario Martín,6.25,La Liga,2023-2024,Real Madrid
1626,Jon Olasagasti,6.25,La Liga,2023-2024,Real Sociedad
1627,Raúl Torrente,6.25,La Liga,2023-2024,Granada
1628,Mauro Arambarri,6.24,La Liga,2023-2024,Getafe
1629,Carles Aleñá,6.24,La Liga,2023-2024,Getafe
1630,Adrià Alti,6.24,La Liga,2023-2024,Villarreal
1631,Gonzalo Melero,6.24,La Liga,2023-2024,Almeria
1632,Thomas Lemar,6.23,La Liga,2023-2024,Atletico
1633,Urko González,6.23,La Liga,2023-2024,Real Sociedad
1634,Kike Pérez,6.23,La Liga,2023-2024,Rayo Vallecano
1635,Raúl García,6.23,La Liga,2023-2024,Athletic Club
1636,Bebé,6.23,La Liga,2023-2024,Rayo Vallecano
1637,Faitout Maouassa,6.23,La Liga,2023-2024,Granada
1638,Eric García,6.23,La Liga,2023-2024,Barcelona
1639,Brian Ocampo,6.22,La Liga,2023-2024,Cadiz
1640,Tadeo Allende,6.22,La Liga,2023-2024,Celta Vigo
1641,Álvaro Lemos,6.22,La Liga,2023-2024,Las Palmas
1642,Alberto Marí,6.22,La Liga,2023-2024,Valencia
1643,Joaquín Panichelli,6.21,La Liga,2023-2024,Deportivo Alaves
1644,Borja Vázquez,6.21,La Liga,2023-2024,Cadiz
1645,Houboulang Mendes,6.21,La Liga,2023-2024,Almeria
1646,Sergi Guardiola,6.21,La Liga,2023-2024,Cadiz
1647,Omenuke Mfulu,6.21,La Liga,2023-2024,Las Palmas
1648,Valery Fernández,6.2,La Liga,2023-2024,Girona
1649,Adnan Januzaj,6.2,La Liga,2023-2024,Sevilla
1650,Javi Llabrés,6.2,La Liga,2023-2024,Mallorca
1651,Álvaro Lemos,6.22,La Liga,2023-2024,Las Palmas
1652,Alberto Marí,6.22,La Liga,2023-2024,Valencia
1653,Joaquín Panichelli,6.21,La Liga,2023-2024,Deportivo Alaves
1654,Borja Vázquez,6.21,La Liga,2023-2024,Cadiz
1655,Houboulang Mendes,6.21,La Liga,2023-2024,Almeria
1656,Sergi Guardiola,6.21,La Liga,2023-2024,Cadiz
1657,Omenuke Mfulu,6.21,La Liga,2023-2024,Las Palmas
1658,Valery Fernández,6.2,La Liga,2023-2024,Girona
1659,Adnan Januzaj,6.2,La Liga,2023-2024,Sevilla
1660,Javi Llabrés,6.2,La Liga,2023-2024,Mallorca
1661,Maxi Gómez,6.2,La Liga,2023-2024,Cadiz
1662,José Callejón,6.19,La Liga,2023-2024,Granada
1663,Carlos Romero,6.19,La Liga,2023-2024,Villarreal
1664,Amath Ndiaye,6.19,La Liga,2023-2024,Mallorca
1665,Peru Nolaskoain,6.19,La Liga,2023-2024,Athletic Club
1666,Ibrahima Kébé,6.19,La Liga,2023-2024,Girona
1667,Marko Milovanovic,6.18,La Liga,2023-2024,Almeria
1668,Unai García,6.18,La Liga,2023-2024,Osasuna
1669,Borja Iglesias,6.18,La Liga,2023-2024,Real Betis
1670,Iñaki González,6.18,La Liga,2023-2024,Las Palmas
1671,Maxi Gómez,6.2,La Liga,2023-2024,Cadiz
1672,José Callejón,6.19,La Liga,2023-2024,Granada
1673,Carlos Romero,6.19,La Liga,2023-2024,Villarreal
1674,Amath Ndiaye,6.19,La Liga,2023-2024,Mallorca
1675,Peru Nolaskoain,6.19,La Liga,2023-2024,Athletic Club
1676,Ibrahima Kébé,6.19,La Liga,2023-2024,Girona
1677,Marko Milovanovic,6.18,La Liga,2023-2024,Almeria
1678,Unai García,6.18,La Liga,2023-2024,Osasuna
1679,Borja Iglesias,6.18,La Liga,2023-2024,Real Betis
1680,Iñaki González,6.18,La Liga,2023-2024,Las Palmas
1681,Manu Trigueros,6.18,La Liga,2023-2024,Villarreal
1682,Kike Barja,6.18,La Liga,2023-2024,Osasuna
1683,Pablo Torre,6.17,La Liga,2023-2024,Girona
1684,Sory Kaba,6.17,La Liga,2023-2024,Las Palmas
1685,Eric Curbelo,6.17,La Liga,2023-2024,Las Palmas
1686,Gonzalo García,6.17,La Liga,2023-2024,Real Madrid
1687,Yoel Lago,6.17,La Liga,2023-2024,Celta Vigo
1688,Jhon Solís,6.17,La Liga,2023-2024,Girona
1689,Chimy vila,6.17,La Liga,2023-2024,Real Betis
1690,Xeber Alkain,6.17,La Liga,2023-2024,Deportivo Alaves
1691,Radamel Falcao,6.16,La Liga,2023-2024,Rayo Vallecano
1692,Pablo Sáenz,6.16,La Liga,2023-2024,Granada
1693,Arthur Vermeeren,6.16,La Liga,2023-2024,Atletico
1694,Carlos Dotor,6.16,La Liga,2023-2024,Celta Vigo
1695,Jesús Corona,6.15,La Liga,2023-2024,Sevilla
1696,Salvi Sánchez,6.15,La Liga,2023-2024,Rayo Vallecano
1697,Óscar Melendo,6.15,La Liga,2023-2024,Granada
1698,Joan Jordán,6.15,La Liga,2023-2024,Sevilla
1699,Hannibal Mejbri,6.15,La Liga,2023-2024,Sevilla
1700,Álex Pozo,6.14,La Liga,2023-2024,Almeria
1701,Radamel Falcao,6.16,La Liga,2023-2024,Rayo Vallecano
1702,Pablo Sáenz,6.16,La Liga,2023-2024,Granada
