,Player Name,Rating,League,Season,Squad
879,Emir Karic,6.4,Bundesliga,2023-2024,Darmstadt
880,Mërgim Berisha,6.4,Bundesliga,2023-2024,Augsburg
881,Benedict Hollerbach,6.39,Bundesliga,2023-2024,Union Berlin
882,Lukas Nmecha,6.39,Bundesliga,2023-2024,Wolfsburg
883,Wooyeong Jeong,6.39,Bundesliga,2023-2024,Stuttgart
884,Adrian BeckF,6.38,Bundesliga,2023-2024,C Heidenheim
885,Tom,6.38,Bundesliga,2023-2024,
886,Jordy Makengo,6.38,Bundesliga,2023-2024,Freiburg
887,Sven Ulreich,6.38,Bundesliga,2023-2024,Bayern
888,Leonidas Stergiou,6.38,Bundesliga,2023-2024,Stuttgart
889,Oscar Vilhelmsson,6.38,Bundesliga,2023-2024,Darmstadt
890,Cédric Zesiger,6.38,Bundesliga,2023-2024,Wolfsburg
891,Giovanni Reyna,6.38,Bundesliga,2023-2024,Borussia Dortmund
892,Stefan Lainer,6.38,Bundesliga,2023-2024,Borussia M Gladbach
893,Rogério,6.37,Bundesliga,2023-2024,Wolfsburg
894,Niklas Dorsch,6.37,Bundesliga,2023-2024,Augsburg
895,Steffen TiggesF,6.37,Bundesliga,2023-2024,C Koln
896,Patrick Wimmer,6.37,Bundesliga,2023-2024,Wolfsburg
897,Václav Cerny,6.37,Bundesliga,2023-2024,Wolfsburg
898,Kevin SessaF,6.37,Bundesliga,2023-2024,C Heidenheim
899,Julián Malatini,6.36,Bundesliga,2023-2024,Werder Bremen
900,David Jurásek,6.36,Bundesliga,2023-2024,Hoffenheim
901,Bryan Zaragoza,6.36,Bundesliga,2023-2024,Bayern
902,Christopher Antwi-AdjeiBochum,6.36,Bundesliga,2023-2024,
903,Emil ForsbergR,6.36,Bundesliga,2023-2024,B Leipzig
904,Jirí Pavlenka,6.36,Bundesliga,2023-2024,Werder Bremen
905,Kevin Volland,6.36,Bundesliga,2023-2024,Union Berlin
906,Fabio Chiarodia,6.36,Bundesliga,2023-2024,Borussia M Gladbach
907,Leart PaqaradaF,6.35,Bundesliga,2023-2024,C Koln
908,Norman TheuerkaufF,6.35,Bundesliga,2023-2024,C Heidenheim
909,Umut Tohumcu,6.35,Bundesliga,2023-2024,Hoffenheim
910,Noah haupt,6.35,Bundesliga,2023-2024,Freiburg
911,Danny da Costa,6.35,Bundesliga,2023-2024,Mainz
912,Borja Iglesias,6.35,Bundesliga,2023-2024,Leverkusen
913,Stanley Nsoki,6.34,Bundesliga,2023-2024,Hoffenheim
914,Frans Krätzig,6.34,Bundesliga,2023-2024,Bayern
915,Sargis AdamyanF,6.33,Bundesliga,2023-2024,C Koln
916,Patric Pfeiffer,6.33,Bundesliga,2023-2024,Augsburg
917,Tomás Cvancara,6.33,Bundesliga,2023-2024,Borussia M Gladbach
918,Cristian Gamboa,6.33,Bundesliga,2023-2024,Bochum
919,Maximilian Bauer,6.33,Bundesliga,2023-2024,Augsburg
920,Kevin Vogt,6.33,Bundesliga,2023-2024,Union Berlin
921,Tim Drexler,6.33,Bundesliga,2023-2024,Hoffenheim
922,Ludovic Ajorque,6.32,Bundesliga,2023-2024,Mainz
923,Aïssa Laïdouni,6.32,Bundesliga,2023-2024,Union Berlin
924,Adam Hlozek,6.32,Bundesliga,2023-2024,Leverkusen
925,Aaron Seydel,6.32,Bundesliga,2023-2024,Darmstadt
926,Linton MainaF,6.31,Bundesliga,2023-2024,C Koln
927,Sheraldo Becker,6.31,Bundesliga,2023-2024,Union Berlin
928,Nicolas SeiwaldR,6.31,Bundesliga,2023-2024,B Leipzig
929,Benno SchmitzF,6.31,Bundesliga,2023-2024,C Koln
930,Tim SierslebenF,6.31,Bundesliga,2023-2024,C Heidenheim
931,Donny van de Beek,6.3,Bundesliga,2023-2024,Eintracht Frankfurt
932,Bouna Sarr,6.3,Bundesliga,2023-2024,Bayern
933,Jannik Müller,6.3,Bundesliga,2023-2024,Darmstadt
934,Tim Oermann,6.3,Bundesliga,2023-2024,Bochum
935,Christoph Klarer,6.3,Bundesliga,2023-2024,Darmstadt
936,Sebastian Polter,6.3,Bundesliga,2023-2024,Darmstadt
937,Marius Wolf,6.29,Bundesliga,2023-2024,Borussia Dortmund
938,Faride AlidouF,6.29,Bundesliga,2023-2024,C Koln
939,Nicolas Cozza,6.29,Bundesliga,2023-2024,Wolfsburg
940,Klaus Gjasula,6.29,Bundesliga,2023-2024,Darmstadt
941,Denis HuseinbasicF,6.29,Bundesliga,2023-2024,C Koln
942,Sacha Boey,6.29,Bundesliga,2023-2024,Bayern
943,Rasmus CarstensenF,6.29,Bundesliga,2023-2024,C Koln
944,Tiago Tomás,6.29,Bundesliga,2023-2024,Wolfsburg
945,Moritz Broschinski,6.29,Bundesliga,2023-2024,Bochum
946,Tom Bischof,6.28,Bundesliga,2023-2024,Hoffenheim
947,Hrvoje Smolcic,6.28,Bundesliga,2023-2024,Eintracht Frankfurt
948,Erhan Masovic,6.28,Bundesliga,2023-2024,Bochum
949,Jérôme Roussillon,6.28,Bundesliga,2023-2024,Union Berlin
950,Nicolai Rapp,6.28,Bundesliga,2023-2024,Werder Bremen
951,Sébastien Haller,6.27,Bundesliga,2023-2024,Borussia Dortmund
952,Noah Mbamba,6.27,Bundesliga,2023-2024,Leverkusen
953,Alex Král,6.27,Bundesliga,2023-2024,Union Berlin
954,Matús Bero,6.27,Bundesliga,2023-2024,Bochum
955,Kristijan Jakic,6.26,Bundesliga,2023-2024,Eintracht Frankfurt
956,Stefan Bell,6.26,Bundesliga,2023-2024,Mainz
957,Marco Richter,6.26,Bundesliga,2023-2024,Mainz
958,Christian,6.26,Bundesliga,2023-2024,Bremen
959,Aljoscha Kemlein,6.26,Bundesliga,2023-2024,Union Berlin
960,Pavao Pervan,6.25,Bundesliga,2023-2024,Wolfsburg
961,Nacho Ferri,6.25,Bundesliga,2023-2024,Eintracht Frankfurt
962,Nikola DovedanF,6.25,Bundesliga,2023-2024,C Heidenheim
963,Philipp Förster,6.25,Bundesliga,2023-2024,Bochum
964,Kilian Fischer,6.25,Bundesliga,2023-2024,Wolfsburg
965,Marnon BuschF,6.25,Bundesliga,2023-2024,C Heidenheim
966,Nnamdi Collins,6.24,Bundesliga,2023-2024,Eintracht Frankfurt
967,Paul Jaeckel,6.23,Bundesliga,2023-2024,Union Berlin
968,Christopher Lenz,6.23,Bundesliga,2023-2024,Eintracht Frankfurt
969,Robert Gumny,6.23,Bundesliga,2023-2024,Augsburg
970,Damion DownsF,6.23,Bundesliga,2023-2024,C Koln
971,Anwar El Ghazi,6.23,Bundesliga,2023-2024,Mainz
972,Eljif ElmasR,6.23,Bundesliga,2023-2024,B Leipzig
973,Lukas Daschner,6.23,Bundesliga,2023-2024,Bochum
974,Mark UthF,6.22,Bundesliga,2023-2024,C Koln
975,Samuele Di Benedetto,6.22,Bundesliga,2023-2024,Stuttgart
976,Aymen Barkok,6.22,Bundesliga,2023-2024,Mainz
977,Sven Michel,6.22,Bundesliga,2023-2024,Augsburg
978,Mikkel Kaufmann,6.22,Bundesliga,2023-2024,Union Berlin
979,Fábio CarvalhoR,6.21,Bundesliga,2023-2024,B Leipzig
980,Marcus Müller,6.21,Bundesliga,2023-2024,Mainz
981,Dion Beljo,6.21,Bundesliga,2023-2024,Augsburg
982,Paxten Aaronson,6.2,Bundesliga,2023-2024,Eintracht Frankfurt
983,Mahmoud Dahoud,6.2,Bundesliga,2023-2024,Stuttgart
984,Noah Loosli,6.2,Bundesliga,2023-2024,Bochum
985,Matej Maglica,6.2,Bundesliga,2023-2024,Darmstadt
986,Chris Bedia,6.2,Bundesliga,2023-2024,Union Berlin
987,Jordan Siebatcheu,6.2,Bundesliga,2023-2024,Union Berlin
988,Tim Breithaupt,6.2,Bundesliga,2023-2024,Augsburg
989,Justin DiehlF,6.2,Bundesliga,2023-2024,C Koln
990,Gustavo Puerta,6.2,Bundesliga,2023-2024,Leverkusen
991,Luca KilianF,6.19,Bundesliga,2023-2024,C Koln
992,Jakub Kaminski,6.19,Bundesliga,2023-2024,Wolfsburg
993,Lovro Zvonarek,6.19,Bundesliga,2023-2024,Bayern
994,Jacob ChristensenF,6.19,Bundesliga,2023-2024,C Koln
995,Andreas Müller,6.18,Bundesliga,2023-2024,Darmstadt
996,Leonardo Bonucci,6.18,Bundesliga,2023-2024,Union Berlin
997,Frank Ronstadt,6.18,Bundesliga,2023-2024,Darmstadt
998,Masaya Okugawa,6.18,Bundesliga,2023-2024,Augsburg
999,Tony Jantschke,6.18,Bundesliga,2023-2024,Borussia M Gladbach
1000,Denis ThomallaF,6.18,Bundesliga,2023-2024,C Heidenheim
1001,Florent Muslija,6.18,Bundesliga,2023-2024,Freiburg
1002,Pep Biel,6.17,Bundesliga,2023-2024,Augsburg
1003,Jesper Lindstrøm,6.17,Bundesliga,2023-2024,Eintracht Frankfurt
1004,Maximilian Philipp,6.17,Bundesliga,2023-2024,Freiburg
1005,Yvandro Borges Sanches,6.16,Bundesliga,2023-2024,Borussia M Gladbach
1006,Nadiem Amiri,6.16,Bundesliga,2023-2024,Leverkusen
1007,Florian PickF,6.16,Bundesliga,2023-2024,C Heidenheim
1008,Mathias Honsak,6.16,Bundesliga,2023-2024,Darmstadt
1009,Christopher LenzR,6.16,Bundesliga,2023-2024,B Leipzig
1010,Fabian Schnellhardt,6.15,Bundesliga,2023-2024,Darmstadt
1011,Patrick Herrmann,6.15,Bundesliga,2023-2024,Borussia M Gladbach
1012,Naby Keïta,6.15,Bundesliga,2023-2024,Werder Bremen
1013,Jean-Mattéo Bahoya,6.14,Bundesliga,2023-2024,Eintracht Frankfurt
1014,Dawid Kownacki,6.14,Bundesliga,2023-2024,Werder Bremen
1015,Olé Pohlmann,6.14,Bundesliga,2023-2024,Borussia Dortmund
1016,Fraser Hornby,6.13,Bundesliga,2023-2024,Darmstadt
1017,Christoph Kramer,6.13,Bundesliga,2023-2024,Borussia M Gladbach
1018,Jens Petter Hauge,6.13,Bundesliga,2023-2024,Eintracht Frankfurt
1019,Finn Becker,6.13,Bundesliga,2023-2024,Hoffenheim
1020,Sebastian Rode,6.13,Bundesliga,2023-2024,Eintracht Frankfurt
1021,Bambasé Conté,6.12,Bundesliga,2023-2024,Hoffenheim
1022,Thorgan Hazard,6.12,Bundesliga,2023-2024,Borussia Dortmund
1023,Kenneth Schmidt,6.12,Bundesliga,2023-2024,Freiburg
1024,Bartol Franjic,6.12,Bundesliga,2023-2024,Darmstadt
1025,Julien Duranville,6.11,Bundesliga,2023-2024,Borussia Dortmund
1026,Ryan Gravenberch,6.11,Bundesliga,2023-2024,Bayern
1027,Gerrit Holtmann,6.11,Bundesliga,2023-2024,Darmstadt
1028,Matteo Vinlöf,6.1,Bundesliga,2023-2024,Bayern
1029,Samuel Bamba,6.1,Bundesliga,2023-2024,Borussia Dortmund
1030,David Mamutovic,6.1,Bundesliga,2023-2024,Mainz
1031,Stefan SchimmerF,6.08,Bundesliga,2023-2024,C Heidenheim
1032,Amin Sarr,6.07,Bundesliga,2023-2024,Wolfsburg
1033,Max Moerstedt,6.07,Bundesliga,2023-2024,Hoffenheim
1034,Thomas Isherwood,6.07,Bundesliga,2023-2024,Darmstadt
1035,Nelson Weiper,6.07,Bundesliga,2023-2024,Mainz
1036,Shio Fukuda,6.06,Bundesliga,2023-2024,Borussia M Gladbach
1037,Jessic Ngankam,6.06,Bundesliga,2023-2024,Eintracht Frankfurt
1038,Merveille Papela,6.06,Bundesliga,2023-2024,Mainz
1039,Nathanaël Mbuku,6.06,Bundesliga,2023-2024,Augsburg
1040,Attila Szalai,6.06,Bundesliga,2023-2024,Freiburg
1041,Lilian Egloff,6.05,Bundesliga,2023-2024,Stuttgart
1042,El Chadaille BitshiabuR,6.05,Bundesliga,2023-2024,B Leipzig
1043,Jovan Milosevic,6.05,Bundesliga,2023-2024,Stuttgart
1044,Attila Szalai,6.05,Bundesliga,2023-2024,Hoffenheim
1045,Leon Opitz,6.04,Bundesliga,2023-2024,Werder Bremen
1046,Irvin Cardona,6.04,Bundesliga,2023-2024,Augsburg
1047,Timothy Chandler,6.03,Bundesliga,2023-2024,Eintracht Frankfurt
1048,Junior Adamu,6.03,Bundesliga,2023-2024,Freiburg
1049,Florian DietzF,6.03,Bundesliga,2023-2024,C Koln
1050,Braydon Manu,6.03,Bundesliga,2023-2024,Darmstadt
1051,Makoto Hasebe,6.02,Bundesliga,2023-2024,Eintracht Frankfurt
1052,Roberto Massimo,6.01,Bundesliga,2023-2024,Stuttgart
1053,Luca Raimund,6.01,Bundesliga,2023-2024,Stuttgart
1054,Elias Baum,6.01,Bundesliga,2023-2024,Eintracht Frankfurt
1055,Marko Mladenovic,6.01,Bundesliga,2023-2024,Eintracht Frankfurt
1056,Grant-Leon Ranos,6.0,Bundesliga,2023-2024,Borussia M Gladbach
1057,Daniel Peretz,6.0,Bundesliga,2023-2024,Bayern
1058,Diadié Samassékou,6.0,Bundesliga,2023-2024,Hoffenheim
1059,Joel Imasuen,6.0,Bundesliga,2023-2024,Werder Bremen
1060,Jonathan Asp Jensen,6.0,Bundesliga,2023-2024,Bayern
1061,Jonathan NorbyeR,6.0,Bundesliga,2023-2024,B Leipzig
1062,Kofi Amoako,6.0,Bundesliga,2023-2024,Wolfsburg
1063,Luca Philipp,6.0,Bundesliga,2023-2024,Hoffenheim
1064,Mahmut Kücüksahin,6.0,Bundesliga,2023-2024,Augsburg
1065,Nuha JattaR,6.0,Bundesliga,2023-2024,B Leipzig
1066,Philipp PentkeF,6.0,Bundesliga,2023-2024,C Koln
1067,Thomas KellerF,6.0,Bundesliga,2023-2024,C Heidenheim
1068,Moritz-Broni Kwarteng,6.0,Bundesliga,2023-2024,Bochum
1069,Dzenan Pejcinovic,6.0,Bundesliga,2023-2024,Wolfsburg
1070,Fabian Rüdlin,5.99,Bundesliga,2023-2024,Freiburg
1071,Genki Haraguchi,5.99,Bundesliga,2023-2024,Stuttgart
1072,Mërgim Berisha,5.99,Bundesliga,2023-2024,Hoffenheim
1073,Jessic Ngankam,5.99,Bundesliga,2023-2024,Mainz
1074,Dennis Geiger,5.99,Bundesliga,2023-2024,Hoffenheim
1075,Kasim Adams,5.98,Bundesliga,2023-2024,Hoffenheim
1076,Julian Justvan,5.96,Bundesliga,2023-2024,Hoffenheim
1077,Filip Stojilkovic,5.95,Bundesliga,2023-2024,Darmstadt
1078,Maximilian Breunig,5.94,Bundesliga,2023-2024,Freiburg
1079,Borna Sosa,5.94,Bundesliga,2023-2024,Stuttgart
1080,Fabio Torsiello,5.94,Bundesliga,2023-2024,Darmstadt
1081,Lukas Ullrich,5.88,Bundesliga,2023-2024,Borussia M Gladbach
1082,Asaf Arania,5.87,Bundesliga,2023-2024,Darmstadt
1083,Mathias OlesenF,5.84,Bundesliga,2023-2024,C Koln
1084,Ilia Gruev,5.84,Bundesliga,2023-2024,Werder Bremen
1085,Isak Hansen-AarøenWerder Bremen,5.84,Bundesliga,2023-2024,
1086,Bennit Bröger,5.82,Bundesliga,2023-2024,Wolfsburg
1087,Oliver Burke,5.78,Bundesliga,2023-2024,Werder Bremen
1088,Simon Zoller,5.74,Bundesliga,2023-2024,Bochum
1089,Alexander Brunst,5.7,Bundesliga,2023-2024,Darmstadt
1090,Andreas Luthe,5.12,Bundesliga,2023-2024,Bochum
1091,Thibaut Courtois,7.82,La Liga,2023-2024,Real Madrid
1092,Jude Bellingham,7.81,La Liga,2023-2024,Real Madrid
1093,Samu Aghehowa,7.5,La Liga,2023-2024,Granada
1094,Vinícius Júnior,7.41,La Liga,2023-2024,Real Madrid
1095,Isco,7.4,La Liga,2023-2024,Real Betis
1096,Savinho,7.29,La Liga,2023-2024,Girona
1097,Alexander Sørloth,7.23,La Liga,2023-2024,Villarreal
1098,Antoine Griezmann,7.23,La Liga,2023-2024,Atletico
1099,Antal Yaakobishvili,7.22,La Liga,2023-2024,Girona
1100,Dominik Greif,7.2,La Liga,2023-2024,Mallorca
1101,Thibaut Courtois,7.82,La Liga,2023-2024,Real Madrid
1102,Jude Bellingham,7.81,La Liga,2023-2024,Real Madrid
1103,Samu Aghehowa,7.5,La Liga,2023-2024,Granada
1104,Vinícius Júnior,7.41,La Liga,2023-2024,Real Madrid
1105,Isco,7.4,La Liga,2023-2024,Real Betis
1106,Savinho,7.29,La Liga,2023-2024,Girona
1107,Alexander Sørloth,7.23,La Liga,2023-2024,Villarreal
1108,Antoine Griezmann,7.23,La Liga,2023-2024,Atletico
1109,Antal Yaakobishvili,7.22,La Liga,2023-2024,Girona
1110,Dominik Greif,7.2,La Liga,2023-2024,Mallorca
1111,Robert Lewandowski,7.2,La Liga,2023-2024,Barcelona
1112,Mikel Merino,7.18,La Liga,2023-2024,Real Sociedad
1113,Juan Herzog,7.16,La Liga,2023-2024,Las Palmas
1114,Nico Williams,7.16,La Liga,2023-2024,Athletic Club
1115,Iñaki Williams,7.15,La Liga,2023-2024,Athletic Club
1116,Gorka Guruzeta,7.15,La Liga,2023-2024,Athletic Club
1117,Ilkay Gündogan,7.15,La Liga,2023-2024,Barcelona
1118,Rodrygo,7.14,La Liga,2023-2024,Real Madrid
1119,Gerard Moreno,7.13,La Liga,2023-2024,Villarreal
1120,Frenkie de Jong,7.12,La Liga,2023-2024,Barcelona
1121,Robert Lewandowski,7.2,La Liga,2023-2024,Barcelona
1122,Mikel Merino,7.18,La Liga,2023-2024,Real Sociedad
1123,Juan Herzog,7.16,La Liga,2023-2024,Las Palmas
1124,Nico Williams,7.16,La Liga,2023-2024,Athletic Club
1125,Iñaki Williams,7.15,La Liga,2023-2024,Athletic Club
1126,Gorka Guruzeta,7.15,La Liga,2023-2024,Athletic Club
1127,Ilkay Gündogan,7.15,La Liga,2023-2024,Barcelona
1128,Rodrygo,7.14,La Liga,2023-2024,Real Madrid
1129,Gerard Moreno,7.13,La Liga,2023-2024,Villarreal
1130,Frenkie de Jong,7.12,La Liga,2023-2024,Barcelona
1131,Robert Lewandowski,7.2,La Liga,2023-2024,Barcelona
1132,Mikel Merino,7.18,La Liga,2023-2024,Real Sociedad
1133,Juan Herzog,7.16,La Liga,2023-2024,Las Palmas
1134,Nico Williams,7.16,La Liga,2023-2024,Athletic Club
1135,Iñaki Williams,7.15,La Liga,2023-2024,Athletic Club
1136,Gorka Guruzeta,7.15,La Liga,2023-2024,Athletic Club
1137,Ilkay Gündogan,7.15,La Liga,2023-2024,Barcelona
1138,Rodrygo,7.14,La Liga,2023-2024,Real Madrid
1139,Gerard Moreno,7.13,La Liga,2023-2024,Villarreal
1140,Frenkie de Jong,7.12,La Liga,2023-2024,Barcelona
1141,Toni Kroos,7.12,La Liga,2023-2024,Real Madrid
1142,Federico Valverde,7.12,La Liga,2023-2024,Real Madrid
1143,Jaume Domènech,7.12,La Liga,2023-2024,Valencia
1144,Yangel Herrera,7.11,La Liga,2023-2024,Girona
1145,Lamine Yamal,7.11,La Liga,2023-2024,Barcelona
1146,Takefusa Kubo,7.11,La Liga,2023-2024,Real Sociedad
1147,João Cancelo,7.09,La Liga,2023-2024,Barcelona
1148,Gavi,7.08,La Liga,2023-2024,Barcelona
1149,Artem Dovbyk,7.08,La Liga,2023-2024,Girona
1150,Aleix García,7.08,La Liga,2023-2024,Girona
1151,Toni Kroos,7.12,La Liga,2023-2024,Real Madrid
1152,Federico Valverde,7.12,La Liga,2023-2024,Real Madrid
1153,Jaume Domènech,7.12,La Liga,2023-2024,Valencia
1154,Yangel Herrera,7.11,La Liga,2023-2024,Girona
1155,Lamine Yamal,7.11,La Liga,2023-2024,Barcelona
1156,Takefusa Kubo,7.11,La Liga,2023-2024,Real Sociedad
1157,João Cancelo,7.09,La Liga,2023-2024,Barcelona
1158,Gavi,7.08,La Liga,2023-2024,Barcelona
1159,Artem Dovbyk,7.08,La Liga,2023-2024,Girona
1160,Aleix García,7.08,La Liga,2023-2024,Girona
1161,Sergio Ramos,7.06,La Liga,2023-2024,Sevilla
1162,Brahim Díaz,7.06,La Liga,2023-2024,Real Madrid
1163,Johnny Cardoso,7.06,La Liga,2023-2024,Real Betis
1164,Ante Budimir,7.06,La Liga,2023-2024,Osasuna
1165,Arda Güler,7.04,La Liga,2023-2024,Real Madrid
1166,Pepelu,7.04,La Liga,2023-2024,Valencia
1167,Antonio Raíllo,7.03,La Liga,2023-2024,Mallorca
1168,Yannick Carrasco,7.03,La Liga,2023-2024,Atletico
1169,Fran Vieites,7.01,La Liga,2023-2024,Real Betis
1170,Iago Aspas,7.01,La Liga,2023-2024,Celta Vigo
1171,Ayoze Pérez,7.0,La Liga,2023-2024,Real Betis
1172,Aurélien Tchouaméni,7.0,La Liga,2023-2024,Real Madrid
1173,Viktor Tsyhankov,6.99,La Liga,2023-2024,Girona
1174,Raphinha,6.99,La Liga,2023-2024,Barcelona
1175,Eduardo Camavinga,6.98,La Liga,2023-2024,Real Madrid
1176,Pablo Fornals,6.98,La Liga,2023-2024,Real Betis
1177,Álex Baena,6.97,La Liga,2023-2024,Villarreal
1178,Iván Cuéllar,6.96,La Liga,2023-2024,Mallorca
1179,Juan Foyth,6.96,La Liga,2023-2024,Villarreal
1180,Ivan Rakitic,6.95,La Liga,2023-2024,Sevilla
1181,Borja Mayoral,6.95,La Liga,2023-2024,Getafe
1182,Jesús Owono,6.94,La Liga,2023-2024,Deportivo Alaves
1183,Andrii Lunin,6.94,La Liga,2023-2024,Real Madrid
1184,Lucas Ocampos,6.93,La Liga,2023-2024,Sevilla
1185,Yerson Mosquera,6.93,La Liga,2023-2024,Villarreal
1186,Dani Carvajal,6.92,La Liga,2023-2024,Real Madrid
1187,Paulo Gazzaniga,6.92,La Liga,2023-2024,Girona
1188,Samuel Lino,6.91,La Liga,2023-2024,Atletico
1189,Loïc Badé,6.91,La Liga,2023-2024,Sevilla
1190,Bryan Zaragoza,6.91,La Liga,2023-2024,Granada
1191,Brais Méndez,6.91,La Liga,2023-2024,Real Sociedad
1192,Luka Modric,6.9,La Liga,2023-2024,Real Madrid
1193,Eric García,6.88,La Liga,2023-2024,Girona
1194,Martín Zubimendi,6.88,La Liga,2023-2024,Real Sociedad
1195,Pedri,6.87,La Liga,2023-2024,Barcelona
1196,Mason Greenwood,6.87,La Liga,2023-2024,Getafe
1197,Jules Koundé,6.86,La Liga,2023-2024,Barcelona
1198,Sergi Cardona,6.86,La Liga,2023-2024,Las Palmas
1199,Álvaro Morata,6.85,La Liga,2023-2024,Atletico
1200,João Félix,6.85,La Liga,2023-2024,Barcelona
1201,Marc Pubill,6.85,La Liga,2023-2024,Almeria
1202,Vedat Muriqi,6.84,La Liga,2023-2024,Mallorca
1203,Carlos Vicente,6.84,La Liga,2023-2024,Deportivo Alaves
1204,Lucas Vázquez,6.84,La Liga,2023-2024,Real Madrid
1205,Youssef En-NesyriSevilla,6.84,La Liga,2023-2024,
1206,Yeremy Pino,6.83,La Liga,2023-2024,Villarreal
1207,Álvaro Vallés,6.83,La Liga,2023-2024,Las Palmas
1208,Miguel Gutiérrez,6.83,La Liga,2023-2024,Girona
1209,Yuri Berchiche,6.83,La Liga,2023-2024,Athletic Club
1210,Isaac Romero,6.82,La Liga,2023-2024,Sevilla
1211,Cristian Rivero,6.82,La Liga,2023-2024,Valencia
1212,Jørgen Strand Larsen,6.82,La Liga,2023-2024,Celta Vigo
1213,Claudio Bravo,6.81,La Liga,2023-2024,Real Betis
1214,Diego Rico,6.81,La Liga,2023-2024,Getafe
1215,Germán Pezzella,6.81,La Liga,2023-2024,Real Betis
1216,Marc-André ter Stegen,6.8,La Liga,2023-2024,Barcelona
1217,Óscar De Marcos,6.8,La Liga,2023-2024,Athletic Club
1218,Guido Rodríguez,6.8,La Liga,2023-2024,Real Betis
1219,Lucas Robertone,6.8,La Liga,2023-2024,Almeria
1220,Renato Tapia,6.8,La Liga,2023-2024,Celta Vigo
1221,Daley Blind,6.8,La Liga,2023-2024,Girona
1222,Pablo Barrios,6.79,La Liga,2023-2024,Atletico
1223,Giorgi Mamardashvili,6.79,La Liga,2023-2024,Valencia
1224,Unai Simón,6.79,La Liga,2023-2024,Athletic Club
1225,Iván Martín,6.79,La Liga,2023-2024,Girona
1226,Filip Jørgensen,6.79,La Liga,2023-2024,Villarreal
1227,Hugo lvarez,6.79,La Liga,2023-2024,Celta Vigo
1228,Íñigo Ruíz de Galarreta,6.78,La Liga,2023-2024,Athletic Club
1229,Carl Starfelt,6.78,La Liga,2023-2024,Celta Vigo
1230,Rodrigo De Paul,6.77,La Liga,2023-2024,Atletico
1231,Robin Le Normand,6.77,La Liga,2023-2024,Real Sociedad
1232,Aitor Ruibal,6.77,La Liga,2023-2024,Real Betis
1233,Pau Cubarsí,6.77,La Liga,2023-2024,Barcelona
1234,Javi Galán,6.77,La Liga,2023-2024,Real Sociedad
1235,Jonathan Bamba,6.76,La Liga,2023-2024,Celta Vigo
1236,Lucas Boyé,6.76,La Liga,2023-2024,Granada
1237,Luiz Henrique,6.76,La Liga,2023-2024,Real Betis
1238,Ronald Araujo,6.75,La Liga,2023-2024,Barcelona
1239,Sergi Roberto,6.75,La Liga,2023-2024,Barcelona
1240,David Gil,6.75,La Liga,2023-2024,Cadiz
1241,David Alaba,6.75,La Liga,2023-2024,Real Madrid
1242,Kepa,6.74,La Liga,2023-2024,Real Madrid
1243,Nemanja Maksimovic,6.74,La Liga,2023-2024,Getafe
1244,Ørjan Nyland,6.74,La Liga,2023-2024,Sevilla
1245,Mario Hermoso,6.74,La Liga,2023-2024,Atletico
1246,José Gayà,6.74,La Liga,2023-2024,Valencia
1247,Sergi Darder,6.73,La Liga,2023-2024,Mallorca
1248,Florian Lejeune,6.73,La Liga,2023-2024,Rayo Vallecano
1249,Unai Núñez,6.73,La Liga,2023-2024,Celta Vigo
1250,Jan Oblak,6.73,La Liga,2023-2024,Atletico
1251,Kike Salas,6.73,La Liga,2023-2024,Sevilla
1252,Yan Couto,6.73,La Liga,2023-2024,Girona
1253,Nabil Fekir,6.73,La Liga,2023-2024,Real Betis
1254,Kirian Rodríguez,6.73,La Liga,2023-2024,Las Palmas
1255,Álex Remiro,6.72,La Liga,2023-2024,Real Sociedad
1256,Dani Parejo,6.72,La Liga,2023-2024,Villarreal
1257,Vicente Guaita,6.72,La Liga,2023-2024,Celta Vigo
1258,Mouctar Diakhaby,6.72,La Liga,2023-2024,Valencia
1259,Conan Ledesma,6.71,La Liga,2023-2024,Cadiz
1260,Joselu,6.71,La Liga,2023-2024,Real Madrid
1261,Hugo Duro,6.71,La Liga,2023-2024,Valencia
1262,Ángel Correa,6.71,La Liga,2023-2024,Atletico
1263,Axel Witsel,6.71,La Liga,2023-2024,Atletico
1264,Juan Miranda,6.7,La Liga,2023-2024,Real Betis
1265,Sergio Arribas,6.7,La Liga,2023-2024,Almeria
1266,Adri Embarba,6.7,La Liga,2023-2024,Almeria
1267,Nemanja Gudelj,6.7,La Liga,2023-2024,Sevilla
1268,Reinildo,6.69,La Liga,2023-2024,Atletico
1269,David López,6.69,La Liga,2023-2024,Girona
1270,Jonathan Viera,6.69,La Liga,2023-2024,Las Palmas
1271,Jorge Cuenca,6.69,La Liga,2023-2024,Villarreal
1272,Rui Silva,6.69,La Liga,2023-2024,Real Betis
1273,Luis Suárez,6.69,La Liga,2023-2024,Almeria
1274,Marcos Alonso,6.69,La Liga,2023-2024,Barcelona
1275,Rubén Alcaraz,6.69,La Liga,2023-2024,Cadiz
1276,David García,6.69,La Liga,2023-2024,Osasuna
1277,Matija Nastasic,6.69,La Liga,2023-2024,Mallorca
1278,Koke,6.69,La Liga,2023-2024,Atletico
1279,Luis Milla,6.68,La Liga,2023-2024,Getafe
1280,Bruno Méndez,6.68,La Liga,2023-2024,Granada
1281,Isi Palazón,6.68,La Liga,2023-2024,Rayo Vallecano
