,Player Name,Rating,League,Season,Squad
1248,Luiz Felipe,6.65,La Liga,2022-2023,Real Betis
1249,Sergi Roberto,6.65,La Liga,2022-2023,Barcelona
1250,Mouctar Diakhaby,6.65,La Liga,2022-2023,Valencia
1251,Joseph Aidoo,6.65,La Liga,2022-2023,Celta Vigo
1252,Igor Zubeldia,6.64,La Liga,2022-2023,Real Sociedad
1253,Luiz Henrique,6.64,La Liga,2022-2023,Real Betis
1254,Ander Barrenetxea,6.64,La Liga,2022-2023,Real Sociedad
1255,Hugo Mallo,6.64,La Liga,2022-2023,Celta Vigo
1256,Óscar Trejo,6.64,La Liga,2022-2023,Rayo Vallecano
1257,Chris Ramos,6.64,La Liga,2022-2023,Cadiz
1258,Thomas Lemar,6.63,La Liga,2022-2023,Atletico
1259,Mikel Vesga,6.63,La Liga,2022-2023,Athletic Club
1260,Carlos Clerc,6.63,La Liga,2022-2023,Elche
1261,Borja Iglesias,6.63,La Liga,2022-2023,Real Betis
1262,Aimar Oroz,6.63,La Liga,2022-2023,Osasuna
1263,Rodrigo Riquelme,6.63,La Liga,2022-2023,Girona
1264,Luis Milla,6.63,La Liga,2022-2023,Getafe
1265,Martin Valjent,6.62,La Liga,2022-2023,Mallorca
1266,Memphis Depay,6.62,La Liga,2022-2023,Atletico
1267,Carlos Soler,6.62,La Liga,2022-2023,Valencia
1268,Nacho,6.62,La Liga,2022-2023,Real Madrid
1269,Federico Fernández,6.62,La Liga,2022-2023,Elche
1270,Álex Collado,6.62,La Liga,2022-2023,Elche
1271,Eric García,6.62,La Liga,2022-2023,Barcelona
1272,Aihen Muñoz,6.62,La Liga,2022-2023,Real Sociedad
1273,Cenk zkacar,6.62,La Liga,2022-2023,Valencia
1274,Manu Morlanes,6.61,La Liga,2022-2023,Mallorca
1275,Kike Barja,6.61,La Liga,2022-2023,Osasuna
1276,Álvaro Aceves,6.61,La Liga,2022-2023,Real Valladolid
1277,Léo Baptistão,6.61,La Liga,2022-2023,Almeria
1278,Alejandro Catena,6.61,La Liga,2022-2023,Rayo Vallecano
1279,Aïssa Mandi,6.61,La Liga,2022-2023,Villarreal
1280,Brian Oliván,6.6,La Liga,2022-2023,Espanyol
1281,César Montes,6.6,La Liga,2022-2023,Espanyol
1282,Dani Rodríguez,6.6,La Liga,2022-2023,Mallorca
1283,José Gragera,6.6,La Liga,2022-2023,Espanyol
1284,Umar Sadiq,6.6,La Liga,2022-2023,Real Sociedad
1285,Carles Pérez,6.6,La Liga,2022-2023,Celta Vigo
1286,Jawad El Yamiq,6.59,La Liga,2022-2023,Real Valladolid
1287,Théo Bongonda,6.59,La Liga,2022-2023,Cadiz
1288,Óscar Valentín,6.59,La Liga,2022-2023,Rayo Vallecano
1289,Álex Baena,6.59,La Liga,2022-2023,Villarreal
1290,Martín Montoya,6.59,La Liga,2022-2023,Real Betis
1291,Chimy vila,6.59,La Liga,2022-2023,Osasuna
1292,Dani Vivian,6.59,La Liga,2022-2023,Athletic Club
1293,Nico González,6.59,La Liga,2022-2023,Valencia
1294,Sergi Guardiola,6.59,La Liga,2022-2023,Cadiz
1295,Álex Centelles,6.59,La Liga,2022-2023,Almeria
1296,David Alaba,6.58,La Liga,2022-2023,Real Madrid
1297,Santiago Bueno,6.58,La Liga,2022-2023,Girona
1298,Tete Morente,6.58,La Liga,2022-2023,Elche
1299,Pepe Reina,6.58,La Liga,2022-2023,Villarreal
1300,Gonzalo Melero,6.58,La Liga,2022-2023,Almeria
1301,Edgar González,6.58,La Liga,2022-2023,Real Betis
1302,Ferland Mendy,6.58,La Liga,2022-2023,Real Madrid
1303,Franco Cervi,6.57,La Liga,2022-2023,Celta Vigo
1304,Fernando,6.57,La Liga,2022-2023,Sevilla
1305,Samu Castillejo,6.57,La Liga,2022-2023,Valencia
1306,Kike Pérez,6.57,La Liga,2022-2023,Real Valladolid
1307,Florian Lejeune,6.57,La Liga,2022-2023,Rayo Vallecano
1308,Iván Sánchez,6.57,La Liga,2022-2023,Real Valladolid
1309,Rodri,6.57,La Liga,2022-2023,Real Betis
1310,Isco,6.57,La Liga,2022-2023,Sevilla
1311,Miguel Gutiérrez,6.57,La Liga,2022-2023,Girona
1312,Iván Fresneda,6.56,La Liga,2022-2023,Real Valladolid
1313,Martin Braithwaite,6.56,La Liga,2022-2023,Espanyol
1314,Saúl íguez,6.56,La Liga,2022-2023,Atletico
1315,Nemanja Maksimovic,6.55,La Liga,2022-2023,Getafe
1316,Youssef En-NesyriSevilla,6.55,La Liga,2022-2023,
1317,Samú Costa,6.55,La Liga,2022-2023,Almeria
1318,Geoffrey Kondogbia,6.55,La Liga,2022-2023,Atletico
1319,Óliver Torres,6.55,La Liga,2022-2023,Sevilla
1320,Lázaro,6.55,La Liga,2022-2023,Almeria
1321,Iván Martín,6.55,La Liga,2022-2023,Girona
1322,Ansu Fati,6.55,La Liga,2022-2023,Barcelona
1323,Borja García,6.55,La Liga,2022-2023,Girona
1324,Axel Witsel,6.55,La Liga,2022-2023,Atletico
1325,Íñigo Lekue,6.54,La Liga,2022-2023,Athletic Club
1326,Asier Illarramendi,6.54,La Liga,2022-2023,Real Sociedad
1327,Damián Suárez,6.54,La Liga,2022-2023,Getafe
1328,Sergio Camello,6.54,La Liga,2022-2023,Rayo Vallecano
1329,Jorge Cuenca,6.54,La Liga,2022-2023,Villarreal
1330,Sergio Herrera,6.54,La Liga,2022-2023,Osasuna
1331,Javi Sánchez,6.54,La Liga,2022-2023,Real Valladolid
1332,Fernando Pacheco,6.54,La Liga,2022-2023,Almeria
1333,Ramon Terrats,6.54,La Liga,2022-2023,Villarreal
1334,Álex Sola,6.54,La Liga,2022-2023,Real Sociedad
1335,Luis Pérez,6.54,La Liga,2022-2023,Real Valladolid
1336,Giorgi Mamardashvili,6.54,La Liga,2022-2023,Valencia
1337,Ivan Rakitic,6.54,La Liga,2022-2023,Sevilla
1338,Manu Sánchez,6.54,La Liga,2022-2023,Osasuna
1339,Marcão,6.53,La Liga,2022-2023,Sevilla
1340,Érik Lamela,6.53,La Liga,2022-2023,Sevilla
1341,Bryan Gil,6.53,La Liga,2022-2023,Sevilla
1342,Rubén Peña,6.53,La Liga,2022-2023,Osasuna
1343,Lucas Rosa,6.53,La Liga,2022-2023,Real Valladolid
1344,Djené Dakonam,6.53,La Liga,2022-2023,Getafe
1345,Diego Mariño,6.53,La Liga,2022-2023,Almeria
1346,Iker Benito,6.53,La Liga,2022-2023,Osasuna
1347,Julen Agirrezabala,6.53,La Liga,2022-2023,Athletic Club
1348,Srdjan Babic,6.53,La Liga,2022-2023,Almeria
1349,Marcos Alonso,6.53,La Liga,2022-2023,Barcelona
1350,Antonio Rüdiger,6.53,La Liga,2022-2023,Real Madrid
1351,Rodrigo Ely,6.52,La Liga,2022-2023,Almeria
1352,Monchu,6.52,La Liga,2022-2023,Real Valladolid
1353,Joaquín Fernández,6.52,La Liga,2022-2023,Real Valladolid
1354,Jaume Costa,6.52,La Liga,2022-2023,Mallorca
1355,Jorge Meré,6.52,La Liga,2022-2023,Cadiz
1356,Yan Couto,6.52,La Liga,2022-2023,Girona
1357,Alex Telles,6.52,La Liga,2022-2023,Sevilla
1358,Agustín Marchesín,6.52,La Liga,2022-2023,Celta Vigo
1359,Gorka Guruzeta,6.52,La Liga,2022-2023,Athletic Club
1360,Manu Bueno,6.52,La Liga,2022-2023,Sevilla
1361,Javi Puado,6.51,La Liga,2022-2023,Espanyol
1362,Andrés Guardado,6.51,La Liga,2022-2023,Real Betis
1363,Óscar Plano,6.51,La Liga,2022-2023,Real Valladolid
1364,Brian Ocampo,6.51,La Liga,2022-2023,Cadiz
1365,Juan Iglesias,6.51,La Liga,2022-2023,Getafe
1366,Ángel Correa,6.5,La Liga,2022-2023,Atletico
1367,Domingos Duarte,6.5,La Liga,2022-2023,Getafe
1368,Jon Pacheco,6.5,La Liga,2022-2023,Real Sociedad
1369,Borja Mayoral,6.5,La Liga,2022-2023,Getafe
1370,Giovanni González,6.5,La Liga,2022-2023,Mallorca
1371,Rubén Alcaraz,6.5,La Liga,2022-2023,Cadiz
1372,Gastón lvarez,6.5,La Liga,2022-2023,Getafe
1373,Darwin Machís,6.5,La Liga,2022-2023,Real Valladolid
1374,Fran Beltrán,6.49,La Liga,2022-2023,Celta Vigo
1375,Andoni Gorosabel,6.49,La Liga,2022-2023,Real Sociedad
1376,Leandro Cabrera,6.48,La Liga,2022-2023,Espanyol
1377,Víctor Ruiz,6.48,La Liga,2022-2023,Real Betis
1378,Óscar Rodríguez,6.48,La Liga,2022-2023,Celta Vigo
1379,Ferran Torres,6.48,La Liga,2022-2023,Barcelona
1380,Álex Pozo,6.48,La Liga,2022-2023,Almeria
1381,José Luis Morales,6.48,La Liga,2022-2023,Villarreal
1382,Jørgen Strand Larsen,6.48,La Liga,2022-2023,Celta Vigo
1383,Unai Simón,6.48,La Liga,2022-2023,Athletic Club
1384,Mauro Arambarri,6.48,La Liga,2022-2023,Getafe
1385,Stefan Mitrovic,6.48,La Liga,2022-2023,Getafe
1386,Edu Expósito,6.47,La Liga,2022-2023,Espanyol
1387,Toni Villa,6.47,La Liga,2022-2023,Girona
1388,Dani García,6.47,La Liga,2022-2023,Athletic Club
1389,Rubén Sánchez,6.47,La Liga,2022-2023,Espanyol
1390,Mohamed-Ali Cho,6.47,La Liga,2022-2023,Real Sociedad
1391,Andrii Lunin,6.46,La Liga,2022-2023,Real Madrid
1392,Hugo Guillamón,6.46,La Liga,2022-2023,Valencia
1393,Lucas Olaza,6.46,La Liga,2022-2023,Real Valladolid
1394,Luis Hernández,6.46,La Liga,2022-2023,Cadiz
1395,Álvaro Aguado,6.46,La Liga,2022-2023,Real Valladolid
1396,Unai García,6.46,La Liga,2022-2023,Osasuna
1397,Óscar Mingueza,6.46,La Liga,2022-2023,Celta Vigo
1398,Jesús Navas,6.46,La Liga,2022-2023,Sevilla
1399,Paul Akouokou,6.45,La Liga,2022-2023,Real Betis
1400,Nacho Vidal,6.45,La Liga,2022-2023,Osasuna
1401,Yangel Herrera,6.45,La Liga,2022-2023,Girona
1402,Javi Hernández,6.45,La Liga,2022-2023,Girona
1403,Fernando Calero,6.45,La Liga,2022-2023,Espanyol
1404,Luca Koleosho,6.45,La Liga,2022-2023,Espanyol
1405,Karim Rekik,6.44,La Liga,2022-2023,Sevilla
1406,Raúl de Tomás,6.44,La Liga,2022-2023,Rayo Vallecano
1407,Haris Seferovic,6.44,La Liga,2022-2023,Celta Vigo
1408,Fali,6.44,La Liga,2022-2023,Cadiz
1409,Stole Dimitrievski,6.44,La Liga,2022-2023,Rayo Vallecano
1410,Lisandro Magallán,6.44,La Liga,2022-2023,Elche
1411,Kiko Femenía,6.44,La Liga,2022-2023,Villarreal
1412,Jon Moncayola,6.44,La Liga,2022-2023,Osasuna
1413,Rubén García,6.44,La Liga,2022-2023,Osasuna
1414,Dani Carvajal,6.44,La Liga,2022-2023,Real Madrid
1415,Iván Balliu,6.44,La Liga,2022-2023,Rayo Vallecano
1416,Jesús Corona,6.44,La Liga,2022-2023,Sevilla
1417,Ronaël Pierre-GabrielEspanyol,6.43,La Liga,2022-2023,
1418,Gabriel Paulista,6.43,La Liga,2022-2023,Valencia
1419,Denis Suárez,6.43,La Liga,2022-2023,Espanyol
1420,Felipe,6.43,La Liga,2022-2023,Atletico
1421,Johan Mojica,6.43,La Liga,2022-2023,Elche
1422,Jorge Pascual,6.43,La Liga,2022-2023,Villarreal
1423,Munir El Haddadi,6.43,La Liga,2022-2023,Getafe
1424,Josan,6.43,La Liga,2022-2023,Elche
1425,Sergi Gómez,6.43,La Liga,2022-2023,Espanyol
1426,Miguel Rodríguez,6.43,La Liga,2022-2023,Celta Vigo
1427,Alberto Moreno,6.43,La Liga,2022-2023,Villarreal
1428,Papu Gómez,6.42,La Liga,2022-2023,Sevilla
1429,Francis Coquelin,6.42,La Liga,2022-2023,Villarreal
1430,Edinson Cavani,6.42,La Liga,2022-2023,Valencia
1431,Pere Milla,6.42,La Liga,2022-2023,Elche
1432,Sergio Akieme,6.42,La Liga,2022-2023,Almeria
1433,Yassine Bounou,6.42,La Liga,2022-2023,Sevilla
1434,Matheus Cunha,6.42,La Liga,2022-2023,Atletico
1435,Yunus Musah,6.42,La Liga,2022-2023,Valencia
1436,Mikel Oyarzabal,6.42,La Liga,2022-2023,Real Sociedad
1437,Iván Villar,6.42,La Liga,2022-2023,Celta Vigo
1438,Álvaro Fernández,6.42,La Liga,2022-2023,Espanyol
1439,John Donald,6.41,La Liga,2022-2023,Elche
1440,Aritz Elustondo,6.41,La Liga,2022-2023,Real Sociedad
1441,Juanmi Latasa,6.4,La Liga,2022-2023,Getafe
1442,Pedro Bigas,6.4,La Liga,2022-2023,Elche
1443,Randy Nteka,6.4,La Liga,2022-2023,Elche
1444,Ander Guevara,6.4,La Liga,2022-2023,Real Sociedad
1445,Adrià Pedrosa,6.4,La Liga,2022-2023,Espanyol
1446,Óscar Gil,6.4,La Liga,2022-2023,Espanyol
1447,César de la Hoz,6.4,La Liga,2022-2023,Almeria
1448,Roque Mesa,6.4,La Liga,2022-2023,Real Valladolid
1449,Fidel,6.4,La Liga,2022-2023,Elche
1450,Dimitri Foulquier,6.39,La Liga,2022-2023,Valencia
1451,Rafa Mir,6.39,La Liga,2022-2023,Sevilla
1452,Iddrisu Baba,6.39,La Liga,2022-2023,Mallorca
1453,Matija Nastasic,6.39,La Liga,2022-2023,Mallorca
1454,Manu Vallejo,6.39,La Liga,2022-2023,Girona
1455,Bernardo Espinosa,6.39,La Liga,2022-2023,Girona
1456,Dennis Hadzikadunic,6.38,La Liga,2022-2023,Mallorca
1457,Renato Tapia,6.38,La Liga,2022-2023,Celta Vigo
1458,Manuel Pozo,6.38,La Liga,2022-2023,Real Valladolid
1459,Tino Kadewere,6.38,La Liga,2022-2023,Mallorca
1460,Joseba Zaldúa,6.38,La Liga,2022-2023,Cadiz
1461,Tanguy Nianzou,6.38,La Liga,2022-2023,Sevilla
1462,Pablo Ibáñez,6.37,La Liga,2022-2023,Osasuna
1463,Helibelton Palacios,6.37,La Liga,2022-2023,Elche
1464,Ander Herrera,6.37,La Liga,2022-2023,Athletic Club
1465,Jon Olasagasti,6.37,La Liga,2022-2023,Real Sociedad
1466,Victor Chust,6.36,La Liga,2022-2023,Cadiz
1467,Nico Melamed,6.36,La Liga,2022-2023,Espanyol
1468,Fernando Medrano,6.36,La Liga,2022-2023,Celta Vigo
1469,Juan Cruz,6.36,La Liga,2022-2023,Osasuna
1470,José Ángel Carmona,6.36,La Liga,2022-2023,Elche
1471,Sergio Asenjo,6.36,La Liga,2022-2023,Real Valladolid
1472,José Carlos Lazo,6.35,La Liga,2022-2023,Espanyol
1473,Gonzalo Montiel,6.35,La Liga,2022-2023,Sevilla
1474,Hugo Sotelo,6.35,La Liga,2022-2023,Celta Vigo
1475,Unai López,6.35,La Liga,2022-2023,Rayo Vallecano
1476,Joan Jordán,6.35,La Liga,2022-2023,Sevilla
1477,Pathé Ciss,6.35,La Liga,2022-2023,Rayo Vallecano
1478,Juanpe,6.35,La Liga,2022-2023,Girona
1479,Álvaro Negredo,6.35,La Liga,2022-2023,Cadiz
1480,José Ángel Carmona,6.35,La Liga,2022-2023,Sevilla
1481,Álex Fernández,6.35,La Liga,2022-2023,Cadiz
1482,Darko Brasanac,6.35,La Liga,2022-2023,Osasuna
1483,Pol Lirola,6.35,La Liga,2022-2023,Elche
1484,Rober,6.35,La Liga,2022-2023,Real Betis
1485,Chumi,6.34,La Liga,2022-2023,Almeria
1486,Kike Salas,6.34,La Liga,2022-2023,Sevilla
1487,Alberto Perea,6.34,La Liga,2022-2023,Cadiz
1488,Reinier,6.34,La Liga,2022-2023,Girona
1489,Raúl García,6.34,La Liga,2022-2023,Athletic Club
1490,Adnan Januzaj,6.34,La Liga,2022-2023,Sevilla
1491,Cristhian Stuani,6.33,La Liga,2022-2023,Girona
1492,Toni Lato,6.33,La Liga,2022-2023,Valencia
1493,Juan Carlos,6.33,La Liga,2022-2023,Girona
1494,Juanmi,6.33,La Liga,2022-2023,Real Betis
1495,Largie Ramazani,6.32,La Liga,2022-2023,Almeria
1496,Luca de la Torre,6.32,La Liga,2022-2023,Celta Vigo
1497,Anthony Lozano,6.32,La Liga,2022-2023,Cadiz
1498,Ilaix Moriba,6.32,La Liga,2022-2023,Valencia
1499,Carlos Domínguez,6.32,La Liga,2022-2023,Celta Vigo
1500,Portu,6.32,La Liga,2022-2023,Getafe
1501,Momo Mbaye,6.32,La Liga,2022-2023,Cadiz
1502,José Antonio de la Rosa,6.32,La Liga,2022-2023,Cadiz
1503,Kasper Dolberg,6.32,La Liga,2022-2023,Sevilla
1504,Valery Fernández,6.31,La Liga,2022-2023,Girona
1505,Pablo Barrios,6.31,La Liga,2022-2023,Atletico
1506,Joaquín,6.31,La Liga,2022-2023,Real Betis
1507,Fede San Emeterio,6.31,La Liga,2022-2023,Cadiz
1508,Zouhair Feddal,6.31,La Liga,2022-2023,Real Valladolid
1509,Franck Kessie,6.3,La Liga,2022-2023,Barcelona
1510,Pablo Marín,6.3,La Liga,2022-2023,Real Sociedad
1511,Juan Cruz,6.3,La Liga,2022-2023,Real Betis
1512,Jesús Vallejo,6.3,La Liga,2022-2023,Real Madrid
1513,Juan Cala,6.3,La Liga,2022-2023,Cadiz
1514,Johan Mojica,6.29,La Liga,2022-2023,Villarreal
1515,Pep Chavarría,6.29,La Liga,2022-2023,Rayo Vallecano
1516,Amath Ndiaye,6.29,La Liga,2022-2023,Mallorca
1517,Jesús Vázquez,6.29,La Liga,2022-2023,Valencia
1518,Adu Ares,6.29,La Liga,2022-2023,Athletic Club
1519,Lucas Pérez,6.29,La Liga,2022-2023,Cadiz
1520,Gonzalo Villar,6.28,La Liga,2022-2023,Getafe
1521,Haissem Hassan,6.28,La Liga,2022-2023,Villarreal
1522,Sergio León,6.28,La Liga,2022-2023,Real Valladolid
1523,Abdul Mumin,6.28,La Liga,2022-2023,Rayo Vallecano
1524,Dyego Sousa,6.28,La Liga,2022-2023,Almeria
1525,Aitor Paredes,6.27,La Liga,2022-2023,Athletic Club
1526,Álvaro Rodríguez,6.27,La Liga,2022-2023,Real Madrid
1527,Manu Trigueros,6.27,La Liga,2022-2023,Villarreal
1528,Enzo Roco,6.27,La Liga,2022-2023,Elche
1529,Francisco Portillo,6.27,La Liga,2022-2023,Almeria
1530,Eden Hazard,6.27,La Liga,2022-2023,Real Madrid
1531,Lautaro Blanco,6.26,La Liga,2022-2023,Elche
1532,Óscar Ureña,6.26,La Liga,2022-2023,Girona
1533,Raúl Parra,6.26,La Liga,2022-2023,Cadiz
1534,Martin Hongla,6.26,La Liga,2022-2023,Real Valladolid
1535,Gonzalo Verdú,6.26,La Liga,2022-2023,Elche
1536,Diego Moreno,6.26,La Liga,2022-2023,Osasuna
1537,Álvaro Odriozola,6.25,La Liga,2022-2023,Real Madrid
1538,Carles Aleñá,6.25,La Liga,2022-2023,Getafe
1539,Aleix Vidal,6.25,La Liga,2022-2023,Espanyol
1540,Carlos Fernández,6.25,La Liga,2022-2023,Real Sociedad
1541,Arnaut Danjuma,6.24,La Liga,2022-2023,Villarreal
1542,Jaime Mata,6.24,La Liga,2022-2023,Getafe
1543,Arnau Puigmal,6.24,La Liga,2022-2023,Almeria
1544,Aleix Garrido,6.24,La Liga,2022-2023,Barcelona
1545,Roberto Torres,6.24,La Liga,2022-2023,Osasuna
1546,Keidi Bare,6.23,La Liga,2022-2023,Espanyol
1547,Joel Roca,6.23,La Liga,2022-2023,Girona
1548,Kike García,6.23,La Liga,2022-2023,Osasuna
1549,Gonçalo Paciência,6.23,La Liga,2022-2023,Celta Vigo
1550,Roger Martí,6.23,La Liga,2022-2023,Cadiz
1551,Pablo Torre,6.22,La Liga,2022-2023,Barcelona
1552,Cristhian Mosquera,6.22,La Liga,2022-2023,Valencia
1553,Braian Cufré,6.22,La Liga,2022-2023,Mallorca
1554,Iván Alejo,6.22,La Liga,2022-2023,Cadiz
1555,Íñigo Eguaras,6.22,La Liga,2022-2023,Almeria
1556,Iker Muñoz,6.22,La Liga,2022-2023,Osasuna
1557,Kaiky,6.22,La Liga,2022-2023,Almeria
1558,Ángel Algobia,6.21,La Liga,2022-2023,Getafe
1559,Willian José,6.21,La Liga,2022-2023,Real Betis
1560,Mamadou Mbacke,6.21,La Liga,2022-2023,Villarreal
1561,Mikel Balenziaga,6.21,La Liga,2022-2023,Athletic Club
1562,Pierre-Emerick Aubameyang,6.21,La Liga,2022-2023,Barcelona
1563,Marcos André,6.21,La Liga,2022-2023,Valencia
1564,Oier Zarraga,6.21,La Liga,2022-2023,Athletic Club
1565,Ander Martín,6.21,La Liga,2022-2023,Real Sociedad
1566,Clément Grenier,6.21,La Liga,2022-2023,Mallorca
1567,Abner Vinícius,6.21,La Liga,2022-2023,Real Betis
1568,Sergio Reguilón,6.2,La Liga,2022-2023,Atletico
1569,Alberto Marí,6.2,La Liga,2022-2023,Valencia
1570,Benjamin Lecomte,6.2,La Liga,2022-2023,Espanyol
1571,Augusto Solari,6.2,La Liga,2022-2023,Celta Vigo
1572,Jon Magunazelaia,6.2,La Liga,2022-2023,Real Sociedad
1573,José Mari Martín,6.2,La Liga,2022-2023,Cadiz
1574,Kevin Vázquez,6.2,La Liga,2022-2023,Celta Vigo
1575,Andrés Martín,6.2,La Liga,2022-2023,Rayo Vallecano
1576,Thomas Delaney,6.2,La Liga,2022-2023,Sevilla
1577,Franco Russo,6.19,La Liga,2022-2023,Mallorca
1578,Nicolás Fernández,6.19,La Liga,2022-2023,Elche
1579,Ezequiel Ponce,6.19,La Liga,2022-2023,Elche
1580,José Carlos Lazo,6.19,La Liga,2022-2023,Almeria
1581,Hugo Duro,6.19,La Liga,2022-2023,Valencia
1582,Samu Sáiz,6.19,La Liga,2022-2023,Girona
1583,Bebé,6.19,La Liga,2022-2023,Rayo Vallecano
1584,Robert Navarro,6.18,La Liga,2022-2023,Real Sociedad
1585,Antonio Blanco,6.18,La Liga,2022-2023,Cadiz
1586,Antonio Sánchez,6.17,La Liga,2022-2023,Mallorca
1587,Jon Morcillo,6.17,La Liga,2022-2023,Athletic Club
1588,Alexander Callens,6.16,La Liga,2022-2023,Girona
1589,Sergi Guardiola,6.16,La Liga,2022-2023,Real Valladolid
1590,Manu Morlanes,6.16,La Liga,2022-2023,Villarreal
1591,Diego González,6.16,La Liga,2022-2023,Elche
1592,Rodrigo Battaglia,6.16,La Liga,2022-2023,Mallorca
1593,Ander Capa,6.16,La Liga,2022-2023,Athletic Club
1594,Ricard Artero,6.16,La Liga,2022-2023,Girona
1595,Axel Werner,6.15,La Liga,2022-2023,Elche
1596,Asier Villalibre,6.15,La Liga,2022-2023,Athletic Club
1597,Ángel Rodríguez,6.15,La Liga,2022-2023,Mallorca
1598,Toni Villa,6.15,La Liga,2022-2023,Real Valladolid
1599,Lamine Yamal,6.14,La Liga,2022-2023,Barcelona
1600,Abdón Prats,6.14,La Liga,2022-2023,Mallorca
1601,Raúl Guti,6.13,La Liga,2022-2023,Elche
1602,Ludwig Augustinsson,6.13,La Liga,2022-2023,Mallorca
1603,Omar El Hilali,6.13,La Liga,2022-2023,Espanyol
1604,Filip Jørgensen,6.12,La Liga,2022-2023,Villarreal
1605,Josep Gayá,6.12,La Liga,2022-2023,Mallorca
1606,Roger Martí,6.11,La Liga,2022-2023,Elche
1607,Jaime Seoane,6.11,La Liga,2022-2023,Getafe
1608,Diego Collado,6.11,La Liga,2022-2023,Villarreal
1609,Curro Sánchez,6.11,La Liga,2022-2023,Almeria
1610,Radamel Falcao,6.1,La Liga,2022-2023,Rayo Vallecano
1611,José Pozo,6.1,La Liga,2022-2023,Rayo Vallecano
1612,Williot Swedberg,6.1,La Liga,2022-2023,Celta Vigo
1613,Moi Parra,6.1,La Liga,2022-2023,Getafe
1614,Mickaël Malsa,6.1,La Liga,2022-2023,Real Valladolid
1615,Beñat Turrientes,6.09,La Liga,2022-2023,Real Sociedad
1616,David Torres,6.09,La Liga,2022-2023,Real Valladolid
1617,Pablo Durán,6.09,La Liga,2022-2023,Celta Vigo
1618,Carlos Martín,6.09,La Liga,2022-2023,Atletico
1619,Francisco Mwepu,6.09,La Liga,2022-2023,Cadiz
1620,Nabil Touaizi,6.09,La Liga,2022-2023,Espanyol
1621,Salvi Sánchez,6.09,La Liga,2022-2023,Rayo Vallecano
1622,Lago Junior,6.08,La Liga,2022-2023,Mallorca
1623,Kenedy,6.08,La Liga,2022-2023,Real Valladolid
1624,Fabrizio Angileri,6.07,La Liga,2022-2023,Getafe
1625,Shon Weissman,6.07,La Liga,2022-2023,Real Valladolid
1626,Simo,6.07,La Liga,2022-2023,Espanyol
1627,Houboulang Mendes,6.06,La Liga,2022-2023,Almeria
1628,Loren Morón,6.06,La Liga,2022-2023,Real Betis
1629,Mamady Diarra,6.06,La Liga,2022-2023,Cadiz
1630,Roberto Arroyo,6.06,La Liga,2022-2023,Real Valladolid
1631,Dani Gómez,6.05,La Liga,2022-2023,Espanyol
1632,Iñaki Peña,6.05,La Liga,2022-2023,Barcelona
1633,Javi Llabrés,6.05,La Liga,2022-2023,Mallorca
1634,Santiago Arzamendia,6.05,La Liga,2022-2023,Cadiz
1635,Mariano Díaz,6.04,La Liga,2022-2023,Real Madrid
1636,Ramon Terrats,6.04,La Liga,2022-2023,Girona
1637,Fran Delgado,6.04,La Liga,2022-2023,Real Betis
1638,Jordan Amavi,6.03,La Liga,2022-2023,Getafe
1639,Matt Doherty,6.03,La Liga,2022-2023,Atletico
1640,Juanjo Narváez,6.03,La Liga,2022-2023,Real Valladolid
1641,Ángel Alarcón,6.03,La Liga,2022-2023,Barcelona
1642,Randy Nteka,6.03,La Liga,2022-2023,Rayo Vallecano
1643,Jon Karrikaburu,6.02,La Liga,2022-2023,Real Sociedad
1644,Casemiro,6.02,La Liga,2022-2023,Real Madrid
1645,Maxi Gómez,6.02,La Liga,2022-2023,Valencia
1646,Pablo Muñoz,6.02,La Liga,2022-2023,Rayo Vallecano
1647,Sergio Arribas,6.02,La Liga,2022-2023,Real Madrid
1648,Domingos Quina,6.01,La Liga,2022-2023,Elche
1649,Rubén Quintanilla,6.01,La Liga,2022-2023,Mallorca
1650,Unai Vencedor,6.01,La Liga,2022-2023,Athletic Club
1651,Youba Diarra,6.01,La Liga,2022-2023,Cadiz
1652,Fran Pérez,6.01,La Liga,2022-2023,Valencia
1653,Álex Revuelta,6.0,La Liga,2022-2023,Getafe
1654,Arnau Tenas,6.0,La Liga,2022-2023,Barcelona
1655,Chadi Riad,6.0,La Liga,2022-2023,Barcelona
1656,Diego Méndez,6.0,La Liga,2022-2023,Rayo Vallecano
1657,Esteban Saveljich,6.0,La Liga,2022-2023,Rayo Vallecano
1658,Pedro Ortiz,6.0,La Liga,2022-2023,Sevilla
1659,Mario Hernández,6.0,La Liga,2022-2023,Rayo Vallecano
1660,Alberto del Moral,5.99,La Liga,2022-2023,Villarreal
1661,Marko Milovanovic,5.99,La Liga,2022-2023,Almeria
1662,Awer Mabil,5.99,La Liga,2022-2023,Cadiz
1663,Antonio Gomis,5.98,La Liga,2022-2023,Atletico
1664,Tunde Akinsola,5.98,La Liga,2022-2023,Real Valladolid
1665,Mario Suárez,5.97,La Liga,2022-2023,Rayo Vallecano
1666,Pol Lozano,5.97,La Liga,2022-2023,Espanyol
1667,Fer Niño,5.96,La Liga,2022-2023,Villarreal
1668,Alejandro Alfaro,5.95,La Liga,2022-2023,Elche
1669,Javier Pastore,5.94,La Liga,2022-2023,Elche
1670,Iván Romero,5.92,La Liga,2022-2023,Sevilla
1671,Roger Martínez,5.91,La Liga,2022-2023,Espanyol
1672,Carlos lvarez,5.89,La Liga,2022-2023,Sevilla
